race_candidate_id	politician_id	full_name	photo_source_url	source_url	notes
81994d40-c288-4935-ab50-9e0cdef09df4		Lillian Bowles	https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Lillian_Bowles_20260411_012146.jpeg	https://ballotpedia.org/Lillian_Bowles	Ballotpedia candidate photo
ed65f90a-b427-49c3-ab7b-815c0ea9a7ac		Kristin Meyer	https://meyerforhd50.com/assets/kristin-portrait-D3WdarKF.jpg	https://meyerforhd50.com/	Portrait from campaign site meyerforhd50.com
5a2c8ca9-f334-4b77-b028-7bf45eb1948a		Brett Nielsen	https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/BrettNielsen2026.jpeg	https://ballotpedia.org/Brett_Nielsen	Ballotpedia candidate photo
33acd33d-0a86-4d6b-8f3b-26f2ca569a81		Nicole Melling		https://ballotpedia.org/Utah_House_of_Representatives_District_52	No headshot found after searching Ballotpedia, campaign website searches, and social media
45ea5a32-735b-46fe-8133-42119bfb298e		Kevin R. Slater		https://ballotpedia.org/Kevin_Slater_(Utah)	No headshot found; Ballotpedia page has no photo for this candidate
25b42d10-f7ad-4d19-9c33-c0ff0a415c61		Kristina Robinson		https://ballotpedia.org/Kristina_Robinson	No headshot found after searching Ballotpedia, web, and social media
dbce8345-0fb8-484a-afe0-d80254ac026a		Travis Hysell	https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Travis_Hysell_20260402_032337.png	https://ballotpedia.org/Travis_Hysell	Ballotpedia candidate photo
cc927999-fe2a-49d4-ba89-fb9aa0085e01		Natassja Grossman		https://ballotpedia.org/Utah_House_of_Representatives_District_56	No headshot found; no campaign website or social media with accessible photo found
64bd1cee-2be4-4043-b5ed-f3192221dacc		Karli Black		https://ballotpedia.org/Utah_House_of_Representatives_District_58	No headshot found after searching; @karliblack Instagram exists but no direct CDN URL accessible
c5d10a35-9eb7-4103-a367-00395b09bc6d		Alan Jimenez	https://alanforutah.com/headshot.jpg	https://alanforutah.com/	Direct headshot.jpg from campaign site alanforutah.com
d64f1890-8619-4675-a2f7-1f1a3707356a		David Chappell	https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/David_Chappell.png	https://ballotpedia.org/David_Chappell	Ballotpedia candidate photo
e3270210-a9ff-437b-8b73-3a9f3a65a830		Mark Youngquist	https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Mark_Youngquist_20241002_050312.png	https://ballotpedia.org/Mark_Youngquist	Ballotpedia candidate photo from 2024 campaign
c1ad3b86-b84e-4ae0-bcd0-21bfa757f64b		Jeff Burton	https://le.utah.gov/images/legislator/house/BURTOJS.jpg	https://house.utleg.gov/rep/BURTOJS/	Official Utah House of Representatives legislator photo
