politician_id,full_name,bioguide_id,topic_key,role,bill,introduced,title
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,gun-policy,cosponsor,S. 3812,2024-09-12,FIREARM Act
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,gun-policy,cosponsor,S. 4960,2024-08-01,Freedom from Unfair Gun Taxes Act
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,gun-policy,cosponsor,S. 4972,2024-08-01,Lawful Purpose and Historical Firearms Act
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,border-security,cosponsor,S. 4818,2024-07-25,Safeguarding Americans From Extremist Risk (SAFER) at the Border Act
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,gun-policy,cosponsor,S. 4652,2024-07-10,Firearms Interstate Commerce Reform Act
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,gun-policy,cosponsor,SJRES. 93,2024-06-05,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Commerce relating to ""Revision of Firearms License Requirements""."
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,gun-policy,cosponsor,SJRES. 83,2024-05-15,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Alcohol, Tobacco, Firearms, and Explosives relating to ""Definition of 'Engaged in the Business' as a Dealer in Firearms""."
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,israel-military-aid,cosponsor,S. 4337,2024-05-15,Israel Security Assistance Support Act
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,israel-military-aid,cosponsor,SRES. 682,2024-05-09,A resolution condemning the decision by the Biden Administration to halt the shipment of United States made ammunition and weapons to the State of Israel.
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,gun-policy,cosponsor,S. 909,2023-03-22,Tribal Firearm Access Act
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,border-security,cosponsor,S. 3187,2023-11-01,Southern Border Transparency Act of 2023
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,border-security,cosponsor,S. 348,2023-02-09,Asylum Abuse Reduction Act
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,israel-military-aid,cosponsor,SCONRES. 14,2023-07-18,A concurrent resolution expressing the sense of Congress supporting the State of Israel.
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,border-security,cosponsor,SJRES. 25,2023-04-25,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to ""Adverse Effect Wage Rate Methodology for the Temporary Employment of H-2A Nonimmigrants in Non-Range Occupations in the United States""."
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,border-security,cosponsor,SRES. 45,2023-02-09,A resolution expressing the sense of the Senate that the current influx of migrants is causing a crisis at the southern border.
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,israel-military-aid,cosponsor,SRES. 188,2023-05-09,"A resolution celebrating the 75th anniversary of the founding of the State of Israel, and for other purposes."
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,border-security,cosponsor,S. 1192,2023-04-19,Stop Fentanyl Border Crossings Act
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,border-security,cosponsor,SRES. 166,2023-04-20,A resolution honoring the efforts of the Coast Guard for excellence in maritime border security.
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,gun-policy,cosponsor,S. 741,2023-03-09,Traveler's Gun Rights Act
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,gun-policy,cosponsor,SJRES. 20,2023-03-15,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Justice and the Bureau of Alcohol, Tobacco, Firearms and Explosives relating to ""Factoring Criteria for Firearms With Attached 'Stabilizing Braces'""."
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,israel-military-aid,cosponsor,SRES. 417,2023-10-19,A resolution standing with Israel against terrorism.
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,gun-policy,cosponsor,S. 1907,2023-06-08,Federal Firearms Licensee Protection Act of 2023
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,border-security,cosponsor,S. 519,2023-02-16,A bill to prohibit individuals charged with or convicted of human trafficking or drug trafficking offenses committed near the border of the United States from receiving Federal benefits.
4d83f985-9248-4905-a9b6-5742e2df77a8,Cindy Hyde-Smith,H001079,gun-policy,cosponsor,S. 214,2023-02-01,Constitutional Concealed Carry Reciprocity Act of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,cannabis-policy,sponsor,S. 5022,2026-07-16,Cannabis Administration and Opportunity Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,sponsor,S. 4454,2026-04-30,Firearm Safety Act of 2026
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,sponsor,SJRES. 183,2026-04-13,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,sponsor,SJRES. 118,2026-03-05,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,border-security,sponsor,S. 3702,2026-01-27,Dignity for Detained Immigrants Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,sponsor,S. 3544,2025-12-17,Federal Firearm Licensing Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,cannabis-policy,sponsor,S. 3537,2025-12-17,Marijuana in Federally Assisted Housing Parity Act of 2025
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,sponsor,S. 2186,2025-06-26,Preventing Pretrial Gun Purchases Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,border-security,sponsor,S. 2149,2025-06-24,Health Equity and Access under the Law for Immigrant Families Act of 2025
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,sponsor,S. 3212,2023-11-02,Federal Firearm Licensing Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,sponsor,S. 4612,2024-06-20,Preventing Pretrial Gun Purchases Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,cannabis-policy,sponsor,S. 4226,2024-05-01,Cannabis Administration and Opportunity Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,border-security,sponsor,S. 2646,2023-07-27,HEAL for Immigrant Families Act of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,cannabis-policy,sponsor,S. 3671,2024-01-25,Marijuana in Federally Assisted Housing Parity Act of 2024
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,sponsor,S. 1460,2023-05-04,Firearm Safety Act of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,border-security,sponsor,S. 1208,2023-04-19,Dignity for Detained Immigrants Act of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,minimum-wage,cosponsor,S. 4981,2026-08-07,Living Wage For All Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,defense-spending,cosponsor,S. 5189,2026-07-30,"A bill to amend title 10, United States Code, and the National Defense Authorization Act for Fiscal Year 1994, to codify and clarify gender neutral standards for members of certain Armed Forces, and for other purposes."
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,border-security,cosponsor,SRES. 796,2026-06-24,"A resolution recognizing the upcoming 250th anniversary of the United States of America and reaffirming the commitment of the Senate to the Nation's founding ideals of liberty, equality, and opportunity for all immigrant communities in the United States."
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 4776,2026-06-11,Gun Records Restoration and Preservation Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,SRES. 756,2026-06-08,"A resolution expressing support for the designation of June 5, 2026, as ""National Gun Violence Awareness Day"" and June 2026 as ""National Gun Violence Awareness Month""."
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,SCONRES. 34,2026-06-01,"A concurrent resolution recognizing the importance of saving lives, reducing gun violence, and strengthening public safety as the United States celebrates its 250th anniversary."
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,cosponsor,SJRES. 163,2026-05-12,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,cosponsor,SJRES. 191,2026-04-30,A joint resolution to direct removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,cosponsor,SJRES. 185,2026-04-27,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,cosponsor,SJRES. 180,2026-04-21,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,cosponsor,SJRES. 171,2026-04-20,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,cosponsor,SJRES. 114,2026-04-16,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,cosponsor,SJRES. 184,2026-04-16,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,cosponsor,SJRES. 123,2026-03-10,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,cosponsor,SJRES. 116,2026-03-05,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,cosponsor,SJRES. 115,2026-03-05,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,cosponsor,SJRES. 117,2026-03-05,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,cosponsor,SJRES. 104,2026-03-04,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against the Islamic Republic of Iran that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 3875,2026-02-12,Responsible Firearms Marketing Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,SCONRES. 25,2026-01-08,"A concurrent resolution recognizing the 15th anniversary of the January 8, 2011, Tucson, Arizona, shooting and honoring the survivors and victims, including former Congresswoman Gabby Giffords, a gun violence survivor and one of the most influential voices of courage in the United States in the fight to end gun violence."
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,military-intervention,cosponsor,SJRES. 98,2026-01-06,A joint resolution to direct the removal of United States Armed Forces from hostilities within or against Venezuela that have not been authorized by Congress.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,2020-election,cosponsor,SRES. 574,2026-01-06,"A resolution observing the fifth anniversary of the attack on the United States Capitol on January 6, 2021, and recognizing the essential work of United States Capitol personnel, including the United States Capitol Police."
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,2020-election,cosponsor,S. 3582,2026-01-06,No Rewards for January 6 Rioters Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,2020-election,cosponsor,S. 3581,2026-01-06,No Settlements for January 6 Law Enforcement Assaulters Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 3512,2025-12-16,Medicare Investment and Gun Violence Prevention Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 2514,2025-07-29,Gun Violence Prevention Research Act of 2025
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 2192,2025-06-26,Clean Hands Firearm Procurement Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 2165,2025-06-25,3D Printed Gun Safety Act of 2025
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 2154,2025-06-24,Protecting Kids from Gun Marketing Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 2158,2025-06-24,Stopping the Fraudulent Sale of Firearms Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 2157,2025-06-24,Gun Violence Prevention Through Financial Intelligence Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 1955,2025-06-04,Equal Access to Justice for Victims of Gun Violence Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,SRES. 260,2025-06-02,"A resolution expressing support for the designation of June 6, 2025, as ""National Gun Violence Awareness Day"" and June 2025 as ""National Gun Violence Awareness Month""."
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,israel-military-aid,cosponsor,S. 554,2025-05-22,United States-Israel Defense Partnership Act of 2025
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,israel-military-aid,cosponsor,SRES. 227,2025-05-14,"A resolution condemning Hamas for its premeditated, coordinated, and brutal terrorist attacks on October 7, 2023, against Israel and demanding that Hamas immediately release all remaining hostages and return them to safety, and for other purposes."
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 1531,2025-04-30,Assault Weapons Ban of 2025
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,minimum-wage,cosponsor,S. 1332,2025-04-08,Raise the Wage Act of 2025
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 1294,2025-04-03,Federal Firearm Licensee Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 595,2025-02-13,Office of Gun Violence Prevention Act of 2025
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 468,2025-02-06,SECURE Firearm Storage Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 5209,2024-09-25,Clean Hands Firearm Procurement Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 4706,2024-07-11,Federal Firearm Licensee Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,SRES. 716,2024-06-03,"A resolution expressing support for the designation of June 7, 2024, as ""National Gun Violence Awareness Day"" and June 2024 as ""National Gun Violence Awareness Month""."
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,minimum-wage,cosponsor,S. 2488,2023-07-25,Raise the Wage Act of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 2048,2023-06-20,Equal Access to Justice for Victims of Gun Violence Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 1819,2023-06-06,3D Printed Gun Safety Act of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,israel-military-aid,cosponsor,SRES. 408,2023-10-17,"A resolution condemning Hamas for its premeditated, coordinated, and brutal terrorist attacks on Israel and demanding that Hamas immediately release all hostages and return them to safety, and for other purposes."
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,border-security,cosponsor,SRES. 243,2023-06-08,"A resolution recognizing the month of June 2023 as ""Immigrant Heritage Month"", a celebration of the accomplishments and contributions of immigrants and their children in making the United States a healthier, safer, more diverse, prosperous country, and acknowledging the importance of immigrants and their children to the future successes of the United States."
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 252,2023-03-14,Protecting Kids from Gun Marketing Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,israel-military-aid,cosponsor,SRES. 188,2023-05-02,"A resolution celebrating the 75th anniversary of the founding of the State of Israel, and for other purposes."
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,border-security,cosponsor,S. 1343,2023-04-27,Fair Adjudications for Immigrants Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 1026,2023-03-29,Gun Violence Prevention Research Act of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 25,2023-01-23,Assault Weapons Ban of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,cannabis-policy,cosponsor,S. 1204,2023-04-19,Veterans Medical Marijuana Safe Harbor Act.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 1116,2023-03-30,Background Check Completion Act of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 3407,2023-12-05,Gun Violence Prevention and Community Safety Act of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 598,2023-03-01,Gun Records Restoration and Preservation Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,israel-military-aid,cosponsor,SRES. 417,2023-10-19,A resolution standing with Israel against terrorism.
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 2794,2023-09-13,Stopping the Fraudulent Sales of Firearms Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 2652,2023-07-27,Ghost Guns and Untraceable Firearms Act of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 2381,2023-07-19,National Instant Criminal Background Check System (NICS) Data Integrity Act of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 1893,2023-06-08,Resources for Victims of Gun Violence Act of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 1826,2023-06-06,Keeping Gun Dealers Honest Act of 2023
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 1825,2023-06-06,Gun Violence Prevention Through Financial Intelligence Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,SRES. 231,2023-06-01,"A resolution expressing support for the designation of June 2, 2023, as ""National Gun Violence Awareness Day"" and June 2023 as ""National Gun Violence Awareness Month""."
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 1737,2023-05-18,Responsible Firearms Marketing Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,B001288,gun-policy,cosponsor,S. 494,2023-02-16,Background Check Expansion Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,sponsor,S. 4972,2024-08-01,Lawful Purpose and Historical Firearms Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,cosponsor,SRES. 826,2026-08-06,"A resolution honoring the contributions of small manufacturers of firearms to the economy, culture, and recreational heritage of the United States and recognizing the month of August 2026 as ""National Shooting Sports Month""."
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,cosponsor,S. 3916,2026-02-25,Gun Owner Registration Information Protection Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,israel-military-aid,cosponsor,SRES. 438,2025-10-07,"A resolution condemning the brutal Hamas-led terrorist attack on the State of Israel on October 7, 2023, and supporting an outcome that ensures the forever survival of Israel, the complete denial of Hamas's ability to reconstitute in the region, and the release of all the remaining hostages from the Gaza Strip, including two United States citizens."
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,border-security,cosponsor,S. 2967,2025-10-02,Border Lands Conservation Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,israel-military-aid,cosponsor,S. 1521,2025-09-29,Stand with Israel Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,cosponsor,SRES. 342,2025-07-29,"A resolution honoring the contributions of small manufacturers of firearms to the economy, culture, and recreational heritage of the United States and recognizing August 2025 as ""National Shooting Sports Month""."
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,border-security,cosponsor,S. 771,2025-02-27,End FEMA Benefits for Illegal Immigrants Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,cosponsor,S. 119,2025-01-16,No Retaining Every Gun In a System That Restricts Your Rights Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,cosponsor,S. 89,2025-01-14,Sporting Firearms Access Act of 2025
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,israel-military-aid,cosponsor,SRES. 890,2024-09-25,"A resolution condemning the brutal Hamas-led terrorist attack on Israel on October 7, 2023, and supporting an outcome that ensures the forever survival of Israel, the complete denial of the ability of Hamas to reconstitute in the region, and the safe release of United States hostages from the Gaza Strip."
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,border-security,cosponsor,S. 4818,2024-07-25,Safeguarding Americans From Extremist Risk (SAFER) at the Border Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,israel-military-aid,cosponsor,S. 3210,2023-11-02,"Israel Security Supplemental Appropriations Act, 2024"
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,cosponsor,S. 4652,2024-07-10,Firearms Interstate Commerce Reform Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,cosponsor,SJRES. 93,2024-06-05,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Commerce relating to ""Revision of Firearms License Requirements""."
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,cosponsor,SJRES. 83,2024-05-15,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Alcohol, Tobacco, Firearms, and Explosives relating to ""Definition of 'Engaged in the Business' as a Dealer in Firearms""."
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,israel-military-aid,cosponsor,S. 4337,2024-05-15,Israel Security Assistance Support Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,israel-military-aid,cosponsor,SRES. 682,2024-05-09,A resolution condemning the decision by the Biden Administration to halt the shipment of United States made ammunition and weapons to the State of Israel.
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,cosponsor,S. 3531,2023-12-14,Protect American Gun Exporters Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,border-security,cosponsor,S. 3187,2023-11-01,Southern Border Transparency Act of 2023
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,israel-military-aid,cosponsor,S. 3168,2023-10-30,Israel Supplemental Appropriations Act of 2023
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,border-security,cosponsor,S. 2824,2023-09-14,Secure the Border Act of 2023
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,cosponsor,S. 1680,2023-05-18,Gun Owner Registration Information Protection Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,border-security,cosponsor,SJRES. 25,2023-04-25,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to ""Adverse Effect Wage Rate Methodology for the Temporary Employment of H-2A Nonimmigrants in Non-Range Occupations in the United States""."
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,cosponsor,S. 3812,2024-02-27,FIREARM Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,border-security,cosponsor,S. 3708,2024-01-31,A bill to reprogram Federal funds appropriated for UNRWA to construct the southwest border wall and to prohibit future funding for UNRWA.
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,border-security,cosponsor,S. 1192,2023-04-19,Stop Fentanyl Border Crossings Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,border-security,cosponsor,SRES. 166,2023-04-20,A resolution honoring the efforts of the Coast Guard for excellence in maritime border security.
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,border-security,cosponsor,S. 1312,2023-04-26,Securing our Border Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,L000571,gun-policy,cosponsor,S. 741,2023-03-09,Traveler's Gun Rights Act
