politician_id,full_name,topic_key,verdict,on_axis,off_axis,non_operative,best_role,best_bill,best_introduced,best_title
808ab926-365f-4b8a-a42e-628f11ecc48e,Marsha Blackburn,israel-military-aid,settleable,6,2,9,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
85d27350-e1b6-45b8-aee3-509ca88c5af4,Mark Warner,border-security,off-axis-only,0,2,0,,,,
85d27350-e1b6-45b8-aee3-509ca88c5af4,Mark Warner,gun-policy,settleable,4,3,1,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
85d27350-e1b6-45b8-aee3-509ca88c5af4,Mark Warner,israel-military-aid,off-axis-only,0,1,3,,,,
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,border-security,settleable,2,3,2,sponsor,S. 3702,2026-01-27,Dignity for Detained Immigrants Act
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,gun-policy,settleable,8,32,6,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
872f60a5-7ded-473b-87a8-a904d6ca4d6e,Cory Booker,israel-military-aid,off-axis-only,0,1,4,,,,
88c06231-8e34-43ff-befb-8868b44383e6,Kevin Cramer,border-security,settleable,1,8,2,cosponsor,S. 2824,2023-09-14,Secure the Border Act of 2023
88c06231-8e34-43ff-befb-8868b44383e6,Kevin Cramer,gun-policy,settleable,4,14,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
88c06231-8e34-43ff-befb-8868b44383e6,Kevin Cramer,israel-military-aid,settleable,3,2,8,cosponsor,S. 5303,2024-11-13,Stand with Israel Act
8a27a8b7-88b4-4f79-bbcf-d1d0e70d4032,Adam B. Schiff,border-security,settleable,2,2,1,cosponsor,S. 3702,2026-01-27,Dignity for Detained Immigrants Act
8a27a8b7-88b4-4f79-bbcf-d1d0e70d4032,Adam B. Schiff,israel-military-aid,off-axis-only,0,6,6,,,,
8cffe7a0-b56c-42fe-adbf-f57d63589973,Tim Kaine,border-security,off-axis-only,0,2,0,,,,
8cffe7a0-b56c-42fe-adbf-f57d63589973,Tim Kaine,gun-policy,settleable,6,10,5,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
8cffe7a0-b56c-42fe-adbf-f57d63589973,Tim Kaine,israel-military-aid,off-axis-only,0,3,6,,,,
91f87a53-13bc-4d35-b3c8-49227ae80faa,Catherine Cortez Masto,border-security,settleable,2,8,2,sponsor,S. 1965,2025-06-05,Protect Vulnerable Immigrant Youth Act
91f87a53-13bc-4d35-b3c8-49227ae80faa,Catherine Cortez Masto,gun-policy,settleable,3,2,1,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
91f87a53-13bc-4d35-b3c8-49227ae80faa,Catherine Cortez Masto,israel-military-aid,off-axis-only,0,1,4,,,,
9a41971c-1e38-41b8-a6ec-bec6055a00b3,James Risch,border-security,settleable,2,6,2,cosponsor,S. 112,2025-01-16,Make the Migrant Protection Protocols Mandatory Act of 2025
9a41971c-1e38-41b8-a6ec-bec6055a00b3,James Risch,gun-policy,settleable,4,14,3,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
9a41971c-1e38-41b8-a6ec-bec6055a00b3,James Risch,israel-military-aid,settleable,4,1,5,sponsor,S. 1521,2025-04-30,Stand with Israel Act
9a9874ab-159f-4ffb-b88e-f058df02d5fa,Peter Welch,border-security,settleable,4,4,0,cosponsor,S. 3702,2026-01-27,Dignity for Detained Immigrants Act
9a9874ab-159f-4ffb-b88e-f058df02d5fa,Peter Welch,gun-policy,settleable,7,15,5,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
9a9874ab-159f-4ffb-b88e-f058df02d5fa,Peter Welch,israel-military-aid,settleable,13,0,4,sponsor,SRES. 797,2026-06-24,A resolution requesting information on Israel's human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.
9df12eb2-bc9a-4083-8004-1af4167342ea,Roger Marshall,border-security,settleable,2,3,2,cosponsor,S. 2905,2023-09-21,No Asylum for CCP Spies Act
9df12eb2-bc9a-4083-8004-1af4167342ea,Roger Marshall,gun-policy,settleable,5,11,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
9df12eb2-bc9a-4083-8004-1af4167342ea,Roger Marshall,israel-military-aid,settleable,6,0,3,sponsor,S. 3210,2023-11-02,"Israel Security Supplemental Appropriations Act, 2024"
a8017fcc-f4c0-4b7d-a0fa-9d76ea3d56f6,Tina Smith,border-security,settleable,1,0,0,cosponsor,S. 1885,2023-09-11,Protect Vulnerable Immigrant Youth Act
a8017fcc-f4c0-4b7d-a0fa-9d76ea3d56f6,Tina Smith,gun-policy,settleable,5,7,1,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
a8017fcc-f4c0-4b7d-a0fa-9d76ea3d56f6,Tina Smith,israel-military-aid,non-operative-only,0,0,2,,,,
a8bda21a-a5ca-4c15-9612-10fad5d5c9d6,Ted Cruz,border-security,settleable,3,12,3,sponsor,S. 2824,2023-09-14,Secure the Border Act of 2023
a8bda21a-a5ca-4c15-9612-10fad5d5c9d6,Ted Cruz,gun-policy,settleable,4,4,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
a8bda21a-a5ca-4c15-9612-10fad5d5c9d6,Ted Cruz,israel-military-aid,settleable,4,2,8,cosponsor,S. 4337,2024-05-15,Israel Security Assistance Support Act
a97678bc-8844-4560-87b1-5ef4f8013d96,Dan Sullivan,border-security,settleable,1,4,1,cosponsor,S. 2824,2023-09-29,Secure the Border Act of 2023
a97678bc-8844-4560-87b1-5ef4f8013d96,Dan Sullivan,gun-policy,settleable,4,2,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
a97678bc-8844-4560-87b1-5ef4f8013d96,Dan Sullivan,israel-military-aid,settleable,3,2,9,cosponsor,S. 5303,2024-11-13,Stand with Israel Act
abbe5ec0-94fb-4230-bc7c-4b890e4e6387,Alan Armstrong,border-security,no-lead,0,0,0,,,,
abbe5ec0-94fb-4230-bc7c-4b890e4e6387,Alan Armstrong,gun-policy,no-lead,0,0,0,,,,
abbe5ec0-94fb-4230-bc7c-4b890e4e6387,Alan Armstrong,israel-military-aid,no-lead,0,0,0,,,,
ac7faadb-52c2-4e13-9073-3a607a4f8e57,Tammy Baldwin,border-security,off-axis-only,0,2,0,,,,
ac7faadb-52c2-4e13-9073-3a607a4f8e57,Tammy Baldwin,gun-policy,settleable,6,7,4,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
ac7faadb-52c2-4e13-9073-3a607a4f8e57,Tammy Baldwin,israel-military-aid,non-operative-only,0,0,3,,,,
af01a7ec-9318-4862-ba78-553e5908182c,Chuck Schumer,border-security,off-axis-only,0,2,0,,,,
af01a7ec-9318-4862-ba78-553e5908182c,Chuck Schumer,gun-policy,settleable,4,8,1,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
af01a7ec-9318-4862-ba78-553e5908182c,Chuck Schumer,israel-military-aid,non-operative-only,0,0,3,,,,
afd8d31b-9f88-4eb9-8a88-46e5ef914267,Jack Reed,border-security,no-lead,0,0,0,,,,
afd8d31b-9f88-4eb9-8a88-46e5ef914267,Jack Reed,gun-policy,settleable,7,20,3,sponsor,S. 3677,2024-01-25,A bill to permanently authorize the Undetectable Firearms Act of 1988.
afd8d31b-9f88-4eb9-8a88-46e5ef914267,Jack Reed,israel-military-aid,non-operative-only,0,0,1,,,,
b700099a-8cab-44b6-81b8-d678d646ae88,Christopher Murphy,border-security,off-axis-only,0,1,0,,,,
b700099a-8cab-44b6-81b8-d678d646ae88,Christopher Murphy,gun-policy,settleable,6,22,3,sponsor,S. 3214,2025-11-19,Background Check Expansion Act
b700099a-8cab-44b6-81b8-d678d646ae88,Christopher Murphy,israel-military-aid,non-operative-only,0,0,4,,,,
b87583fe-2348-4bf3-aba5-12f5f88d3606,John Curtis,border-security,off-axis-only,0,3,0,,,,
b87583fe-2348-4bf3-aba5-12f5f88d3606,John Curtis,gun-policy,settleable,4,4,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
b87583fe-2348-4bf3-aba5-12f5f88d3606,John Curtis,israel-military-aid,settleable,1,4,5,cosponsor,HR. 6118,2023-10-30,Stand with Israel Act
bd630c8f-14da-4149-b95c-6da7eddaab8f,Richard Blumenthal,border-security,off-axis-only,0,6,1,,,,
bd630c8f-14da-4149-b95c-6da7eddaab8f,Richard Blumenthal,gun-policy,settleable,8,34,4,sponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
bd630c8f-14da-4149-b95c-6da7eddaab8f,Richard Blumenthal,israel-military-aid,off-axis-only,0,2,6,,,,
c19c488e-ae48-4ed2-ba7c-3092b847c192,Sheldon Whitehouse,border-security,off-axis-only,0,2,1,,,,
c19c488e-ae48-4ed2-ba7c-3092b847c192,Sheldon Whitehouse,gun-policy,settleable,8,18,2,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
c19c488e-ae48-4ed2-ba7c-3092b847c192,Sheldon Whitehouse,israel-military-aid,non-operative-only,0,0,3,,,,
cc873a93-cb47-405a-93b0-bb2848fdd57e,Lisa Murkowski,border-security,settleable,1,1,0,cosponsor,S. 255,2023-05-15,Asylum Seeker Work Authorization Act of 2023
cc873a93-cb47-405a-93b0-bb2848fdd57e,Lisa Murkowski,gun-policy,settleable,1,1,0,cosponsor,SJRES. 83,2024-06-17,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Alcohol, Tobacco, Firearms, and Explosives relating to ""Definition of 'Engaged in the Business' as a Dealer in Firearms""."
cc873a93-cb47-405a-93b0-bb2848fdd57e,Lisa Murkowski,israel-military-aid,settleable,1,2,4,cosponsor,SRES. 682,2024-05-09,A resolution condemning the decision by the Biden Administration to halt the shipment of United States made ammunition and weapons to the State of Israel.
d01ea902-317a-4a66-b346-8b29a91fcd25,Pete Ricketts,border-security,settleable,4,6,0,cosponsor,S. 348,2023-10-25,Asylum Abuse Reduction Act
d01ea902-317a-4a66-b346-8b29a91fcd25,Pete Ricketts,gun-policy,settleable,4,12,2,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
d01ea902-317a-4a66-b346-8b29a91fcd25,Pete Ricketts,israel-military-aid,settleable,5,2,8,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,border-security,settleable,2,8,1,cosponsor,S. 2824,2023-09-14,Secure the Border Act of 2023
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,gun-policy,settleable,4,10,2,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
d04b548f-8655-40f6-8d27-9989f473a828,Cynthia Lummis,israel-military-aid,settleable,6,0,4,cosponsor,S. 1521,2025-09-29,Stand with Israel Act
d53cbad2-d166-4f8d-87a2-f7e5ddc7a237,Roger Wicker,border-security,off-axis-only,0,3,2,,,,
d53cbad2-d166-4f8d-87a2-f7e5ddc7a237,Roger Wicker,gun-policy,settleable,4,4,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
d53cbad2-d166-4f8d-87a2-f7e5ddc7a237,Roger Wicker,israel-military-aid,settleable,2,1,5,cosponsor,S. 5303,2024-11-13,Stand with Israel Act
d5740b38-9b65-431a-9e33-645d432dec61,Jon Husted,border-security,no-lead,0,0,0,,,,
d5740b38-9b65-431a-9e33-645d432dec61,Jon Husted,gun-policy,settleable,1,0,0,cosponsor,S. 65,2025-02-03,Constitutional Concealed Carry Reciprocity Act of 2025
d5740b38-9b65-431a-9e33-645d432dec61,Jon Husted,israel-military-aid,non-operative-only,0,0,1,,,,
dc92c805-4734-4d4b-8ceb-597e59b0e268,Mazie Hirono,border-security,off-axis-only,0,4,2,,,,
dc92c805-4734-4d4b-8ceb-597e59b0e268,Mazie Hirono,gun-policy,settleable,7,28,6,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
dc92c805-4734-4d4b-8ceb-597e59b0e268,Mazie Hirono,israel-military-aid,non-operative-only,0,0,4,,,,
dd08c9de-076d-40ee-ab27-9298bbb72d1a,Elizabeth Warren,border-security,settleable,3,3,2,cosponsor,S. 3702,2026-01-27,Dignity for Detained Immigrants Act
dd08c9de-076d-40ee-ab27-9298bbb72d1a,Elizabeth Warren,gun-policy,settleable,7,24,0,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
dd08c9de-076d-40ee-ab27-9298bbb72d1a,Elizabeth Warren,israel-military-aid,non-operative-only,0,0,2,,,,
dd5d3f6d-fc82-4774-b510-287ec47cbd84,Chuck Grassley,border-security,settleable,3,4,0,cosponsor,S. 2824,2023-09-14,Secure the Border Act of 2023
dd5d3f6d-fc82-4774-b510-287ec47cbd84,Chuck Grassley,gun-policy,settleable,6,5,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
dd5d3f6d-fc82-4774-b510-287ec47cbd84,Chuck Grassley,israel-military-aid,settleable,2,2,7,cosponsor,S. 5303,2024-11-13,Stand with Israel Act
e3a590be-1816-46bc-98f0-6a911dec9d9d,Jacky Rosen,border-security,settleable,1,3,1,cosponsor,S. 1965,2025-06-05,Protect Vulnerable Immigrant Youth Act
e3a590be-1816-46bc-98f0-6a911dec9d9d,Jacky Rosen,gun-policy,settleable,4,2,1,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
e3a590be-1816-46bc-98f0-6a911dec9d9d,Jacky Rosen,israel-military-aid,settleable,1,4,9,cosponsor,S. 2216,2025-07-09,"Weapons Resupply, Stockpile, and Alliance–Israel Act"
e4b27d5e-59de-4e71-a8a7-28e7b9a80807,John Barrasso,border-security,settleable,2,3,1,cosponsor,S. 2824,2023-09-14,Secure the Border Act of 2023
e4b27d5e-59de-4e71-a8a7-28e7b9a80807,John Barrasso,gun-policy,settleable,4,3,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
e4b27d5e-59de-4e71-a8a7-28e7b9a80807,John Barrasso,israel-military-aid,settleable,4,1,8,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
e6596b34-8d9f-4593-bf0c-4fe7fc17cd26,John Hoeven,border-security,settleable,1,4,2,cosponsor,S. 2824,2023-09-14,Secure the Border Act of 2023
e6596b34-8d9f-4593-bf0c-4fe7fc17cd26,John Hoeven,gun-policy,settleable,4,10,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
e6596b34-8d9f-4593-bf0c-4fe7fc17cd26,John Hoeven,israel-military-aid,settleable,4,4,7,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
e7c985f0-7804-485e-8ad7-8e71c0129a00,Andy Kim,border-security,settleable,1,2,0,cosponsor,S. 3702,2026-01-27,Dignity for Detained Immigrants Act
e7c985f0-7804-485e-8ad7-8e71c0129a00,Andy Kim,gun-policy,settleable,6,18,2,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
e7c985f0-7804-485e-8ad7-8e71c0129a00,Andy Kim,israel-military-aid,off-axis-only,0,2,6,,,,
e89abbed-b93c-4a07-a1b1-fe33060ebec7,John Fetterman,border-security,non-operative-only,0,0,1,,,,
e89abbed-b93c-4a07-a1b1-fe33060ebec7,John Fetterman,gun-policy,settleable,5,8,2,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
e89abbed-b93c-4a07-a1b1-fe33060ebec7,John Fetterman,israel-military-aid,off-axis-only,0,2,4,,,,
eaab08fa-c93d-44de-ad8e-06275658dddc,Chris Coons,border-security,off-axis-only,0,1,0,,,,
eaab08fa-c93d-44de-ad8e-06275658dddc,Chris Coons,gun-policy,settleable,6,7,1,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
eaab08fa-c93d-44de-ad8e-06275658dddc,Chris Coons,israel-military-aid,off-axis-only,0,1,5,,,,
ebe10065-0025-46e5-897e-7a81e4c77ecf,Elissa Slotkin,border-security,off-axis-only,0,3,0,,,,
ebe10065-0025-46e5-897e-7a81e4c77ecf,Elissa Slotkin,gun-policy,settleable,4,5,2,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
ebe10065-0025-46e5-897e-7a81e4c77ecf,Elissa Slotkin,israel-military-aid,off-axis-only,0,3,7,,,,
ec0aeea4-afb2-46b1-be2c-c226188cfbaa,Maggie Hassan,border-security,off-axis-only,0,9,0,,,,
ec0aeea4-afb2-46b1-be2c-c226188cfbaa,Maggie Hassan,gun-policy,settleable,4,0,1,cosponsor,S. 3214,2025-11-19,Background Check Expansion Act
ec0aeea4-afb2-46b1-be2c-c226188cfbaa,Maggie Hassan,israel-military-aid,off-axis-only,0,1,3,,,,
eff33c8a-38f6-421f-a8de-24518c52d650,Bill Cassidy,border-security,settleable,1,8,2,cosponsor,S. 348,2023-02-09,Asylum Abuse Reduction Act
eff33c8a-38f6-421f-a8de-24518c52d650,Bill Cassidy,gun-policy,settleable,4,13,1,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
eff33c8a-38f6-421f-a8de-24518c52d650,Bill Cassidy,israel-military-aid,settleable,2,0,8,cosponsor,S. 5303,2024-11-13,Stand with Israel Act
f1271c9d-fad4-4e1e-9c22-e6e2333a8a3e,Thom Tillis,border-security,settleable,3,9,3,cosponsor,S. 112,2025-01-16,Make the Migrant Protection Protocols Mandatory Act of 2025
f1271c9d-fad4-4e1e-9c22-e6e2333a8a3e,Thom Tillis,gun-policy,settleable,4,7,0,cosponsor,S. 65,2025-01-09,Constitutional Concealed Carry Reciprocity Act of 2025
f1271c9d-fad4-4e1e-9c22-e6e2333a8a3e,Thom Tillis,israel-military-aid,settleable,4,0,9,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
f6c97c43-41e3-45ae-bdaa-c339f2e6ed4d,Ashley Moody,border-security,settleable,1,1,0,cosponsor,S. 286,2025-10-14,Stop Human Trafficking of Unaccompanied Migrant Children Act of 2025
f6c97c43-41e3-45ae-bdaa-c339f2e6ed4d,Ashley Moody,gun-policy,settleable,1,1,0,cosponsor,S. 65,2025-10-14,Constitutional Concealed Carry Reciprocity Act of 2025
f6c97c43-41e3-45ae-bdaa-c339f2e6ed4d,Ashley Moody,israel-military-aid,settleable,1,1,1,cosponsor,S. 1521,2025-04-30,Stand with Israel Act
f8d6555b-faea-4746-b8d8-27c41e08f4c4,Mitch McConnell,border-security,settleable,1,1,0,cosponsor,S. 2824,2023-09-14,Secure the Border Act of 2023
f8d6555b-faea-4746-b8d8-27c41e08f4c4,Mitch McConnell,gun-policy,settleable,3,0,0,cosponsor,SJRES. 83,2024-05-15,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Alcohol, Tobacco, Firearms, and Explosives relating to ""Definition of 'Engaged in the Business' as a Dealer in Firearms""."
f8d6555b-faea-4746-b8d8-27c41e08f4c4,Mitch McConnell,israel-military-aid,settleable,1,0,4,cosponsor,SRES. 682,2024-05-09,A resolution condemning the decision by the Biden Administration to halt the shipment of United States made ammunition and weapons to the State of Israel.
f9abc9e1-e1d5-4cd9-9983-a403dc94a5fc,Lisa Blunt Rochester,border-security,non-operative-only,0,0,1,,,,
f9abc9e1-e1d5-4cd9-9983-a403dc94a5fc,Lisa Blunt Rochester,gun-policy,settleable,5,5,4,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
f9abc9e1-e1d5-4cd9-9983-a403dc94a5fc,Lisa Blunt Rochester,israel-military-aid,non-operative-only,0,0,3,,,,
faf86b5b-5add-4afb-a8e2-96b3e8be4b78,Edward J. Markey,border-security,settleable,2,4,2,cosponsor,S. 3702,2026-01-27,Dignity for Detained Immigrants Act
faf86b5b-5add-4afb-a8e2-96b3e8be4b78,Edward J. Markey,gun-policy,settleable,7,23,3,cosponsor,S. 3458,2025-12-11,Background Check Completion Act of 2025
faf86b5b-5add-4afb-a8e2-96b3e8be4b78,Edward J. Markey,israel-military-aid,off-axis-only,0,2,5,,,,
ffe3816f-4923-4e10-b71c-8b2590a8f377,John Kennedy,border-security,settleable,1,4,2,cosponsor,S. 2824,2023-09-14,Secure the Border Act of 2023
ffe3816f-4923-4e10-b71c-8b2590a8f377,John Kennedy,gun-policy,settleable,5,1,0,sponsor,S. 827,2023-03-15,"A bill to provide that no Federal funds may be used to implement, administer, or enforce the rule of the Department of Justice entitled ""Factoring Criteria for Firearms with Attached 'Stabilizing Braces'""."
ffe3816f-4923-4e10-b71c-8b2590a8f377,John Kennedy,israel-military-aid,settleable,3,0,5,cosponsor,S. 5303,2024-11-13,Stand with Israel Act
