politician_name,office_title,committee_name,external_id,decision,reason
"Gregory Porter","State Representative","Gregory W. Porter for State Representative District 96","3546","confirm","lastName ""Porter"" in committee name with signal word"
"Gregory Steuerwald","State Representative","Steuerwald for State Rep.","5559","confirm","lastName ""Steuerwald"" in committee name with signal word"
"Gregory Taylor","State Senator","Greg Taylor for State Senate Committee","5688","confirm","lastName ""Taylor"" in committee name with signal word"
"Harold Slager","Indiana Elected Official","Committee to Elect Hal Slager","6234","confirm","lastName ""Slager"" in committee name with signal word"
"Heath Natter","Indiana Elected Official","Committee to Elect Heath VanNatter","5759","confirm","lastName ""Natter"" in committee name with signal word"
"Heather Bline","Indiana Elected Official","Heather for Hoosiers","7363","reject","lastName ""Bline"" not found in committee name"
"Heather Carie","Indiana Elected Official","Citizens for Heather Carie","7623","confirm","lastName ""Carie"" in committee name with signal word"
"Heather Mccarthy","Indiana Elected Official","Committee to Elect Heather McCarthy","7885","confirm","lastName ""Mccarthy"" in committee name with signal word"
"Heather Oake","State Representative","Heather Oake for State Representative","7561","confirm","lastName ""Oake"" in committee name with signal word"
"Heidi Beidinger","Indiana Elected Official","Heidi For Indiana","7740","reject","lastName ""Beidinger"" not found in committee name"
"Heidi Burnett","Indiana Elected Official","Heidi for Indiana","7853","reject","lastName ""Burnett"" not found in committee name"
"Holli Sullivan","Indiana Elected Official","Committee to Elect Holli Sullivan","6604","confirm","lastName ""Sullivan"" in committee name with signal word"
"Hollie Payton","Indiana Elected Official","Hollie Payton for IN","7841","confirm","lastName ""Payton"" in committee name with signal word"
"Howard Kenley","Indiana Elected Official","ELECT LUKE KENLEY","4227","confirm","lastName ""Kenley"" in committee name with signal word"
"Humberto Prado","Indiana Elected Official","Committee to Elect Humberto Prado","7993","confirm","lastName ""Prado"" in committee name with signal word"
"Hunter Collins","Indiana Elected Official","Friends of Hunter Collins","8040","ambiguous","lastName ""Collins"" in committee name but no signal word found"
"Hunter Smith","Indiana Elected Official","Hunter Smith For Indiana","7843","confirm","lastName ""Smith"" in committee name with signal word"
"Ian Gamroth","Indiana Elected Official","Friends of Ian Gamroth","7329","ambiguous","lastName ""Gamroth"" in committee name but no signal word found"
"Ivan Ursery","Indiana Elected Official","Committee to Elect Ivan Ursery II","7903","confirm","lastName ""Ursery"" in committee name with signal word"
"J Davisson","State Representative","J. DAVISSON FOR STATE REPRESENTATIVE","7571","confirm","lastName ""Davisson"" in committee name with signal word"
"Jack Jordan","Indiana Elected Official","Friends of Jack Jordan","6715","ambiguous","lastName ""Jordan"" in committee name but no signal word found"
"Jack Sandlin","State Senator","Sandlin for Senate","6729","confirm","lastName ""Sandlin"" in committee name with signal word"
"Jacob Teshka","Indiana Elected Official","Committee to Elect Jake Teshka","7330","confirm","lastName ""Teshka"" in committee name with signal word"
"Jacqueline Grubbs","State Representative","Friends of Jackie Bright Grubbs for Indiana State Representative","7563","confirm","lastName ""Grubbs"" in committee name with signal word"
"Jada Burton","Indiana Elected Official","Friends of Jada Burton","7695","ambiguous","lastName ""Burton"" in committee name but no signal word found"
"James Atterholt","Indiana Elected Official","Committee to Elect Jim Atterholt","4378","confirm","lastName ""Atterholt"" in committee name with signal word"
"James Baker","Indiana Elected Official","Friends of Jim Baker","7873","ambiguous","lastName ""Baker"" in committee name but no signal word found"
"James Buck","Indiana Elected Official","Citizens for Buck","3844","confirm","lastName ""Buck"" in committee name with signal word"
"James Ford","Indiana Elected Official","Friends to Elect JD Ford","6499","confirm","lastName ""Ford"" in committee name with signal word"
"James Hass","State Representative","Hass for State Representative Committee","7404","confirm","lastName ""Hass"" in committee name with signal word"
"James Hopper","State Representative","Hopper for State Representative","7326","confirm","lastName ""Hopper"" in committee name with signal word"
"James Lietz","Indiana Elected Official","Citizens for Jim Lietz","7980","confirm","lastName ""Lietz"" in committee name with signal word"
"James Lucas","Indiana Elected Official","Friends of Jim Lucas","5914","ambiguous","lastName ""Lucas"" in committee name but no signal word found"
"James Mcclure","Indiana Elected Official","McClure for Indiana","7943","confirm","lastName ""Mcclure"" in committee name with signal word"
"James Merritt","Indiana Elected Official","CITIZENS FOR MERRITT","3255","confirm","lastName ""Merritt"" in committee name with signal word"
"James Morgan","State Senator","Jim Morgan for Indiana Senate 31","7467","confirm","lastName ""Morgan"" in committee name with signal word"
"James Peters","Indiana Elected Official","James Peters for Congress","7294","confirm","lastName ""Peters"" in committee name with signal word"
"James Phillips","State Representative","Watermelon Jim for State Representative","7944","reject","lastName ""Phillips"" not found in committee name"
"James Pressel","Indiana Elected Official","Friends of Jim Pressel","6752","ambiguous","lastName ""Pressel"" in committee name but no signal word found"
"James Schenke","Indiana Elected Official","Jim4Indiana","7923","reject","lastName ""Schenke"" not found in committee name"
"James Tomes","Indiana Elected Official","Committee to Elect Jim Tomes","4950","confirm","lastName ""Tomes"" in committee name with signal word"
"James Vick","Indiana Elected Official","Committee to Elect Mike Vick","7306","confirm","lastName ""Vick"" in committee name with signal word"
"James White","Indiana Elected Official","People For White","7737","confirm","lastName ""White"" in committee name with signal word"
"James Zimmerman","Indiana Elected Official","Alex Zimmerman for Indiana","7805","confirm","lastName ""Zimmerman"" in committee name with signal word"
"Jamie Reitenour","Indiana Elected Official","Jamie Reitenour for Indiana","7711","confirm","lastName ""Reitenour"" in committee name with signal word"
"Jason Applegate","Indiana Elected Official","Applegate For Office","7857","confirm","lastName ""Applegate"" in committee name with signal word"
"Jason Baird","Indiana Elected Official","Committee to Elect Beau Baird","7146","confirm","lastName ""Baird"" in committee name with signal word"
"Jason Eicholtz","Indiana Elected Official","Jason For Office","7413","reject","lastName ""Eicholtz"" not found in committee name"
"Jason Fletcher","State Senator","Fletcher for Senate","7256","confirm","lastName ""Fletcher"" in committee name with signal word"
"Jason Hart","Indiana Elected Official","Commitee to Elect Jay Hart to District 58","7344","confirm","lastName ""Hart"" in committee name with signal word"
"Jason Salstrom","Indiana Elected Official","Hoosiers for Local Control","7670","reject","lastName ""Salstrom"" not found in committee name"
"Jaxon Chance","Indiana Elected Official","Friends of Jack Chance","8050","ambiguous","lastName ""Chance"" in committee name but no signal word found"
"Jean Breaux","Indiana Elected Official","Breaux for Indiana","5522","confirm","lastName ""Breaux"" in committee name with signal word"
"Jean Leising","State Senator","Jean Leising for State Senate","5609","confirm","lastName ""Leising"" in committee name with signal word"
"Jeff Gormong","Indiana Elected Official","Committee To Elect Jeff Gormong","7280","confirm","lastName ""Gormong"" in committee name with signal word"
"Jeffery Larson","Indiana Elected Official","Committee To Elect Jeff Larson","7692","confirm","lastName ""Larson"" in committee name with signal word"
"Jeffery Prewitt","State Representative","Prewitt for State Representative Committee","7408","confirm","lastName ""Prewitt"" in committee name with signal word"
"Jeffrey Ellington","Indiana Elected Official","Friends of Jeff Ellington","6767","ambiguous","lastName ""Ellington"" in committee name but no signal word found"
"Jeffrey Embry","State Representative","Jeff Embry for State Representative District 54","6837","confirm","lastName ""Embry"" in committee name with signal word"
"Jeffrey Hill`","Indiana Elected Official","Citizens to Elect Jeff Hill","7738","reject","lastName ""Hill`"" not found in committee name"
"Jeffrey Maurer","Indiana Elected Official","MAURER FOR INDIANA","7532","confirm","lastName ""Maurer"" in committee name with signal word"
"Jeffrey Raatz","State Senator","Raatz for Indiana State Senate Committee","6553","confirm","lastName ""Raatz"" in committee name with signal word"
"Jeffrey Thompson","Indiana Elected Official","CITIZENS FOR JEFF THOMPSON","4383","confirm","lastName ""Thompson"" in committee name with signal word"
"Jeffrey Wible","Indiana Elected Official","Wible for Indiana","7246","confirm","lastName ""Wible"" in committee name with signal word"
"Jenifer Bass-patino","Indiana Elected Official","Committee to Elect Jen Bass-Patino","7721","confirm","lastName ""Bass-patino"" in committee name with signal word"
"Jennifer David","Indiana Elected Official","Jennifer David for Hoosiers","7936","confirm","lastName ""David"" in committee name with signal word"
"Jennifer Mccormick","Governor","McCormick for Governor","6797","confirm","lastName ""Mccormick"" in committee name with signal word"
"Jennifer Meltzer","Indiana Elected Official","Meltzer for Indiana","7566","confirm","lastName ""Meltzer"" in committee name with signal word"
"Jesse Kharbanda","Indiana Elected Official","JK All the Way","6793","reject","lastName ""Kharbanda"" not found in committee name"
"Jessica Mcclellan","Indiana Elected Official","Friends of Jessica McClellan","7719","ambiguous","lastName ""Mcclellan"" in committee name but no signal word found"
"Jessica Mccormick","State Senator","McCormick for Indiana Senate","7997","confirm","lastName ""Mccormick"" in committee name with signal word"
"Jessica Renslow","Indiana Elected Official","Friends of Jessica Renslow","7024","ambiguous","lastName ""Renslow"" in committee name but no signal word found"
"Jestin Coler","Indiana Elected Official","Hoosiers for Change","7668","reject","lastName ""Coler"" not found in committee name"
"Joanna King","Indiana Elected Official","Joanna King for the People","6711","confirm","lastName ""King"" in committee name with signal word"
"Jocelyn Vare","Indiana Elected Official","FRIENDS OF JOCELYN VARE","7569","ambiguous","lastName ""Vare"" in committee name but no signal word found"
"Joel Florek","Indiana Elected Official","Friends of Joel Florek","7972","ambiguous","lastName ""Florek"" in committee name but no signal word found"
"Joel Levi","Indiana Elected Official","Joel Levi For Indiana","7786","confirm","lastName ""Levi"" in committee name with signal word"
"Joellyn Mayer","Indiana Elected Official","Vote Joey","7685","reject","lastName ""Mayer"" not found in committee name"
"Johannes Poulard","State Senator","Johannes Poulard for State Senate District 4","7605","confirm","lastName ""Poulard"" in committee name with signal word"
"John Bartlett","Indiana Elected Official","John L Bartlett House 95 Committee","5600","confirm","lastName ""Bartlett"" in committee name with signal word"
"John Clay","Indiana Elected Official","Philip Clay for Indiana","7856","confirm","lastName ""Clay"" in committee name with signal word"
"John Colburn","Indiana Elected Official","Committee to Elect John D Colburn","7508","confirm","lastName ""Colburn"" in committee name with signal word"
"John Crane","Indiana Elected Official","Crane for Indiana Committee","6774","confirm","lastName ""Crane"" in committee name with signal word"
"John Fernandez","Mayor","Friends of Mayor Fernandez","4669","ambiguous","lastName ""Fernandez"" in committee name but no signal word found"
"John Gaylor","Indiana Elected Official","Friends 4 JR Gaylor","7357","ambiguous","lastName ""Gaylor"" in committee name but no signal word found"
"John Gregg","Indiana Elected Official","Gregg for Indiana","6174","confirm","lastName ""Gregg"" in committee name with signal word"
"John Hurley","Indiana Elected Official","Hoosiers 4 Hurley","7000","ambiguous","lastName ""Hurley"" in committee name but no signal word found"
"John Jacob","State Senator","John Jacob for State Senator","7313","confirm","lastName ""Jacob"" in committee name with signal word"
"John Lee","Council Member","John Lee for State Representative","7526","confirm","lastName ""Lee"" in committee name with signal word"
"John Moton","Indiana Elected Official","Friends of John Moton","7613","ambiguous","lastName ""Moton"" in committee name but no signal word found"
"John Prescott","State Representative","J.D. Prescott for State Representative","7090","confirm","lastName ""Prescott"" in committee name with signal word"
"John Ruckelshaus","Indiana Elected Official","Hoosiers for Ruckelshaus","6828","confirm","lastName ""Ruckelshaus"" in committee name with signal word"
"John Schmitz","Indiana Elected Official","SchmitzHouse97","7399","ambiguous","lastName ""Schmitz"" in committee name but no signal word found"
"John Stoffel","Indiana Elected Official","Friends of John Stoffel","7325","ambiguous","lastName ""Stoffel"" in committee name but no signal word found"
"John Walter","Indiana Elected Official","CTE Jack for the 15th","7986","reject","lastName ""Walter"" not found in committee name"
"John Westercamp","Indiana Elected Official","Friends of John Westercamp, LLC","7220","ambiguous","lastName ""Westercamp"" in committee name but no signal word found"
"John Young","Indiana Elected Official","Committee to Elect John T. Young","6822","confirm","lastName ""Young"" in committee name with signal word"
"John Zody","Indiana Elected Official","John Zody for Indiana","7290","confirm","lastName ""Zody"" in committee name with signal word"
"Johnny Nugent","Indiana Elected Official","JOHNNY NUGENT VICTORY TEAM","668","ambiguous","lastName ""Nugent"" in committee name but no signal word found"
"Jonathan Ford","Indiana Elected Official","Committee to Elect Jon Ford","6503","confirm","lastName ""Ford"" in committee name with signal word"
"Jonathan Weinzapfel","Indiana Elected Official","Weinzapfel for Indiana","7303","confirm","lastName ""Weinzapfel"" in committee name with signal word"
"Jordan Davis","Indiana Elected Official","Citizens for Jordan A. Davis","7625","confirm","lastName ""Davis"" in committee name with signal word"
"Jordan Nienaber","Indiana Elected Official","Jordan Nienaber for House District 90","7397","confirm","lastName ""Nienaber"" in committee name with signal word"
"Jorge Fernandez","Indiana Elected Official","Citizens for Fernandez","6757","confirm","lastName ""Fernandez"" in committee name with signal word"
"Joseph Batic","Indiana Elected Official","Committee to Elect Joe Batic","7887","confirm","lastName ""Batic"" in committee name with signal word"
"Joseph Lehman","State Representative","Lehman for State Representative Committee","7407","confirm","lastName ""Lehman"" in committee name with signal word"
"Joseph Sturm","Indiana Elected Official","SturmforIndianaHouse41","7902","confirm","lastName ""Sturm"" in committee name with signal word"
"Joseph Swisher","Indiana Elected Official","Committee to Elect Popo Joe","7718","reject","lastName ""Swisher"" not found in committee name"
"Josh Owens","Governor","Josh Owens for Governor","7274","confirm","lastName ""Owens"" in committee name with signal word"
"Josh Vergiels","Indiana Elected Official","Committee to Elect Josh Vergiels","7701","confirm","lastName ""Vergiels"" in committee name with signal word"
"Joshua Gillmore","State Representative","Josh Gillmore For IN State Representative 54","7688","confirm","lastName ""Gillmore"" in committee name with signal word"
"Joshua Lowry","Indiana Elected Official","Lowry for Indiana","7733","confirm","lastName ""Lowry"" in committee name with signal word"
"Juanita Albright","Indiana Elected Official","Albright for Indiana","8132","confirm","lastName ""Albright"" in committee name with signal word"
"Judy Rowe","State Representative","Judy Rowe For State Rep","7942","confirm","lastName ""Rowe"" in committee name with signal word"
"Juli Dominguez","Indiana Elected Official","Dominguez for 16","6914","confirm","lastName ""Dominguez"" in committee name with signal word"
"Julie Mcguire","State Representative","Julie McGuire for State Representative","7632","confirm","lastName ""Mcguire"" in committee name with signal word"
"Julie Olthoff","Indiana Elected Official","Voters for Julie Olthoff","6603","confirm","lastName ""Olthoff"" in committee name with signal word"
"Julie Snider","Indiana Elected Official","Committee to Elect Julie Snider","7323","confirm","lastName ""Snider"" in committee name with signal word"
"Justin Busch","Indiana Elected Official","Friends of Justin Busch","7253","ambiguous","lastName ""Busch"" in committee name but no signal word found"
"Justin Moed","Indiana House of Representatives - District 97","Neighbors for Justin Moed","6283","confirm","lastName ""Moed"" in committee name with signal word"
"Justin Oakley","Indiana Elected Official","Justin Oakley 2012","6230","ambiguous","lastName ""Oakley"" in committee name but no signal word found"
"Kacey Blundell","Indiana Elected Official","Committee to Elect Kacey Blundell","8095","confirm","lastName ""Blundell"" in committee name with signal word"
"Karen Engleman","State Representative","Committee to Elect Karen Engleman State Representative District 70","6865","confirm","lastName ""Engleman"" in committee name with signal word"
"Karen Tallian","State Senator","Tallian for Senate Election Committee","5301","confirm","lastName ""Tallian"" in committee name with signal word"
"Karen Whitney","Indiana Elected Official","Committee To Elect Karen Whitney","7893","confirm","lastName ""Whitney"" in committee name with signal word"
"Karl Knable","Indiana Elected Official","Committee to Elect Karl Knable","7727","confirm","lastName ""Knable"" in committee name with signal word"
"Karla Owens","State Senator","Karla Lopez Owens for State Senate District 46","7556","confirm","lastName ""Owens"" in committee name with signal word"
"Katherine Kritsch","State Senator","Kat for Senate District 26","7673","reject","lastName ""Kritsch"" not found in committee name"
"Katherine Rybak","Indiana Elected Official","Committee to Elect Rybak","7552","confirm","lastName ""Rybak"" in committee name with signal word"
"Kathleen Forte","Indiana Elected Official","Forte for Southern Indiana","7706","confirm","lastName ""Forte"" in committee name with signal word"
"Kathleen Thorpe","Indiana Elected Official","Kathy Thorpe for Indiana","7745","confirm","lastName ""Thorpe"" in committee name with signal word"
"Kathryn Zoucha","Indiana Elected Official","Zoucha for Indiana","6913","confirm","lastName ""Zoucha"" in committee name with signal word"
"Katrina Hardwick","Indiana Elected Official","Kat Hardwick for Indiana","7432","confirm","lastName ""Hardwick"" in committee name with signal word"
"Katrina Owens","Indiana Elected Official","Committee to Elect Katrina Owens","7929","confirm","lastName ""Owens"" in committee name with signal word"
"Keegan Damron","Indiana Elected Official","Keegan For Indiana","7396","reject","lastName ""Damron"" not found in committee name"
"Keely Butrum","Indiana Elected Official","Citizens for Keely Butrum","7850","confirm","lastName ""Butrum"" in committee name with signal word"
"Keil Roark","Indiana Elected Official","Keil Roark For Indiana","7614","confirm","lastName ""Roark"" in committee name with signal word"
"Keirsh Cochran","Indiana Elected Official","Hoosiers for Cochran","7806","confirm","lastName ""Cochran"" in committee name with signal word"
"Kellie Streeter","Indiana Elected Official","Streeter for Indiana","7897","confirm","lastName ""Streeter"" in committee name with signal word"
"Kelly Mitchell","Indiana Elected Official","Kelly for Indiana","6537","reject","lastName ""Mitchell"" not found in committee name"
"Kelly Thompson","Indiana Elected Official","KELLY FOR INDIANA 22","7381","reject","lastName ""Thompson"" not found in committee name"
"Kendell Culp","Indiana Elected Official","ELECT KENDELL CULP","7560","confirm","lastName ""Culp"" in committee name with signal word"
"Kenneth Lave","Indiana Elected Official","Sending Jasen Lave To The Indiana State House 2020","7227","ambiguous","lastName ""Lave"" in committee name but no signal word found"
"Kent Abernathy","Indiana Elected Official","Friends of Kent Abernathy","7588","ambiguous","lastName ""Abernathy"" in committee name but no signal word found"
"Kent Yeager","Indiana Elected Official","Yeager for 70","7437","confirm","lastName ""Yeager"" in committee name with signal word"
"Kerry Thomson","City Mayor","","","ambiguous","no committee name in notes"
"Kevin Boehnlein","State Senator","Kevin Boehnlein for State Senate","7512","confirm","lastName ""Boehnlein"" in committee name with signal word"
"Kevin Goodman","Indiana Elected Official","Committee to Elect Kevin Goodman 2022","7536","confirm","lastName ""Goodman"" in committee name with signal word"
"Kevin Mahan","State Representative","Committee to Elect Kevin Mahan State Representative","5926","confirm","lastName ""Mahan"" in committee name with signal word"
"Kevin Mandrell","Indiana Elected Official","Mandrell for Indiana","7899","confirm","lastName ""Mandrell"" in committee name with signal word"
"Kevin Short","Indiana Elected Official","Short Committee","7401","confirm","lastName ""Short"" in committee name with signal word"
"Kristi Risk","Indiana Elected Official","Friends of Kristi Risk","8117","ambiguous","lastName ""Risk"" in committee name but no signal word found"
"Kristin Jones","/Marion City/County Council - District 18","Kristin Jones For Indianapolis","7579","confirm","lastName ""Jones"" in committee name with signal word"
"Kurtis Cummings","Indiana Elected Official","Kurtis For Indiana","7609","reject","lastName ""Cummings"" not found in committee name"
"Kyle Conrad","Secretary of State","COMMITTEE TO ELECT CONRAD SECRETARY OF STATE","7500","confirm","lastName ""Conrad"" in committee name with signal word"
"Kyle Miller","Indiana Elected Official","Friends of Kyle Miller","7030","ambiguous","lastName ""Miller"" in committee name but no signal word found"
"Kyle Pierce","Indiana Elected Official","Pierce for Indiana","7398","confirm","lastName ""Pierce"" in committee name with signal word"
"Kyle Thele","State Representative","Kyle Thele For State Representative","7900","confirm","lastName ""Thele"" in committee name with signal word"
"Kyle Walker","Indiana Elected Official","WALKER FOR INDIANA","7458","confirm","lastName ""Walker"" in committee name with signal word"
"La Jackson","State Senator","Jackson for Senate","7973","confirm","lastName ""Jackson"" in committee name with signal word"
"Lana Keesling","Indiana Elected Official","Friends of Lana  Keesling","7548","ambiguous","lastName ""Keesling"" in committee name but no signal word found"
"Lasima Packett","Indiana Elected Official","Friends of Packett for the People","8097","confirm","lastName ""Packett"" in committee name with signal word"
"Laura Alerding","State Representative","Laura Alerding For State Rep 29","7825","confirm","lastName ""Alerding"" in committee name with signal word"
"Laura Davis","Indiana Elected Official","Friends of Michelle Davis","7341","ambiguous","lastName ""Davis"" in committee name but no signal word found"
"Laura Fred-smith","State Senator","Laura For Senate","7320","reject","lastName ""Fred-smith"" not found in committee name"
"Lauren Bell","Indiana Elected Official","Patriots for Lauren","8055","reject","lastName ""Bell"" not found in committee name"
"Lauri Shillings","Indiana Elected Official","Lauri for Liberty","8039","reject","lastName ""Shillings"" not found in committee name"
"Leah Mcgrath","Indiana Elected Official","Friends of Leah McGrath","7301","ambiguous","lastName ""Mcgrath"" in committee name but no signal word found"
"Leslie Dallner","Indiana Elected Official","COMMITTEE TO ELECT LESLIE DALLNER","7990","confirm","lastName ""Dallner"" in committee name with signal word"
"Leslie Nuss","Indiana Elected Official","Committee to Elect Leslie Nuss","7908","confirm","lastName ""Nuss"" in committee name with signal word"
"Linda Lawson","Indiana Elected Official","Lawson for Indiana","7423","confirm","lastName ""Lawson"" in committee name with signal word"
"Linda Rogers","State Senator","Linda Rogers for State Senate","6971","confirm","lastName ""Rogers"" in committee name with signal word"
"Lindsay Gramlich","Indiana Elected Official","Our Community for Lindsay Gramlich","8107","confirm","lastName ""Gramlich"" in committee name with signal word"
"Lindsay Patterson","Indiana Elected Official","Lindsay Patterson Campaign","7653","confirm","lastName ""Patterson"" in committee name with signal word"
"Lisa Barker","Indiana Elected Official","Barker For Hoosiers","7907","confirm","lastName ""Barker"" in committee name with signal word"
"Lisa Beck","Indiana Elected Official","Citizens to Elect Lisa Beck","7007","confirm","lastName ""Beck"" in committee name with signal word"
"Logan Patberg","Indiana Elected Official","Patberg For Indiana","8053","confirm","lastName ""Patberg"" in committee name with signal word"
"Lonnie Randolph","Indiana Elected Official","Committee to Elect Attorney Lonnie M. Randolph","5719","confirm","lastName ""Randolph"" in committee name with signal word"
"Loretta Barnes","Indiana Elected Official","Committee to Elect Loretta Barnes","7431","confirm","lastName ""Barnes"" in committee name with signal word"
"Loretta Rush","Indiana Elected Official","COMMITTEE TO RETAIN LORETTA H RUSH","8009","confirm","lastName ""Rush"" in committee name with signal word"
"Lori Goss-reaves","Indiana Elected Official","Friends of Lori Goss-Reaves","7797","ambiguous","lastName ""Goss-reaves"" in committee name but no signal word found"
"Lorissa Sweet","Indiana Elected Official","Friends of Lorissa Sweet","7578","ambiguous","lastName ""Sweet"" in committee name but no signal word found"
"Luke Bohm","Indiana Elected Official","Bohm for Indiana","7346","confirm","lastName ""Bohm"" in committee name with signal word"
"Luke Campbell","Indiana Elected Official","Luke Campbell for Indiana","7601","confirm","lastName ""Campbell"" in committee name with signal word"
"Manuel Maldonado","Indiana Elected Official","Committee to Elect Manuel Maldonado","7645","confirm","lastName ""Maldonado"" in committee name with signal word"
"Mara Reardon","Indiana Elected Official","Citizens for Mara Candelaria Reardon","5378","confirm","lastName ""Reardon"" in committee name with signal word"
"Maria Yuquilima","Indiana Elected Official","Hoosiers for Yuquilima","8073","confirm","lastName ""Yuquilima"" in committee name with signal word"
"Mark Back","Indiana Elected Official","Back for Indiana","7012","confirm","lastName ""Back"" in committee name with signal word"
"Mark Bacon","Indiana Elected Official","Committee to Elect Mark Bacon","7040","confirm","lastName ""Bacon"" in committee name with signal word"
"Mark Cox","State Representative","Mark Cox for State Representative","7328","confirm","lastName ""Cox"" in committee name with signal word"
"Mark Genda","Indiana Elected Official","Friends of Mark Genda","7648","ambiguous","lastName ""Genda"" in committee name but no signal word found"
"Mark Hinton","Indiana Elected Official","Friends of Mark Hinton","7022","ambiguous","lastName ""Hinton"" in committee name but no signal word found"
"Mark Lyons","State Representative","Andy Lyons for State Representative District 31","7663","confirm","lastName ""Lyons"" in committee name with signal word"
"Mark Massa","Indiana Elected Official","COMMITTEE TO RETAIN MARK S MASSA","8008","confirm","lastName ""Massa"" in committee name with signal word"
"Mark Messmer","U.S. House of Representatives - Indiana 8th Congressional District","Markmessmer.com","5545","ambiguous","lastName ""Messmer"" in committee name but no signal word found"
"Mark Pierce","Indiana Elected Official","Citizens for Mark Pierce","7678","confirm","lastName ""Pierce"" in committee name with signal word"
"Mark Spelbring","Indiana Elected Official","Committee to Elect Mark Spelbring","7731","confirm","lastName ""Spelbring"" in committee name with signal word"
"Mark Spencer","State Senator","Committee to Elect Mark Spencer for Senate","7931","confirm","lastName ""Spencer"" in committee name with signal word"
"Mark Stoops","Indiana Elected Official","Committee to Elect Mark Stoops","6446","confirm","lastName ""Stoops"" in committee name with signal word"
"Marlena Edmondson","Indiana Elected Official","Edmondson For Indiana","8116","confirm","lastName ""Edmondson"" in committee name with signal word"
"Martha Lemert","Indiana Elected Official","Martha M Lemert for Indiana","7131","confirm","lastName ""Lemert"" in committee name with signal word"
"Martin Carbaugh","Indiana Elected Official","VoteCarbaugh.com","6271","ambiguous","lastName ""Carbaugh"" in committee name but no signal word found"
"Martin Rio","Indiana Elected Official","Martin Del Rio for Indiana","7610","confirm","lastName ""Rio"" in committee name with signal word"
"Marvin Layne","Indiana Elected Official","Layne for Indiana","7801","confirm","lastName ""Layne"" in committee name with signal word"
"Matthew Commons","Indiana Elected Official","Committee to Elect Matt Commons","7795","confirm","lastName ""Commons"" in committee name with signal word"
"Matthew Hostettler","Indiana Elected Official","Friends of Matt Hostettler","7032","ambiguous","lastName ""Hostettler"" in committee name but no signal word found"
"Matthew Lehman","State Representative","Matt Lehman for State Representative","5693","confirm","lastName ""Lehman"" in committee name with signal word"
"Matthew Mcnally","Indiana Elected Official","McNally For Indiana","7741","confirm","lastName ""Mcnally"" in committee name with signal word"
"Matthew Miller","State Representative","Matt Miller For State Rep","7568","confirm","lastName ""Miller"" in committee name with signal word"
"Matthew Whetstone","Indiana Elected Official","Friends of Matt Whetstone","7679","ambiguous","lastName ""Whetstone"" in committee name but no signal word found"
"Maureen Bauer","State Representative","Maureen Bauer for State Representative","7359","confirm","lastName ""Bauer"" in committee name with signal word"
"Maya Brown","Indiana Elected Official","Maya on the Move For District 3","7901","reject","lastName ""Brown"" not found in committee name"
"Meghan Carver","State Representative","Meghan Carver for State Representative","7565","confirm","lastName ""Carver"" in committee name with signal word"
"Melanie Wright","State Senator","Committee to Elect Melanie Wright State Senate District 26","6296","confirm","lastName ""Wright"" in committee name with signal word"
"Melinda Fountain","Indiana Elected Official","Committee to Elect Melinda Fountain","7646","confirm","lastName ""Fountain"" in committee name with signal word"
"Melinda Griesemer","Indiana Elected Official","Melinda Griesemer for Indiana","7657","confirm","lastName ""Griesemer"" in committee name with signal word"
"Melissa Kauffman","Indiana Elected Official","Kauffman For Indiana","7976","confirm","lastName ""Kauffman"" in committee name with signal word"
"Melissa Meltzer","State Representative","Melissa Meltzer for State Representative","7596","confirm","lastName ""Meltzer"" in committee name with signal word"
"Melissa Rinehart","Indiana Elected Official","Friends of Melissa Rinehart","7541","ambiguous","lastName ""Rinehart"" in committee name but no signal word found"
"Michael Aylesworth","Indiana Elected Official","Committee to Elect Michael Aylesworth","6606","confirm","lastName ""Aylesworth"" in committee name with signal word"
"Michael Bienz","Indiana Elected Official","Friends of Michael Bienz","7352","ambiguous","lastName ""Bienz"" in committee name but no signal word found"
"Michael Braun","Indiana Elected Official","MIKE BRAUN FOR INDIANA, INC.","7771","confirm","lastName ""Braun"" in committee name with signal word"
"Michael Crider`","Indiana Elected Official","Citizens for Crider","6221","reject","lastName ""Crider`"" not found in committee name"
"Michael Gaskill","Indiana Elected Official","Mike Gaskill for Indiana","7057","confirm","lastName ""Gaskill"" in committee name with signal word"
"Michael Griffin","State Senator","CTE Michael W. Griffin to the INDIANA STATE SENATE District 1","7634","ambiguous","lastName ""Griffin"" in committee name but no signal word found"
"Michael Karickhoff","Indiana Elected Official","Friends for Karickhoff","5924","confirm","lastName ""Karickhoff"" in committee name with signal word"
"Michael Katcher","Indiana Elected Official","Committee To Elect Michael Katcher","7935","confirm","lastName ""Katcher"" in committee name with signal word"
"Michael Lovely","Indiana Elected Official","Lovely for Indiana","7365","confirm","lastName ""Lovely"" in committee name with signal word"
"Michael Pence","Indiana Elected Official","Mike Pence for Indiana","6171","confirm","lastName ""Pence"" in committee name with signal word"
"Michael Potter","Indiana Elected Official","Friends of Michael Potter","7928","ambiguous","lastName ""Potter"" in committee name but no signal word found"
"Michael Ripley","Indiana Elected Official","Friends for Mike Ripley","4053","confirm","lastName ""Ripley"" in committee name with signal word"
"Michael Speedy","Indiana Elected Official","Friends For Mike Speedy","5913","confirm","lastName ""Speedy"" in committee name with signal word"
