office_id,politician_id,full_name,current_title,proposed_title,source,confidence,evidence
5cc08113-a69e-492c-9308-73e50976393b,8b98d8e9-c41c-4722-80de-3bc5192656ee,Travis Holdman,Indiana Elected Official,(none),unresolved,none,(committee: Hoosiers for Holdman | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
3da9b350-0d41-4296-bd0c-0db916addc43,cbcdbf6f-1d25-4abe-8d25-0760510b25a0,Thomas Horrocks,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Thomas Horrocks | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
ea48c369-6847-49ba-8cc1-4ae822fdeb55,fb9b5604-3963-49de-bed7-3150903c146a,Scott Houldieson,Indiana Elected Official,(none),unresolved,none,(committee: Committee To Elect Scott Houldieson | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
6ba5d81c-4b34-487f-82e7-a5822af3c500,3c59f3a3-9843-4505-8f18-8a997321e3e8,John Hurley,Indiana Elected Official,(none),unresolved,none,(committee: Hoosiers 4 Hurley | notes head: Auto-discovered from Indiana 2023 contribution data. Committ)
87f9eff4-e837-4091-8651-2f33458cbc05,ffad238e-8c3b-44b7-94c9-9aeb2d82cc4a,Tammari Ingalls,Indiana Elected Official,(none),unresolved,none,(committee: Ingalls for Indiana | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
5deffdb8-81b4-4785-862b-43bea9f75b98,c68d71a3-1ed0-4f20-804e-8d39fe0930e9,Andrew Ireland,Indiana Elected Official,(none),unresolved,none,(committee: Ireland for Indiana Inc. | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
c31300b7-28fb-418d-a95e-2013acbf39e2,8598210b-f0f0-4b8e-a61b-ad45abf981d0,Christopher Jeter,Indiana Elected Official,(none),unresolved,none,(committee: Jeter for Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
7c1e40ad-e17d-40cf-a813-c7bcb4754254,162def26-1875-44f6-8f46-1ac8128ead01,Tyler Johnson,Indiana Elected Official,(none),unresolved,none,(committee: Vote Dr Johnson | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
edb12b94-9f92-49a9-b150-9e860a389c6f,281098fa-1722-4d5d-89eb-9d190975d248,Thomas Jones,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Tom Jones | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
7b74c1e6-1b21-4bd1-80f1-928e82b002f5,9c4aa310-5706-42e8-b3f1-b5dee9b6f6fa,Michael Karickhoff,Indiana Elected Official,(none),unresolved,none,(committee: Friends for Karickhoff | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
834785ef-6c94-444d-ae99-6f2af68688d9,47b9fa38-12f6-4b13-8868-13f470f79de1,Michael Katcher,Indiana Elected Official,(none),unresolved,none,(committee: Committee To Elect Michael Katcher | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
3dc65667-6812-4a0e-9509-977abb38867b,7eb64d2a-2e0a-477e-b3fd-50c26809838c,Coumba Kebe,Indiana Elected Official,(none),unresolved,none,(committee: Kebe For Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
b1a09184-f820-47ef-ab1d-786b0cced1c9,54e5d484-7470-4057-8b4b-9a716c3744fe,Lana Keesling,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Lana  Keesling | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
d3d6e2c8-4e90-435c-aa3a-e307c3be89c7,15d7efa7-cf0e-40f1-a867-bd692fe5f855,Brittany Kloer,Indiana Elected Official,(none),unresolved,none,(committee: Brittany Kloer for Education and Agriculture | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
05dde422-631a-4f1a-8aba-f65e01a33f69,f333e446-1237-48f2-ae71-95a1f43cf08c,Tera Klutz,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Tera Klutz | notes head: Auto-discovered from Indiana 2023 contribution data. Committ)
0ab03a45-9ca0-47a7-a26f-bb89348f61bb,150f9f11-38c0-4bbe-90b3-906116a3c72d,Karl Knable,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Karl Knable | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
da8593c1-feec-4878-9f1e-5efaf1d21062,b803b7fb-41d5-4962-ad01-73fc861b2352,Greg Knott,Indiana Elected Official,(none),unresolved,none,(committee: Hoosiers For Knott | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
195a70b9-10bb-4372-ab5f-eb19a28c7e36,c4e35129-c551-40d6-909c-5d548b8d1f4a,Ryan Kominakis,Indiana Elected Official,(none),unresolved,none,(committee: Ryan Kominakis for Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
cfb85970-d707-4baf-a403-8e911703a28d,d95c87a9-e530-49a3-98d7-32a51e0f2223,Adam Krupp,Indiana Elected Official,(none),unresolved,none,(committee: Hoosiers for Adam Krupp | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
d7cd199a-d0d6-49ae-9609-0b5c6071bd19,4a56e65f-a9a9-4092-bc60-2a29e3b98390,Jeffery Larson,Indiana Elected Official,(none),unresolved,none,(committee: Committee To Elect Jeff Larson | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
620d4c80-b99d-4ef3-a090-607b08c7eee2,f48abb35-52e6-4cd0-bdfc-a56f8c337817,Marvin Layne,Indiana Elected Official,(none),unresolved,none,(committee: Layne for Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
14b5ae90-b484-4b7a-be5b-155e48301215,caf631f5-7fb2-4562-af76-844aadd4fdb3,Donald Lehe,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Don Lehe | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
f6bc6caa-be16-41eb-b138-6e984fc536b3,c378f185-ea54-4d96-a7bc-a7fd5c99be2a,Martha Lemert,Indiana Elected Official,(none),unresolved,none,(committee: Martha M Lemert for Indiana | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
14a18667-75b5-490c-ba4b-4ff5d46bb286,aee30e8b-9243-479a-80f4-a35f870a55dc,Daniel Leonard,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Dan Leonard | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
df816a18-12c7-4d2c-877a-f2f65a79ce9f,37562039-c90f-40a5-842f-ce4799984931,James Lietz,Indiana Elected Official,(none),unresolved,none,(committee: Citizens for Jim Lietz | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
32fd0c0d-76e5-4444-b5bf-239ed5fb3201,ed2a8708-c453-4ff2-8f44-7b86a5515722,Shane Lindauer,Indiana Elected Official,(none),unresolved,none,(committee: shanelindauer.com | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
3b2ec599-87c8-405f-9611-be01d93d1ce8,a6eb5709-281d-4d35-8619-df6c968e79a2,Michael Lovely,Indiana Elected Official,(none),unresolved,none,(committee: Lovely for Indiana | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
0a01a254-252c-4110-9ca8-4108a77205f8,114d44d9-7008-4679-88a4-ff6f3476c86f,Joshua Lowry,Indiana Elected Official,(none),unresolved,none,(committee: Lowry for Indiana | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
3138c3f1-8186-4434-bfd2-0368c10b6500,94ad7e9c-9184-4bf5-b573-90cd9f908529,James Lucas,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Jim Lucas | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
bc2e9ee6-aba8-4073-98fc-8af547ae29ec,f6e6b1f6-b91b-4ff2-81c0-600e8e1dc886,Manuel Maldonado,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Manuel Maldonado | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
43cd8524-c68f-4777-8e59-a4b89eeece78,99e7f3ea-5004-4d67-b891-3d00b7ddc20e,Kevin Mandrell,Indiana Elected Official,(none),unresolved,none,(committee: Mandrell for Indiana | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
2219064e-d0e7-4e8d-92e0-70dc21d9972c,d4ad4055-1374-4cf8-b4fe-5777ef5ddccf,Victoria Martz,Indiana Elected Official,(none),unresolved,none,(committee: Election Committee for Victoria C. Martz | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
899dfe15-5d4c-4e80-9aad-21389a433306,24bf07f9-d6ee-4dbb-9f4d-924eb3130dc7,Mark Massa,Indiana Elected Official,(none),unresolved,none,(committee: COMMITTEE TO RETAIN MARK S MASSA | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
43e36232-4096-4e31-aa92-6ad0cd689b97,5e9ddc9e-4068-4fee-8712-26295f263a29,Jeffrey Maurer,Indiana Elected Official,(none),unresolved,none,(committee: MAURER FOR INDIANA | notes head: Auto-discovered from Indiana 2023 contribution data. Committ)
a2de391d-17f5-47c8-bb68-79356326d341,40f29051-ef2a-4d16-9078-8b62382edbb8,Randall Mccallister,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect McCallister | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
0410546b-6537-4a07-902a-004a1894093f,fd6d08d1-c771-4bf1-bd93-68c65e0e8fe5,Leah Mcgrath,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Leah McGrath | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
3e972f1f-e317-428e-9343-23966d7e6fe3,79d98ed9-7e52-4ca6-81a3-a564ff48a5c0,Matthew Mcnally,Indiana Elected Official,(none),unresolved,none,(committee: McNally For Indiana | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
37cc952f-cbbc-430f-9e13-44bc79da8534,743110e2-69fc-4a64-9105-e20857b9d7e0,Andrew Mcneil,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Andrew McNeil | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
6d78496b-831c-4891-a34c-389f889c22a4,9c6a1b85-af9f-47aa-aa0f-46b332108ef9,Ron Meer,Indiana Elected Official,(none),unresolved,none,(committee: Citizens To Elect Meer | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
88165c05-0797-4781-8e76-aa2ddcd606c9,32fbb733-d65c-457b-8ef0-f52e1701d284,Kyle Miller,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Kyle Miller | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
d8f7e0ae-ea4e-4c73-be0a-9dbc424ecd28,6c29f85c-b568-40c5-8805-b205a815773a,Rob Miller,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Rob Miller | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
3d248da2-76ca-4842-a4f3-948d595c38d3,50f26964-e294-49cb-951a-48a61772ff86,Derek Molter,Indiana Elected Official,(none),unresolved,none,(committee: COMMITTEE TO RETAIN DEREK R MOLTER | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
a830553a-38e0-407b-877d-116cade60076,38f33c5e-38b9-4d3e-bcec-268c689429e2,John Moton,Indiana Elected Official,(none),unresolved,none,(committee: Friends of John Moton | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
755b7550-b435-4abe-b23a-36068d681bfd,b97a8b8c-c0ae-4ff6-84c8-91dd6d726781,Bryan Mu�oz,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Bryan Mu�oz | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
9247915f-84e1-44bb-b4af-c4fa0b614fb2,9044faa7-78d0-4783-8ba9-431a30ff35bc,Heath Natter,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Heath VanNatter | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
c2bc400c-b72c-440a-9d8f-2e23eceb31e8,bd1326ca-76ba-4d38-9032-108b1b37b05c,Barbara Neihouser,Indiana Elected Official,(none),unresolved,none,(committee: Neihouser For Indiana | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
1283eddd-c74f-4662-8745-cbf9ed838eb7,338b6bc2-e3d8-42db-9ae8-f2aba2cbd563,Amie Neiling,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Amie Neiling | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
0e1ffef1-228e-4a18-a2a3-60e660496d89,838ac326-9eeb-491b-92dd-e67da14999cb,Elise Nieshalla,Indiana Elected Official,(none),unresolved,none,(committee: Friends for Elise Nieshalla | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
085df86c-4bd0-4038-b9a1-c5556cca2c4c,30975434-3159-40d0-8268-2d450613721a,Paul Nix,Indiana Elected Official,(none),unresolved,none,(committee: Nix4Indiana Campaign Committee | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
21260ab6-e3c7-4d0f-8ecf-c178581cb490,5a5a854e-6cdb-4ffe-b648-c8c049f7a845,Randall Novak,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Randy Novak | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
b97180d2-62bc-426c-851e-473654cda051,b08e941b-a858-4ebf-9448-dd23a904fc07,Johnny Nugent,Indiana Elected Official,(none),unresolved,none,(committee: JOHNNY NUGENT VICTORY TEAM | notes head: Auto-discovered from Indiana 2021 contribution data. Committ)
692158d4-b34f-4f57-be84-bd4f68092303,f99fd6d5-48c1-44c0-83cb-013bf86b7600,Leslie Nuss,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Leslie Nuss | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
0333ab5e-204e-4b38-95cb-07eb13a76b7c,7d45288e-cd01-4fc8-9e28-666d21aa66de,Justin Oakley,Indiana Elected Official,(none),unresolved,none,(committee: Justin Oakley 2012 | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
c1921614-9db5-433d-b286-abe74ffc3f8f,befd0035-e611-4d14-9da9-227156bb2c10,Julie Olthoff,Indiana Elected Official,(none),unresolved,none,(committee: Voters for Julie Olthoff | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
81338fd9-195d-4b79-95ce-d015814d0b40,57a61f49-006c-4c8f-926b-42fedd87f235,Eric Orr,Indiana Elected Official,(none),unresolved,none,(committee: Eric Orr Committee | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
a4cef6ab-d5fb-4982-8810-c7dd110b23b7,c3b085bb-58c5-4cce-a8e3-4db3da3a106d,Lasima Packett,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Packett for the People | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
527f9263-1ee3-4c0f-a103-d6bd403fd997,fd9ed04c-840e-4687-9971-40b39178980a,Logan Patberg,Indiana Elected Official,(none),unresolved,none,(committee: Patberg For Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
a08292fe-2fdc-41b2-82d7-a662eee07c74,f1df1219-a804-4943-9c98-ae2371a42663,Tonda Pauley,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Tonda Pauley | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
5a07b8dc-5b4c-4e5e-9b1c-2165b01a8053,47dce837-cf0b-4904-97c5-606f73af2fca,Hollie Payton,Indiana Elected Official,(none),unresolved,none,(committee: Hollie Payton for IN | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
e86a9bcd-b46f-4808-bff8-68dad4311df9,59c190f2-380f-44a9-8398-f94913d1bf15,Greg Peete,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Greg Peete | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
ee3c1cec-5170-407d-8a0e-0b9c494ae3fa,3da375d2-9f8b-4742-b802-0f150363328f,Veronica Pejril,Indiana Elected Official,(none),unresolved,none,(committee: Friends to Elect Veronica Pejril | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
d1ca075a-a267-43e4-add2-32238f1247e3,f99b2967-b6b7-423e-b1c6-a003f7c19e48,Nannett Polk,Indiana Elected Official,(none),unresolved,none,(committee: The Committee to Elect Nan Polk | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
8c5501b1-1a56-4618-a87f-4f5f355b53e9,1631b301-b7c8-4994-b8b3-592ec7cb262c,Robert Pope,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Robert Pope | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
f67d7531-a3c7-4079-8f80-d0ae72ebbe07,eefa2730-6f67-436f-81ee-11fc82658695,Humberto Prado,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Humberto Prado | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
e7c84cf6-d1f7-42a0-8ad1-d7b1f27f775d,5dd4fa3d-3348-4158-8d77-3b804c095a18,Cherrish Pryor,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Cherrish Pryor | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
84ccce71-56bc-4d2d-a98c-822a23b50ebb,d921ed4b-4285-45a8-9d6c-fd6ae10347ea,Timothy Radice,Indiana Elected Official,(none),unresolved,none,(committee: Citizens for Tim Radice | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
8f01fb8d-9746-47e8-af76-b0c924052e12,294f8019-f046-462d-a139-0fb06fa254d0,Mara Reardon,Indiana Elected Official,(none),unresolved,none,(committee: Citizens for Mara Candelaria Reardon | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
8cc2c254-ad93-4207-aabe-cf844b13f3d9,118f374c-0d75-4da5-9f50-2af9f874ec00,Jessica Renslow,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Jessica Renslow | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
dca35230-aad5-4e8b-884b-a9bc06b82383,dafee102-7e2c-445f-97f6-21c5d0d852d0,Tom Rhoades,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Tom Rhoades | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
46b09d19-d241-4028-88fa-23bad8559703,043776fa-4f9c-4b9e-ab33-6119b75c10d8,Morgan Rigg,Indiana Elected Official,(none),unresolved,none,(committee: Rigg For Liberty | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
1ecf4928-8db6-4648-90a2-266740ebe60d,a2df03d9-9208-4ab0-84a7-ab5f544eba08,Michael Ripley,Indiana Elected Official,(none),unresolved,none,(committee: Friends for Mike Ripley | notes head: Auto-discovered from Indiana 2021 contribution data. Committ)
0766532e-02af-4ee8-b085-0a1912864947,283b1fdd-3d89-4f82-a065-098324f2f967,Keil Roark,Indiana Elected Official,(none),unresolved,none,(committee: Keil Roark For Indiana | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
a99044df-8577-4594-99c6-7ad4dd6ef0f7,bd99314f-03da-4450-942a-415b347cf0b1,Robert Lee Compton,Indiana Elected Official,(none),unresolved,none,(committee: Compton for Progress | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
1a68cc3e-a456-4f81-9177-ff54841af7e6,9165bb5a-f72d-4074-860b-67b665f0b597,Theodore Rokita,Indiana Elected Official,(none),unresolved,none,(committee: Todd Rokita Election Committee | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
54850306-73a6-441f-a179-ae32f1c9920c,6af62df1-dad7-4941-8f1c-817c339d9eb0,Ronald Carlomon Saunders,Indiana Elected Official,(none),unresolved,none,(committee: Saunders for Indiana | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
14a6e65b-8db4-4f55-8ea9-92223a37dd90,e565fee9-df19-4484-ab3e-5d3f39a43f2a,Richard Rouser,Indiana Elected Official,(none),unresolved,none,(committee: Rick Rouser for District 23 | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
a3ef91eb-da91-4923-9b6a-cb9906f2b269,d9ca3eac-f51d-4d1a-b7ae-df5249459d24,Elizabeth Rowray,Indiana Elected Official,(none),unresolved,none,(committee: Elizabeth Rowray for Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
9c09ea97-865a-4215-b70e-3e5ddd57a3c4,0a8ab4bc-ec37-48e2-b526-3aa8bf204a03,Ryan Royer,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Ryan Royer | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
7b47bc10-9d5d-49a7-bfc8-6689ceae7486,3de28e27-f1e7-4cc2-81c3-3aff502b4c37,Loretta Rush,Indiana Elected Official,(none),unresolved,none,(committee: COMMITTEE TO RETAIN LORETTA H RUSH | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
65300995-10bb-4b3b-aca8-48a1088fc341,403b2e0e-4d70-4f28-ae9b-1132f0954fdd,Katherine Rybak,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Rybak | notes head: Auto-discovered from Indiana 2023 contribution data. Committ)
0368f293-d8f6-4b39-8941-23c763ed358c,53bdc7cb-9a96-40bc-9b69-583f66554328,Alex Sabol,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Alex Sabol | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
3e890f53-b099-4f60-9c87-0796cfa98bd8,0180028f-1097-43ea-92b2-eff6514c4f5c,Brian Savilla,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Brian Savilla | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
29bf491e-c486-4e1b-bf24-b476472f9e9a,82bb4a77-7067-474f-a442-0b6c65988323,Daryl Schmitt,Indiana Elected Official,(none),unresolved,none,(committee: Daryl Schmitt for Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
ece0266a-ea3f-4b54-973b-3efa01ccdf6e,8872aa5d-7760-4b76-97b7-879eed8ad6b2,John Schmitz,Indiana Elected Official,(none),unresolved,none,(committee: SchmitzHouse97 | notes head: Auto-discovered from Indiana 2023 contribution data. Committ)
33e04111-0181-4ca5-bc34-23bcfbe5f669,0ab98f60-21d1-4597-a49a-f055d7f9a682,Peter Seat,Indiana Elected Official,(none),unresolved,none,(committee: People for Pete Seat | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
edd0f290-ef54-477b-8a79-2e7e79dc22e2,d65bdc25-683b-4634-9a4a-baed9e69a9c1,Sean Selby,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Sean Selby | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
b73e7ef3-cb78-43f0-8228-87f2db9ae08e,cb7dfd3e-5a22-496d-ab31-35886688e1b2,Rhonda Sharp,Indiana Elected Official,(none),unresolved,none,(committee: RHONDA SHARP FOR INDIANA | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
bc772c66-903a-418f-84ca-e4f2cd93cbb2,521a35a8-d4d5-4b2e-98e4-3cacd552a9ae,Evan Shearin,Indiana Elected Official,(none),unresolved,none,(committee: Evan Shearin for Indiana | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
d4331237-7b01-4587-84e8-6c1a09e72d73,2fe6fbb1-6d6e-4066-9c16-a2529302fe5c,Eric Shotwell,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Eric Shotwell | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
83fadc55-d3fa-409e-8e4b-37e497e78074,9ec580af-69f4-48c9-9623-48152c7c0826,Nicholas Siler,Indiana Elected Official,(none),unresolved,none,(committee: Nick Siler for Southern Indiana | notes head: Auto-discovered from Indiana 2021 contribution data. Committ)
80a11fe2-3208-4211-8a72-805fba3a6a26,98255886-e292-47e7-bfd1-8bfe760bb460,Harold Slager,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Hal Slager | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
74b9c649-89e1-402e-bb9b-a41d46bc10d5,452300b4-c6da-4866-be08-7462421673f1,Hunter Smith,Indiana Elected Official,(none),unresolved,none,(committee: Hunter Smith For Indiana | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
1dd85edc-a150-46f8-a6e2-1d1c65187177,f7ce3630-e883-42cd-9848-96af81f6a69b,Todd Smith,Indiana Elected Official,(none),unresolved,none,(committee: Todd Smith for Indiana | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
073800ae-114b-464d-9481-8d57792dce39,6c52f78a-51c2-4b1f-b91d-a0c9451f5cc2,Vernon Smith,Indiana Elected Official,(none),unresolved,none,(committee: COMMITTEE TO ELECT DR. VERNON G. SMITH ST. REP. | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
ee523eed-9700-4137-9df7-8c5ac1fe7919,afa59144-d3bb-4627-ab11-a8577458c56a,Julie Snider,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Julie Snider | notes head: Auto-discovered from Indiana 2021 contribution data. Committ)
582a090a-f727-476d-8108-39d0d15a1cd1,79bb9e5a-a74a-44ef-a1c4-5b956ad36e5e,Edmond Soliday,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Ed Soliday Committee | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
c4ea099d-c808-4fa7-8db5-035a85bc49b4,c92d6bc5-d59d-42da-a750-b0244a33c035,Michael Speedy,Indiana Elected Official,(none),unresolved,none,(committee: Friends For Mike Speedy | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
96876981-5144-4512-91d9-a33385a62551,2245b567-b64e-4124-b76e-4b6250420539,Paula Staley,Indiana Elected Official,(none),unresolved,none,(committee: Paula Staley For the People for a change | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
fa4fe289-ba2f-4a20-8efb-c517ad726cad,6611aa3d-b5f6-49f7-9869-3ab7e21cb816,John Stoffel,Indiana Elected Official,(none),unresolved,none,(committee: Friends of John Stoffel | notes head: Auto-discovered from Indiana 2020 contribution data. Committ)
172e0bb1-f38c-4df7-8a25-623485a6f06d,ebd339e5-0b0a-4b54-9f32-fd2954098566,Tiffany Stoner,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Tiffany Stoner | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
d446b4b3-f0d0-46cb-933d-8d8df492663a,844129ec-8370-4024-8674-8294db8571ea,Nathaniel Stout,Indiana Elected Official,(none),unresolved,none,(committee: Hoosiers to Elect Nate Stout | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
9569bc73-36bf-40e5-aa15-26b458e32442,65aadaef-c855-4fb7-907a-b7adae5d9559,Kellie Streeter,Indiana Elected Official,(none),unresolved,none,(committee: Streeter for Indiana | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
bc433b6d-50c1-4174-a307-ee3fbcbf0f82,250926de-90d5-42db-8844-d97b9e764545,Scott Strother,Indiana Elected Official,(none),unresolved,none,(committee: Strother 47 | notes head: Auto-discovered from Indiana 2022 contribution data. Committ)
e9e8c6fc-8611-4c99-a01f-00babce3a2b5,e1b9f3b9-44f9-4a6f-be56-39e9b58d4935,Joseph Sturm,Indiana Elected Official,(none),unresolved,none,(committee: SturmforIndianaHouse41 | notes head: Auto-discovered from Indiana 2024 contribution data. Committ)
d7b48d85-ee63-47fa-91eb-2dc5ee78f07f,5f3e294b-21b1-4f02-9d7e-acab821ecf77,Ethan Sweetland-may,Indiana Elected Official,(none),unresolved,none,(committee: Friends of Ethan Sweetland-May | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
482d327e-e01a-4aad-9c76-0358dec748b6,8339f52f-6e06-417e-9048-5913b114942c,Jacob Teshka,Indiana Elected Official,(none),unresolved,none,(committee: Committee to Elect Jake Teshka | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
744b8493-f0c9-4473-9a21-2587baa46d80,b01acc58-d051-4414-a115-95c054e3c9de,Michael Thompson,Indiana Elected Official,(none),unresolved,none,(committee: Patriots for Mike Thompson | notes head: Auto-discovered from Indiana 2025 contribution data. Committ)
