politician_id,topic_id,topic_key,value,reasoning,source_url
e44fdba7-5fd0-43c2-a125-c999b0a0bb97,d4f18138-a2e0-4110-b925-7387d9d0d16d,residential-zoning,2,"Zusy was the sole NO vote on the February 10, 2025 Multifamily Housing Ordinance (8-1), which eliminated single- and two-family zoning citywide by legalizing four-story multifamily buildings. She also voted against the Cambridge Street corridor upzoning in January 2026. In June 2026 she co-sponsored Councillor Flaherty's policy order proposing MHO modifications — wider setbacks, ground-level open space, and parking requirements — stating 'I'm not proposing that we rescind [the MHO]. I just feel like, you have a rough draft of [a] good policy, it makes sense to improve upon what you've got.' This matches stance 2: allow modest density increases with strong design review and neighborhood input.",https://www.cambridgeday.com/2025/02/10/in-landmark-zoning-reform-cambridge-votes-to-legalize-four-story-multifamily-homes-citywide/
e44fdba7-5fd0-43c2-a125-c999b0a0bb97,669cac97-66a6-4087-b036-936fbe62efb3,housing,3,"Zusy accepts the need for more housing in principle but focuses on design standards, process, and wraparound services rather than broad expansion of supply or public financing. She said the MHO is 'a rough draft of a good policy' that needs improvement, not rescission, and pushed for setback and parking requirements in new multifamily buildings. This aligns with stance 3: targeted help like easier building permits paired with quality standards, not mandate-driven affordability or public construction.",https://www.cambridgeday.com/2026/06/12/will-new-cambridge-buildings-get-cut-down-to-size/
e44fdba7-5fd0-43c2-a125-c999b0a0bb97,1935979c-b290-42e4-baa5-8cb0138b4ffa,local-environment,2,"Zusy sponsored the policy order to update Cambridge's Tree Protection Ordinance, stating: 'Trees cool us, they absorb water and prevent flooding … they absorb carbon.' She was the sole councillor to vote against Marc McGovern's amendment that would have subordinated tree protections to housing development needs — meaning she prioritized tree protection over development flexibility. This matches stance 2: protect existing parks and tree canopy strictly; require developers to fully offset any environmental impact.",https://www.cambridgeday.com/2026/06/05/the-lorax-comes-to-cambridge-city-council/
e44fdba7-5fd0-43c2-a125-c999b0a0bb97,b9ccee94-ad96-4f10-b655-889d8e5abe92,local-immigration,1,"The Cambridge City Council voted unanimously in February 2026 to codify an executive order banning ICE agents from municipal property, prevent city employees from collaborating with ICE, and bar Cambridge Police from hiring former ICE or Homeland Security agents. Zusy voted in favor of this unanimous measure. This matches stance 1: refuse all ICE detainers and prohibit city employees from sharing immigration status information with federal agencies.",https://www.cambridgeday.com/2026/02/11/city-council-ice-response/
e44fdba7-5fd0-43c2-a125-c999b0a0bb97,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,climate-change,3,"On the solar zoning debate, Zusy stated: 'Balance is key. We have to have a balanced view. We do want to build housing, but we also have sustainability goals.' She frames her Tree Protection Ordinance work around climate benefits (carbon absorption, flood prevention) but emphasizes balance between housing production and net-zero climate objectives. This matches stance 3: invest in clean energy while gradually reducing reliance on fossil fuels.",https://www.cambridgeday.com/2025/10/08/higher-cambridge-construction-fees-get-a-study-and-council-deals-with-park-safety-solar-zoning/
e44fdba7-5fd0-43c2-a125-c999b0a0bb97,6fbf39ae-6b19-4182-b4c2-6a8d25c86c0f,homelessness-response,3,"Zusy voted unanimously with the council to direct the city manager to expand the 240 Albany Street homeless shelter, and separately advocated for preserving wraparound services at the Transitional Wellness Center, stating 'I want us to learn from the Transitional Wellness Center, because I think those wraparound services really provide support.' She engages with shelter quality and services without advocating for criminalization or strict enforcement. This matches stance 3: invest in outreach, shelter, and mental health services while enforcing reasonable public space rules.",https://www.cambridgeday.com/2025/04/29/council-concedes-to-closing-a-homeless-shelter-while-bulking-up-services-in-cambridge-budget/
e44fdba7-5fd0-43c2-a125-c999b0a0bb97,fb25c1ac-91cc-49bf-8afc-c7fa22ef45e4,growth-and-development,2,"Zusy was the sole NO vote on the February 2025 Multifamily Housing Ordinance, and voted against the January 2026 Cambridge Street corridor zoning ordinance (voting yes only on the height-lowering amendment). She advocates for improving housing policy with more community process rather than streamlining approvals. This matches stance 2: allow growth only where existing infrastructure can support it; slow approvals until capacity catches up.",https://www.cambridgeday.com/2026/01/27/cambridge-street-compromise/
af870d90-718a-4d0c-a267-8436e84720ba,b9ccee94-ad96-4f10-b655-889d8e5abe92,local-immigration,1,"Huang issued a public statement in May 2025 explicitly rejecting federal immigration enforcement in Cambridge: 'as a welcoming community, we do not support this federal administration's approach to immigration enforcement, which is detaining community members without due process.' He committed to 'prioritize public safety decisions that are in the best interests of our residents, while protecting their dignity, safety, and rights, regardless of immigration status.' This matches value 1: refuse ICE detainers and prohibit sharing immigration status information with federal agencies.",https://www.cambridgeday.com/2025/05/30/cambridge-and-somerville-are-named-on-list-identifying-sanctuary-jurisdictions-by-feds/
af870d90-718a-4d0c-a267-8436e84720ba,6fbf39ae-6b19-4182-b4c2-6a8d25c86c0f,homelessness-response,1,"In April 2025, Huang recommended closing a temporary shelter and redirecting funds to permanent supportive housing: 'We have spent over $10 million on 58 beds of temporary shelter while with a one-time $10 million investment at 116 Norfolk St., we leveraged additional public and private funding to create 62 beds of permanent shelter that will continue to serve people for decades.' His FY27 budget allocated $16 million for homelessness and housing stability, emphasizing permanent housing. This matches value 1: housing-first, provide permanent supportive housing with no preconditions.",https://www.cambridgeday.com/2025/04/29/council-concedes-to-closing-a-homeless-shelter-while-bulking-up-services-in-cambridge-budget/
af870d90-718a-4d0c-a267-8436e84720ba,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"Huang's FY27 budget proposal allocates over $51 million for affordable housing including 'social housing development plans,' with the city directly funding creation of permanent affordable units. Prior budget documents show $18.5 million committed to creating 96 units of permanent supportive housing. This matches value 2: publicly fund new housing and require affordable unit creation.",https://www.cambridgeday.com/2026/04/29/cambridge-billion-dollar-budget/
af870d90-718a-4d0c-a267-8436e84720ba,c1ac1330-47f7-44ec-baf3-c913d926b97c,childcare,2,"Huang's FY27 budget proposes $5 million to explore publicly funded early childcare for children too young for Cambridge's existing Universal Pre-K program, expanding the public childcare investment pipeline. The city already operates Universal Pre-K; this proposal extends public investment to younger age groups. This matches value 2: significantly expanding subsidies and provider grants to make childcare affordable for low- and middle-income families.",https://www.cambridgeday.com/2026/04/29/cambridge-billion-dollar-budget/
cc61015f-dba2-4f52-9f1f-832ef23f6595,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"Siddiqui sponsored the City of Cambridge Tenants Rights and Resources Ordinance (2020) for housing stability; cast the deciding vote for more affordable housing in the East Cambridge Courthouse development (2019); preserved 500+ affordable units at Fresh Pond Apartments (2021) and expanded the Homebridge eligibility to 120% AMI; and authored a housing voucher policy order passed 8-0 (2024). Her record reflects consistent public subsidy, inclusionary requirements, and tenant protections — matching use of rent caps, requiring affordable units in developments, and publicly funding housing.",https://en.wikipedia.org/wiki/Sumbul_Siddiqui
cc61015f-dba2-4f52-9f1f-832ef23f6595,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,climate-change,3,"Siddiqui established a Climate Crisis Working Group (2022) and supported a tree protection ordinance (2021). Cambridge under her administration runs greenhouse gas reduction programs, EV charging infrastructure, and energy efficiency initiatives earning a 5-STAR sustainability certification. Her approach — clean energy investment and gradual emissions reduction without a declared emergency or carbon ban — aligns with investing in clean energy while gradually reducing reliance on fossil fuels.",https://en.wikipedia.org/wiki/Sumbul_Siddiqui
cc61015f-dba2-4f52-9f1f-832ef23f6595,4938766b-b45a-46e3-93bd-b8b30651271a,homelessness,2,"In May 2021 Siddiqui appointed an ad-hoc homelessness working group and specifically advocated for non-congregate shelter options rather than criminalization. This services-first approach — expanding shelter access and outreach — aligns with decriminalizing public sleeping while investing in shelter capacity and voluntary service connections.",https://en.wikipedia.org/wiki/Sumbul_Siddiqui
cc61015f-dba2-4f52-9f1f-832ef23f6595,6fbf39ae-6b19-4182-b4c2-6a8d25c86c0f,homelessness-response,2,"Siddiqui's 2021 ad-hoc homelessness working group advocated for non-congregate shelters and a services-led approach. Cambridge under her leadership prioritizes services expansion and shelter capacity as the primary homelessness response rather than anti-camping enforcement — consistent with expanding shelter capacity and services as the primary strategy.",https://en.wikipedia.org/wiki/Sumbul_Siddiqui
cc61015f-dba2-4f52-9f1f-832ef23f6595,0bc588c6-39e1-4084-b5de-cac909b8b762,civil-rights,2,"Siddiqui eliminated library fines that 'disproportionately affect low-income residents and families of color' (2020); launched Cambridge RISE and Rise Up Cambridge guaranteed income pilots targeting families below 250% FPL (2021-2023); and advocated for inclusive school meals for Muslim students. These actions reflect a consistent focus on addressing systemic barriers for marginalized groups — aligning with strengthening civil rights enforcement and addressing systemic discrimination.",https://en.wikipedia.org/wiki/Sumbul_Siddiqui
cc61015f-dba2-4f52-9f1f-832ef23f6595,c1ac1330-47f7-44ec-baf3-c913d926b97c,childcare,2,"Siddiqui launched Cambridge RISE (2021) providing $500/month for 18 months to 130 single caretakers and Rise Up Cambridge (2023) giving $500/month to nearly 2,000 families earning under 250% of the Federal Poverty Line. These publicly funded direct-subsidy programs directly reduce childcare and living cost burdens for low- and middle-income families — aligning with significantly expanding subsidies and provider grants to make childcare affordable for low- and middle-income families.",https://en.wikipedia.org/wiki/Sumbul_Siddiqui
cc61015f-dba2-4f52-9f1f-832ef23f6595,ba59337e-30e2-4aba-a39a-426b3366eb27,transportation-priorities,2,"Cambridge under Siddiqui implemented Vision Zero (20 mph on most streets), a 2020 Bike Plan, and bus priority lanes while the city states it emphasizes 'sustainable modes of transportation such as walking, biking and using transit.' Siddiqui's own senior residents page notes she is 'mindful' of bike infrastructure's impact on seniors who drive, indicating balanced multimodal investment — consistent with investing equally in roads and multimodal options and requiring bike lanes and sidewalks on new road projects.",https://www.cambridgema.gov/cdd/transportation
cc61015f-dba2-4f52-9f1f-832ef23f6595,d4f18138-a2e0-4110-b925-7387d9d0d16d,residential-zoning,4,"The Cambridge City Council voted 8-1 in January 2025 to advance a four-story residential upzoning ordinance, with Siddiqui as Mayor/Councilor in the 8-vote majority. Cambridge also adopted the Affordable Housing Overlay allowing dense 100% affordable projects by right citywide. This direction — broadly allowing multifamily housing with streamlined approvals — aligns with upzoning broadly to allow multifamily by right and streamlining approvals and reducing parking requirements.",https://cambridgeday.com/2025/01/31/rejection-of-three-story-zoning-plan-paves-way-for-passage-of-four-story-residential-in-february/
