full_name,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3,quote_text,quote_deidentified
Aaron R. Rouse,deportation,2,"Rouse voted YES on SB 69 (2024), allowing DACA recipients to serve as law enforcement officers — treating deferred-action immigrants as eligible for full public employment rather than as deportation targets. His consistent alignment with the Democratic Senate caucus on all immigration-related votes (all 21-19 on party-line votes) reflects a stance of deporting only those convicted of serious violent crimes while providing legal status to others.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB69,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0435,,,
Aaron R. Rouse,taxes,2,"Rouse voted YES on SB 373 (2024), establishing a paid family and medical leave insurance program funded through employer and employee premium contributions starting January 1, 2026 (vote 21-19, vetoed by governor). He consistently voted with the 21-senator Democratic caucus on all party-line tax and labor legislation including SB 1 (minimum wage increase from $12 to $15/hour, vote 21-19). These votes reflect support for modest increases in employer and worker contributions to fund existing and expanded public services.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0426,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB1,,,
Aaron R. Rouse,childcare,2,"Rouse voted YES on SB 54 (2024), establishing a need- and demand-based funding framework for Virginia's early childhood care and education system, requiring the state to annually report funding needs for the Virginia Preschool Initiative, Mixed Delivery Program, and Child Care Subsidy Program with the goal of eliminating waitlists (vote 40-0). This reflects support for significantly expanding childcare subsidies and provider grants to make childcare affordable for low- and middle-income families.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0382,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB54,,,

Mamie E. Locke,abortion,2,"Locke voted YES on SB15 (2024), barring Virginia from extraditing anyone charged with criminal violations in another state related to receiving or providing reproductive health care services (vote 21-19, vetoed by governor). She also voted YES on SB716 (2024), prohibiting professional disciplinary action against doctors for providing lawful abortion care (vote 23-17). Both votes reflect support for keeping abortion legal and accessible, consistent with the second-trimester framework rather than publicly funding abortion at all stages.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0339SB0015,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0253,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB15,
Mamie E. Locke,voting-rights,2,"Locke was the chief patron of SJ2 (2024), a constitutional amendment proposing automatic restoration of voting rights upon release from incarceration, eliminating the gubernatorial restoration requirement (continued to 2025 in committee 14-0). She also voted YES on SB364 (2024), protecting election officials from harassment and intimidation (vote 21-19). Sponsoring automatic rights restoration and supporting election official protections reflects expanding voter access aligned with expanding early voting and mail-in voting frameworks.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SJ2,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0408SB0364,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB364,,
Mamie E. Locke,civil-rights,2,"Locke voted YES on HB568 (2024), eliminating Virginia tax exemptions for Confederate organizations including the United Daughters of the Confederacy (vote 23-17). She voted YES on SB393 (2024), requiring diversity disclosure from businesses seeking major state economic incentives (vote 21-19). Both votes reflect active use of government policy to address systemic inequality and strengthen civil rights enforcement beyond maintaining the status quo.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0489,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB393,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB568,,
Mamie E. Locke,same-sex-marriage,1,"Locke voted YES on HB174 (2024), which prohibits denying marriage licenses based on the sex or gender of the parties and requires Virginia to recognize all such marriages, codifying marriage equality into state law (vote 21-18 on final Senate passage, signed by governor March 8, 2024). This vote directly places her in the chair favoring requiring all states to recognize same-sex marriages and provide full protections.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0463,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB174,,,
Mamie E. Locke,taxes,2,"Locke voted YES on SB1 (2024), raising Virginia minimum wage from $12 to $13.50 effective January 2025 and $15 by 2026 (vote 21-19, vetoed by governor). She also voted YES on SB373 (2024), establishing a paid family and medical leave insurance program funded through employer and employee premiums (vote 21-19, vetoed by governor). These votes consistently reflect support for modestly increasing obligations on businesses to fund expanded public benefits.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0395,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB373,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB1,,
Mamie E. Locke,childcare,2,"Locke was the chief patron of SB54 (2024), establishing a need- and demand-based state funding framework for Virginia early childhood care and education, requiring annual funding-need reports for the Virginia Preschool Initiative, Mixed Delivery Program, and Child Care Subsidy Program. The bill passed both chambers (40-0 in Senate, 90-9 in House) and was signed by the governor on April 8, 2024. Authoring a bill requiring state funding to meet early childcare demand reflects support for significantly expanding subsidies to make childcare affordable for low- and middle-income families.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB54,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0382,,,
Mamie E. Locke,healthcare,2,"Locke voted YES on SB274 (2024), establishing a Prescription Drug Affordability Board with authority to set upper payment limits on high-cost drugs for state health plans (vote 23-16). She also voted YES on HB819 (2024), requiring health insurance to cover contraceptive drugs without cost-sharing (vote 23-16 in Senate). Both votes reflect ensuring affordable coverage through regulated private insurance and public programs rather than a fully public or fully private system.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0405SB0274,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB274,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB819,,
Mamie E. Locke,climate-change,3,"Locke voted YES on SB234 (2024), establishing a Parking Lot Solar Development Pilot Grant Program (vote 37-2 on reconsideration). She voted YES on SB255 (2024), requiring the State Corporation Commission to establish shared solar program regulations for AEP customers (vote 21-19). These votes support investing in clean energy; the pattern without emergency carbon bans aligns with gradually reducing reliance on fossil fuels rather than a rapid phaseout.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0307,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0403,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB255,,
Mamie E. Locke,fossil-fuels,3,"Locke voted YES on SB255 (2024), expanding shared solar access for utility customers (vote 21-19), and YES on SB234 (2024), a solar grant program (vote 37-2). She supported clean energy expansion through regulated utility mechanisms without advocating for a ban on new fossil fuel permits. The evidence reflects maintaining current production levels with existing environmental regulations while investing in renewables, consistent with a managed transition rather than prohibition.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0403,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0307,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB255,,
Mamie E. Locke,school-vouchers,1,"The DeSteph ESA/voucher bill SB558 (2024) was killed in the Senate Education and Health Committee 9-6 by the Democratic majority; Locke consistently votes with the 21-senator Democratic caucus on all party-line legislation. Her chief authorship of SB54 (2024) requiring state funding for the Virginia Preschool Initiative, Mixed Delivery Program, and Child Care Subsidy Program directly reflects channeling public funds into public early childhood education systems rather than private alternatives.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB558,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB54,,,
Mamie E. Locke,housing,2,"Locke voted YES on SB304 (2024), requiring localities to permit accessory dwelling units in all residential zones (vote 22-18). She voted YES on SB588 (2024), requiring affordable housing landlords to adopt criminal record screening policies aligned with federal Fair Housing Act guidance (vote 21-19, vetoed by governor). These votes reflect support for using zoning reform and government-mandated fair housing rules to expand housing access and affordability.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0297SB0304,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB304,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB588,,
Mamie E. Locke,immigration,2,"Locke voted YES on SB69 (2024), allowing DACA recipients to qualify for law enforcement positions including police officer, deputy sheriff, and jail officer (vote 21-18, vetoed by governor). This reflects a stance of keeping legal immigration open and allowing residents with deferred immigration status to fully use public institutions and employment pathways regardless of citizenship status.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB69,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB15,,,
Mamie E. Locke,medicare/aid,2,"Locke voted YES on SB274 (2024), establishing a Prescription Drug Affordability Board to set upper payment limits on high-cost drugs for state health plans (vote 23-16). Her consistent support for contraceptive coverage mandates (HB819, SB238) and drug cost regulation reflects expanding Medicaid and Medicare programs through stronger coverage requirements and cost controls rather than privatizing or phasing out programs.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0405SB0274,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB274,,,
Mamie E. Locke,campaign-finance,2,"Locke voted YES on SB78 (2024), expanding definitions of independent expenditures and electioneering communications in campaign finance law to require more disclosure (vote 19-21, narrowly failed). She consistently voted with the Democratic bloc to strengthen campaign disclosure requirements rather than reduce them, reflecting a stance of strictly limiting corporate dark money and requiring transparency.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+vot+SV0337,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB78,,,
J.D. Danny Diggs,abortion,4,"Diggs voted NO on SB 15 (2024), which barred Virginia from extraditing individuals for receiving or providing reproductive health care services legal in Virginia (vote 21-19, vetoed by governor). He also voted NO on SB 716 (2024), prohibiting the Board of Medicine from disciplining physicians for providing lawful abortion care (vote 21-18, vetoed). Both votes align with the Republican bloc opposing legal protections for abortion access. His record supports restricting abortion rather than ensuring broad access, but no authored bill calling for a complete ban was found.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0015,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0716,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S119,,
J.D. Danny Diggs,same-sex-marriage,5,"Diggs voted NO on HB 174 (2024), which required Virginia to issue marriage licenses regardless of the sex or gender of the parties and mandated statewide recognition of such marriages. The Senate vote was 22-17 with all Republicans voting against; the bill passed and was signed by the governor on March 8, 2024. Voting against codifying state recognition of same-sex marriages — when the sole purpose of the bill was to enshrine marriage equality in state statute — reflects opposition to requiring recognition of same-sex marriage.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB0174,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S119,,,
J.D. Danny Diggs,taxes,4,"Diggs voted NO on SB 1 / HB 1 (2024), which would have raised Virginia's minimum wage from $12.00 to $13.50 then $15.00 per hour (vote 21-18/19, vetoed by governor). He also voted NO on SB 373 (2024), establishing a paid family and medical leave insurance program funded by employer and employee premium contributions (vote 21-19, vetoed). His campaign website pledges to 'lower the cost of living' and 'lower taxes.' This pattern aligns with cutting taxes and scaling back government mandates on businesses.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB0001,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0373,https://diggsforsenate.com/,,
J.D. Danny Diggs,immigration,4,"Diggs voted NO on SB 69 (2024), which would have allowed individuals granted Deferred Action for Childhood Arrivals (DACA) status to serve as law enforcement officers including police officers and deputy sheriffs (vote 21-18, vetoed by governor). He joined all 18 other Republican senators in opposing the bill. Opposing expanded professional credentials and public employment for immigrants without full legal status aligns with making it harder to immigrate and limiting public services to those with legal status.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0069,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S119,,,
J.D. Danny Diggs,deportation,4,"Diggs voted NO on SB 69 (2024), allowing DACA recipients to serve in law enforcement, joining all 18 Republican senators in opposition. His record as a former York County Sheriff (2000-2023) and his law enforcement identity center on enforcement-first approaches. No authored or voted bills protecting undocumented immigrants from deportation appear in his record. This aligns with deporting everyone without legal status, prioritizing those with criminal records first.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0069,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S119,https://en.wikipedia.org/wiki/Danny_Diggs,,
J.D. Danny Diggs,civil-rights,4,"Diggs voted NO on SB 393 (2024), which would have required companies seeking Major Employment and Investment (MEI) project approvals to disclose the gender and racial diversity of their boards of directors (vote 21-19, vetoed by governor). He voted NO on SB 517 (2024), eliminating state tax exemptions for Confederate heritage organizations (vote 23-16, vetoed). His voting pattern aligns with the Republican bloc limiting civil rights enforcement to clear cases of discrimination rather than mandating equity reporting or proactively addressing systemic inequality.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0517,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S119,,,
J.D. Danny Diggs,healthcare,4,"Diggs voted NO on SB 274 (2024), establishing a Prescription Drug Affordability Board with authority to set upper payment limits on high-cost drugs for state health plans (vote 23-16, vetoed by governor). He also voted NO on HB 819 (2024), requiring health insurers to cover contraceptive drugs without cost-sharing (vote 23-16 in Senate). His authored bills are exclusively law enforcement focused with no healthcare legislation. This pattern reflects only helping the poorest people afford healthcare while leaving others to employers and private insurance.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0274,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB0819,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S119,,
J.D. Danny Diggs,housing,4,"Diggs voted NO on SB 597 (2024), authorizing localities to implement affordable housing programs through zoning amendments (vote 21-19, vetoed). He voted NO on SB 304 (2024), requiring localities to permit accessory dwelling units in residential zones (vote 22-18). His authored bills contain no housing provisions. This consistent vote against government-mandated zoning and affordable housing requirements reflects a preference for cutting regulations and letting private developers address housing supply.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0597,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0304,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S119,,
J.D. Danny Diggs,climate-change,4,"Diggs has no authored clean energy or climate legislation. His Republican caucus pattern on energy bills — including opposing SB 255 (shared solar, 21-18), SB 729 (Clean Energy Innovation Bank, vetoed), and SB 565 (energy efficiency, 21-18 initial passage) — aligns with letting market forces drive energy transitions. Virginia Republicans in 2024 consistently voted against government-funded clean energy programs. Value 4 (market-driven transition) rather than 5 (reject climate policies entirely) is supported by the pragmatic center-right framing of his district.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0255,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0729,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S119,,
J.D. Danny Diggs,fossil-fuels,4,"Diggs voted with the Republican bloc against Democratic clean energy legislation in 2024, including SB 255 (shared solar expansion, 21-18) and SB 729 (Clean Energy Innovation Bank, 29-9 with some Republican support). No authored fossil fuel restriction bills appear in his record. His law enforcement/public safety legislative focus and Republican energy-policy pattern align with supporting expanded fossil fuel permitting over strict environmental regulations, though no direct drill-permit vote was found.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0255,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0729,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S119,,
J.D. Danny Diggs,voting-rights,4,"Diggs voted NO on SB 364 (2024), establishing enhanced protections for election officials including address privacy for poll workers and new felony penalties for coercing election employees (vote 21-19, vetoed). He voted NO on SB 300 (2024), strengthening data quality standards for voter list maintenance and requiring advance notice before canceling voter registrations (vote 21-19, vetoed). Both votes align with the Republican caucus position of supporting photo ID requirements and regularly updating voter rolls over expanding voter access.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0364,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0300,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S119,,
J.D. Danny Diggs,campaign-finance,4,"Diggs voted NO on SB 78 (2024), which would have expanded Virginia's campaign finance disclosure requirements for independent expenditures and electioneering communications by requiring disclosure of top three contributors (vote 19-21, bill failed). He voted with all Republican senators in blocking expanded disclosure requirements. No authored campaign finance legislation appears in his record. This pattern aligns with reducing restrictions on political donations and spending rather than mandating additional disclosure.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB0078,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S119,,,
