politician_id,topic_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
17f7729f-22a2-4346-9434-e5f545cfe8b4,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,voting-rights,1,"Alsobrooks supports extending voting rights to 16-year-olds and undocumented immigrants, supported eliminating the filibuster for voting rights legislation, opposed the SAVE Act saying You do not save America by silencing voices, and supports automatic voter registration — consistent with the most expansive voting access policies.",https://alsobrooks.senate.gov/newsroom/press-releases/,https://en.wikipedia.org/wiki/Angela_Alsobrooks,
4f4b2bff-0054-475f-8687-e83f68085f15,af2fdfd6-02c4-49df-b09c-cf8536f4773f,abortion,2,"King stated 'Overturning Roe robs millions of women of fundamental right' (Sep 2024), opposes defunding Planned Parenthood, and supports federal funding for family planning — consistent with keeping abortion legal and accessible through the second trimester with narrow exceptions afterward.",https://www.ontheissues.org/Senate/Angus_King.htm,https://en.wikipedia.org/wiki/Angus_King,
4f4b2bff-0054-475f-8687-e83f68085f15,666bf03d-81fc-4138-ab15-69ae734c9023,ai-regulation,3,"King co-chaired the bipartisan Cyberspace Solarium Commission that produced over 75 cybersecurity recommendations, reflecting a focus on basic safety standards and oversight for digital systems; no evidence of calls for heavy AI regulation or complete deregulation, placing him at the moderate center.",https://www.king.senate.gov/about/biography,https://www.ontheissues.org/Senate/Angus_King.htm,
4f4b2bff-0054-475f-8687-e83f68085f15,92730f69-ae57-401c-8ad1-2d07834a895d,campaign-finance,3,"King's official Senate page states he 'opposed the corrosive effect of unchecked money in politics' and he supports disclosure requirements and campaign finance restrictions; however he has not introduced legislation for full public financing or an outright corporate donation ban, placing him at full transparency requirements.",https://www.king.senate.gov/about/biography,https://www.ontheissues.org/Senate/Angus_King.htm,
4f4b2bff-0054-475f-8687-e83f68085f15,0bc588c6-39e1-4084-b5de-cac909b8b762,civil-rights,2,"King supports the Equal Rights Amendment ratification, LGBTQ+ rights, and opposes systemic discrimination; as an Independent caucusing with Democrats, he consistently backs legislation to strengthen civil rights enforcement and address systemic discrimination in employment and housing.",https://www.ontheissues.org/Senate/Angus_King.htm,https://en.wikipedia.org/wiki/Angus_King,
4f4b2bff-0054-475f-8687-e83f68085f15,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,climate-change,3,"King stated 'We are fiddling while the planet burns' (Sep 2024) and advocates 50% clean electricity by 2030, but he voted against the Green New Deal in 2019 and supports investments in clean energy alongside existing fossil fuel production — aligning with a gradual transition rather than rapid phaseout.",https://www.ontheissues.org/Senate/Angus_King.htm,https://en.wikipedia.org/wiki/Angus_King,
4f4b2bff-0054-475f-8687-e83f68085f15,44905f3b-e105-4f6c-afc7-5d223813dbac,deportation,2,"King introduced legislation to halt immigrant family separations (2018), sponsors bills blocking religion-based immigration bans, and supports pathway to citizenship — consistently favoring legal status for long-term residents and deportation only for serious criminals.",https://www.ontheissues.org/Senate/Angus_King.htm,https://en.wikipedia.org/wiki/Angus_King,
4f4b2bff-0054-475f-8687-e83f68085f15,a22215c3-6693-4bc2-b248-01aebba14570,fossil-fuels,2,"King opposes drilling in the Arctic National Wildlife Refuge, opposed the Keystone XL pipeline, founded wind energy company Independence Wind (2007), and supports environmental safeguards for fracking — reflecting a position of stopping new fossil fuel permits rather than banning all existing production.",https://en.wikipedia.org/wiki/Angus_King,https://www.ontheissues.org/Senate/Angus_King.htm,
4f4b2bff-0054-475f-8687-e83f68085f15,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,healthcare,2,"King stated 'ObamaCare was not ambitious enough' (May 2012) and consistently opposes Republican ACA repeal attempts while advocating expanded access including LGBTQ+ youth mental health resources and rural healthcare; he supports a public option alongside private insurance rather than a full single-payer system.",https://www.ontheissues.org/Senate/Angus_King.htm,https://en.wikipedia.org/wiki/Angus_King,
4f4b2bff-0054-475f-8687-e83f68085f15,4e2c69ce-591e-4197-9cd5-7aceff79d390,immigration,2,"King sponsors legislation blocking religion-based immigration bans, introduced bills to halt family separations, and supports pathway to citizenship for undocumented immigrants — consistent with significantly expanding legal immigration and creating accessible citizenship pathways.",https://www.ontheissues.org/Senate/Angus_King.htm,https://en.wikipedia.org/wiki/Angus_King,
4f4b2bff-0054-475f-8687-e83f68085f15,9db07b16-1076-4b7d-ad89-ebe7b51f4336,judicial-criminal-justice,2,"King opposes the death penalty, emphasizes recidivism reduction, and OnTheIssues records him as supporting rehabilitation over incarceration; his independent moderate profile is nonetheless left of center on criminal justice reform, aligning with strengthening civil rights enforcement and addressing systemic disparities.",https://www.ontheissues.org/Senate/Angus_King.htm,,
4f4b2bff-0054-475f-8687-e83f68085f15,448b1c9a-b6f3-42b8-8f39-d3bbb5bfa9ee,judicial-interpretation,3,"King is described as a 'moderate Independent' with a 59% liberal/41% conservative ideology score (2013) and casts votes across the aisle; no strong evidence of a clear originalist or strict living-constitutionalist judicial philosophy, placing him at the moderate balance point between originalism and broad interpretation.",https://en.wikipedia.org/wiki/Angus_King,https://www.ontheissues.org/Senate/Angus_King.htm,
4f4b2bff-0054-475f-8687-e83f68085f15,cab61e8a-64fe-4bbd-bc08-fe9914d0091b,medicare/aid,3,"King opposes privatization (rated 100% by Americans for Retirement Security) but co-proposed with Republican senators raising the Social Security retirement age to 70 and allowing private stock investments as a solvency fix — reflecting a centrist position of making small adjustments to stabilize programs while controlling costs.",https://en.wikipedia.org/wiki/Angus_King,https://www.ontheissues.org/Senate/Angus_King.htm,
4f4b2bff-0054-475f-8687-e83f68085f15,ddd65d64-9dc7-4208-a30f-59f4b9c0653d,misinformation,3,"King's official positions emphasize cybersecurity and election security via the Cyberspace Solarium Commission, supporting transparency and baseline safety standards for digital systems; no evidence of legislation mandating platform-level misinformation removal or heavy algorithm regulation, placing him at voluntary standards with some federal oversight.",https://www.king.senate.gov/about/biography,https://www.ontheissues.org/Senate/Angus_King.htm,
4f4b2bff-0054-475f-8687-e83f68085f15,48cc9585-ec22-4f53-8d42-6839828dd36f,redistricting,2,"King supports automatic voter registration, campaign finance reform disclosure, and election integrity measures consistent with backing independent redistricting commissions with equal party representation as part of his democracy reform platform.",https://www.ontheissues.org/Senate/Angus_King.htm,https://en.wikipedia.org/wiki/Angus_King,
4f4b2bff-0054-475f-8687-e83f68085f15,6b9ba6d9-1001-43f5-b073-4d37130696fd,religious-freedom,3,"King is a moderate Independent with no strong documented position on religious liberty exemptions; his general approach of balancing competing rights and individual freedoms positions him at the center — protecting religious practices while maintaining equal treatment under the law.",https://www.ontheissues.org/Senate/Angus_King.htm,https://en.wikipedia.org/wiki/Angus_King,
4f4b2bff-0054-475f-8687-e83f68085f15,c5ab4eab-702f-49b8-9277-8ea53f3835c6,same-sex-marriage,1,"King voted Yea on the Respect for Marriage Act (Senate roll call 362, November 2022), requiring federal recognition of same-sex marriages with full benefits and protections, and filed an amicus brief supporting marriage equality in United States v. Windsor.",https://www.senate.gov/legislative/LIS/roll_call_votes/vote1172/vote_117_2_00362.htm,https://en.wikipedia.org/wiki/Angus_King,
4f4b2bff-0054-475f-8687-e83f68085f15,00b95a6a-75db-4521-b523-3326bba938de,school-vouchers,1,"OnTheIssues records King as 'strongly opposes school vouchers' and King has consistently advocated for strengthening public school funding; his opposition to diverting taxpayer money to private institutions is consistent across his gubernatorial and Senate record.",https://www.ontheissues.org/Senate/Angus_King.htm,,
4f4b2bff-0054-475f-8687-e83f68085f15,87d20824-a6e9-407b-983c-65440084a0ab,social-security,3,"King is rated 100% by Americans for Retirement Security for opposing SS privatization, but co-proposed with Republican senators raising the retirement age from 67 to 70 and adjusting the benefit formula as a solvency compromise — consistent with making small adjustments to both benefits and taxes to keep Social Security stable.",https://en.wikipedia.org/wiki/Angus_King,https://www.ontheissues.org/Senate/Angus_King.htm,
4f4b2bff-0054-475f-8687-e83f68085f15,683c8084-2281-4920-a07c-18439b2dd413,tariffs,3,"OnTheIssues records King as generally favoring free trade agreements (USMCA, Ex-Im Bank) while supporting a targeted tariff on imported athletic footwear to protect Maine's New Balance workers and advocating against unfair Chinese trade practices — a selective, industry-protection approach to tariff policy.",https://www.ontheissues.org/Senate/Angus_King.htm,https://en.wikipedia.org/wiki/Angus_King,
4f4b2bff-0054-475f-8687-e83f68085f15,f7e5678d-dadd-4556-a2fc-446e24642ceb,taxes,2,"King supports a 15% corporate minimum tax, opposes the flat tax and national sales tax, favors reversing federal income tax cuts, and backs maintaining the inheritance tax — consistently supporting modest progressive increases on high earners and corporations while protecting middle-class rates.",https://www.ontheissues.org/Senate/Angus_King.htm,,
4f4b2bff-0054-475f-8687-e83f68085f15,d1618b9c-0b9e-45af-b986-bb33d270b8e4,trans-athletes,2,"King voted Nay on the cloture motion for S.9 (Senate roll call 100, March 2025), the bill to require Title IX athletics compliance based solely on biological sex at birth — joining all Democrats in opposing restrictions on transgender athletes.",https://www.senate.gov/legislative/LIS/roll_call_votes/vote1191/vote_119_1_00100.htm,https://www.ontheissues.org/Senate/Angus_King.htm,
4f4b2bff-0054-475f-8687-e83f68085f15,24e9212c-b011-422a-865c-093e35050901,ukraine-support,2,"King publicly asked 'Why Are We Abandoning Ukraine?' when the administration zeroed out military and humanitarian aid in the FY2027 defense budget, and has pressed officials to continue assistance; he consistently supports current levels of military and economic aid to help Ukraine defend itself.",https://www.king.senate.gov/newsroom/press-releases,https://en.wikipedia.org/wiki/Angus_King,
4f4b2bff-0054-475f-8687-e83f68085f15,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,voting-rights,2,"King supports automatic voter registration, making Election Day a federal holiday, campaign finance disclosure requirements, and opposed the executive order positioning USPS as an elections regulator — consistently backing expanded early voting and mail-in voting access without requiring strict photo ID.",https://www.ontheissues.org/Senate/Angus_King.htm,https://www.king.senate.gov/newsroom/press-releases,
27d57833-842f-427c-bedd-aa1695fe550f,af2fdfd6-02c4-49df-b09c-cf8536f4773f,abortion,1,"Lujan holds a 100% NARAL rating and cosponsored the Women Health Protection Act to ban all government limitations on abortion services; he opposed every restriction including the 20-week ban and No Taxpayer Funding for Abortion Act and explicitly supports public funding for abortion.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov,,
27d57833-842f-427c-bedd-aa1695fe550f,666bf03d-81fc-4138-ab15-69ae734c9023,ai-regulation,3,"Lujan chairs the Senate Commerce subcommittee on tech and broadband and advocates for holding online platforms accountable with basic safety standards and transparency requirements; his record shows support for safety testing requirements rather than heavy regulation or a fully hands-off approach.",https://lujan.senate.gov/issues/,https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,,
27d57833-842f-427c-bedd-aa1695fe550f,92730f69-ae57-401c-8ad1-2d07834a895d,campaign-finance,1,"Lujan accepts no corporate lobbyist money and supports public financing of federal campaigns via voter vouchers; he backed legislation requiring full disclosure of independent campaign expenditures and cosponsored the Democracy For All Amendment to overturn Citizens United.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov,,
27d57833-842f-427c-bedd-aa1695fe550f,c1ac1330-47f7-44ec-baf3-c913d926b97c,childcare,2,"Lujan voted for the American Rescue Plan which significantly expanded the Child and Dependent Care Tax Credit and childcare subsidies; he has consistently backed expanded federal investment in childcare affordability for low- and middle-income families.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov/issues/,,
27d57833-842f-427c-bedd-aa1695fe550f,0bc588c6-39e1-4084-b5de-cac909b8b762,civil-rights,2,"Lujan voted for the Equality Act and expanded VAWA and cosponsored the Employment Non-Discrimination Act; he is rated as one of the LGBTQ community strongest advocates and has pushed for strong federal enforcement of civil rights laws and systemic discrimination remedies.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov/issues/justice-civil-liberties/,,
27d57833-842f-427c-bedd-aa1695fe550f,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,climate-change,2,"Lujan was the highest-ranking co-sponsor of the Green New Deal and voted for the Inflation Reduction Act clean energy investments; he sponsored net-zero carbon emissions legislation for the power sector and supports a rapid transition to renewable energy.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov/issues/environment/,,
27d57833-842f-427c-bedd-aa1695fe550f,44905f3b-e105-4f6c-afc7-5d223813dbac,deportation,2,"Lujan supports comprehensive immigration reform protecting DACA recipients, TPS holders, farm workers, and asylum seekers from deportation; his record shows consistent opposition to mass deportation and targeting long-term residents without serious violent crime records.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov/issues/immigration/,,
27d57833-842f-427c-bedd-aa1695fe550f,a22215c3-6693-4bc2-b248-01aebba14570,fossil-fuels,2,"Lujan voted to ban offshore oil drilling in the Gulf of Mexico and advocates shifting tax breaks from oil companies to renewable development; his Green New Deal co-sponsorship and net-zero power sector legislation indicate support for stopping new fossil fuel permits.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov/issues/environment/,,
27d57833-842f-427c-bedd-aa1695fe550f,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,healthcare,2,"Lujan cosponsored Medicare for All but also backed a public option via healthcare Exchanges and defended the ACA; his position prioritizes universal coverage through a mix of public programs and regulated private options rather than a fully single-payer system.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov/issues/healthcare/,,
27d57833-842f-427c-bedd-aa1695fe550f,4938766b-b45a-46e3-93bd-b8b30651271a,homelessness,2,"Lujan supports significant investment in shelter capacity, outreach, and mental health services to address homelessness and has backed decriminalizing non-violent poverty-related offenses; his civil rights and housing record indicates preference for service-based solutions over punitive enforcement.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov,,
27d57833-842f-427c-bedd-aa1695fe550f,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"Lujan voted for the American Rescue Plan and Inflation Reduction Act which included significant affordable housing provisions; he has backed programs to build affordable units and expand rental assistance for low- and middle-income families.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov,,
27d57833-842f-427c-bedd-aa1695fe550f,4e2c69ce-591e-4197-9cd5-7aceff79d390,immigration,2,"Lujan supports significantly increasing legal immigration pathways and citizenship routes for DREAMers and TPS holders; he backed comprehensive reform described as fair and just and introduced legislation to disallow religion-based immigration bans.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov/issues/immigration/,,
27d57833-842f-427c-bedd-aa1695fe550f,9db07b16-1076-4b7d-ad89-ebe7b51f4336,judicial-criminal-justice,2,"Lujan voted for the George Floyd Justice in Policing Act and backed ending for-profit prisons, cash bail, and mandatory minimums; he supported the First Step Act to reduce recidivism and mass incarceration and favors reducing incarceration through diversion and treatment alternatives.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov,,
27d57833-842f-427c-bedd-aa1695fe550f,448b1c9a-b6f3-42b8-8f39-d3bbb5bfa9ee,judicial-interpretation,1,"Lujan is described as judicially liberal and voted to remove Trump from office for inciting insurrection and to create a Jan. 6 Commission; he has consistently backed nominees and constitutional interpretations that expand civil rights and individual protections.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov,,
27d57833-842f-427c-bedd-aa1695fe550f,cab61e8a-64fe-4bbd-bc08-fe9914d0091b,medicare/aid,2,"Lujan cosponsored Medicare for All and backed lowering the Medicare eligibility age while significantly expanding Medicaid; he rated 100% by the ARA for protecting the Medicare and Social Security Trust Funds and opposed any cuts or partial privatization.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov/issues/healthcare/,,
27d57833-842f-427c-bedd-aa1695fe550f,ddd65d64-9dc7-4208-a30f-59f4b9c0653d,misinformation,2,"Lujan chairs the Senate Commerce subcommittee on tech and broadband and has focused on holding online platforms accountable for harmful content and algorithms; he backed net neutrality and platform accountability legislation and supports mandated transparency requirements.",https://lujan.senate.gov/issues/,https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,,
27d57833-842f-427c-bedd-aa1695fe550f,48cc9585-ec22-4f53-8d42-6839828dd36f,redistricting,2,"Lujan supported the For the People Act and Freedom to Vote Act which would establish independent redistricting commissions with equal representation from both major parties as a federal standard; his record favors removing partisan control over redistricting.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov,,
27d57833-842f-427c-bedd-aa1695fe550f,6b9ba6d9-1001-43f5-b073-4d37130696fd,religious-freedom,3,"Lujan earned an A from the Center for Freethought Equality for secularism while also supporting tribal sacred site protections; his record shows a balance between protecting religious practices and maintaining civil rights protections in employment and housing without endorsing broad religious exemptions.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov/issues/justice-civil-liberties/,,
27d57833-842f-427c-bedd-aa1695fe550f,c5ab4eab-702f-49b8-9277-8ea53f3835c6,same-sex-marriage,1,"Lujan voted for the Respect for Marriage Act requiring all states to recognize same-sex marriages and provide federal benefits; he has a long record as one of the LGBTQ community strongest advocates backing the Equality Act and full federal protections for same-sex couples.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov/issues/justice-civil-liberties/,,
27d57833-842f-427c-bedd-aa1695fe550f,00b95a6a-75db-4521-b523-3326bba938de,school-vouchers,1,"Lujan explicitly stated he opposes private and religious school voucher programs and that no-strings-attached block grants will kill transparency in public education; he supports fully funding public schools and free community college rather than diverting taxpayer funds to private institutions.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov/issues/,,
27d57833-842f-427c-bedd-aa1695fe550f,87d20824-a6e9-407b-983c-65440084a0ab,social-security,1,"Lujan stated Privatization means gutting the promise our seniors earned (Jul 2025) and reject privatization and do not raise the retirement age; he rated 100% by the ARA and consistently backed expanding Social Security benefits while strongly opposing any cuts or private investment accounts.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov,,
27d57833-842f-427c-bedd-aa1695fe550f,683c8084-2281-4920-a07c-18439b2dd413,tariffs,3,"Lujan stated Trumps tariffs are attacks on working families (Jun 2025) and called trade wars reckless; he backed USMCA for improved North American trade and supported only targeted tariffs against currency manipulators indicating selective use to protect key industries rather than broad protectionism.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov,,
27d57833-842f-427c-bedd-aa1695fe550f,f7e5678d-dadd-4556-a2fc-446e24642ceb,taxes,2,"Lujan voted against the 2017 Republican tax cuts as fiscally irresponsible and supports a minimum 30% tax rate on earners over 1 million dollars; he backs keeping the inheritance tax and reversing TCJA cuts while protecting working-class and middle-class families.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov,,
27d57833-842f-427c-bedd-aa1695fe550f,d1618b9c-0b9e-45af-b986-bb33d270b8e4,trans-athletes,1,"Lujan has been a consistent champion of transgender rights backing pro-transgender policies and the Equality Act which covers gender identity in all public accommodations; he has not supported any restrictions on transgender athletes competing on teams matching their gender identity.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov/issues/justice-civil-liberties/,,
27d57833-842f-427c-bedd-aa1695fe550f,24e9212c-b011-422a-865c-093e35050901,ukraine-support,2,"Lujan voted for Ukraine aid packages in the Senate and has backed strong US support for Ukraine defense against Russia; his foreign policy record shows support for maintaining current levels of military and economic aid consistent with mainstream Democratic Senate positions.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov,,
27d57833-842f-427c-bedd-aa1695fe550f,d1792200-1d3b-4955-a0b7-0e6980d7a7b2,voting-rights,1,"Lujan backed automatic voter registration, a holiday on election day, 15 days of early voting nationwide, and opposed photo ID requirements as vote suppression; he sponsored legislation expanding voter registration and access and backed DC statehood to extend full voting rights.",https://www.ontheissues.org/Senate/Ben_Ray_Lujan.htm,https://lujan.senate.gov,,
3cc5cece-cec0-4490-8faa-37a6b66231c7,af2fdfd6-02c4-49df-b09c-cf8536f4773f,abortion,1,"Sanders is strongly pro-choice with a 100% NARAL rating, explicitly opposes the Hyde Amendment, and supports abortion access at all stages of pregnancy including public funding for reproductive healthcare.",https://www.ontheissues.org/Senate/Bernie_Sanders.htm,https://sanders.senate.gov/issues/,
3cc5cece-cec0-4490-8faa-37a6b66231c7,666bf03d-81fc-4138-ab15-69ae734c9023,ai-regulation,4,"Sanders released a May 2026 statement warning that the world is woefully unprepared for the threats posed by the rapid and uncontrolled development of artificial intelligence, and has proposed a robot tax on corporations to fund displaced workers, indicating support for close government monitoring before advanced AI deployment.",https://sanders.senate.gov/newsroom/press-releases/,https://en.wikipedia.org/wiki/Political_positions_of_Bernie_Sanders,
3cc5cece-cec0-4490-8faa-37a6b66231c7,92730f69-ae57-401c-8ad1-2d07834a895d,campaign-finance,1,"Sanders introduced legislation in May 2026 to abolish Super PACs entirely, supports a constitutional amendment reversing Citizens United, and advocates for full public financing of elections while refusing Super PAC donations in his own campaigns.",https://sanders.senate.gov/newsroom/press-releases/,https://www.ontheissues.org/Senate/Bernie_Sanders.htm,
3cc5cece-cec0-4490-8faa-37a6b66231c7,c1ac1330-47f7-44ec-baf3-c913d926b97c,childcare,1,"Sanders advocates for universal guaranteed childcare for all children from birth regardless of income, stating the ages 0 to 4 are the most important years and proposing federal funding for a comprehensive early childhood program.",https://www.ontheissues.org/Senate/Bernie_Sanders.htm,https://sanders.senate.gov/issues/,
3cc5cece-cec0-4490-8faa-37a6b66231c7,0bc588c6-39e1-4084-b5de-cac909b8b762,civil-rights,1,"Sanders supports a federal commission to investigate reparations for slavery, has stated we have a racist society from top to bottom, and advocates mandatory racial equity requirements across institutions combined with criminal justice and economic justice reforms.",https://www.ontheissues.org/Senate/Bernie_Sanders.htm,https://en.wikipedia.org/wiki/Political_positions_of_Bernie_Sanders,
3cc5cece-cec0-4490-8faa-37a6b66231c7,f1e44d66-5d27-4b51-b54f-b7ace86f6a3c,climate-change,2,"Sanders co-sponsored the Green New Deal and his own Climate Emergency Resolution, advocates transitioning to 100% renewable energy with a fracking ban by 2025 and phasing out fossil fuels by 2030, earning a 92% lifetime LCV score and 94% in 2025.",https://sanders.senate.gov/issues/,https://www.lcv.org/congressional-scorecard/moc/bernie-sanders,https://www.ontheissues.org/Senate/Bernie_Sanders.htm
3cc5cece-cec0-4490-8faa-37a6b66231c7,44905f3b-e105-4f6c-afc7-5d223813dbac,deportation,2,"Sanders opposes mass deportations, supports DACA protections and a path to citizenship for all 11 million undocumented immigrants currently in the country, and has stated he will stand with undocumented immigrants against enforcement raids.",https://www.ontheissues.org/Senate/Bernie_Sanders.htm,,
3cc5cece-cec0-4490-8faa-37a6b66231c7,a22215c3-6693-4bc2-b248-01aebba14570,fossil-fuels,1,"Sanders advocates an immediate ban on fracking by 2025, proposes the End Polluter Welfare Act eliminating all fossil fuel subsidies, and opposes any new fossil fuel drilling on public lands while calling fossil fuel industry profits a moral issue.",https://sanders.senate.gov/issues/,https://www.ontheissues.org/Senate/Bernie_Sanders.htm,
3cc5cece-cec0-4490-8faa-37a6b66231c7,e8dad4a8-eb93-4931-91f5-d8fb5d7dd529,healthcare,1,"Sanders is the leading Senate champion of Medicare for All, a single-payer system replacing all private insurance, stating Medicare for All is already a compromise and having introduced the bill in multiple Congresses to establish universal coverage for every American.",https://sanders.senate.gov/issues/,https://www.ontheissues.org/Senate/Bernie_Sanders.htm,
3cc5cece-cec0-4490-8faa-37a6b66231c7,4938766b-b45a-46e3-93bd-b8b30651271a,homelessness,2,"Sanders explicitly called for ending homelessness through a $2.5 trillion affordable housing plan with housing-first approaches, expanded shelter capacity, and investment in mental health and addiction services alongside outreach workers.",https://en.wikipedia.org/wiki/Political_positions_of_Bernie_Sanders,https://www.ontheissues.org/Senate/Bernie_Sanders.htm,
3cc5cece-cec0-4490-8faa-37a6b66231c7,669cac97-66a6-4087-b036-936fbe62efb3,housing,2,"Sanders proposed spending $2.5 trillion to build nearly 10 million affordable housing units, implement national rent control limiting increases to 3% or 1.5 times inflation, and significantly expand rental assistance programs.",https://en.wikipedia.org/wiki/Political_positions_of_Bernie_Sanders,https://www.ontheissues.org/Senate/Bernie_Sanders.htm,
3cc5cece-cec0-4490-8faa-37a6b66231c7,4e2c69ce-591e-4197-9cd5-7aceff79d390,immigration,2,"Sanders supports significantly expanding legal immigration, providing a path to citizenship for all 11 million undocumented immigrants, protecting DACA recipients, and opposes the border wall as a primary solution while calling guest worker programs exploitative.",https://www.ontheissues.org/Senate/Bernie_Sanders.htm,,
3cc5cece-cec0-4490-8faa-37a6b66231c7,9db07b16-1076-4b7d-ad89-ebe7b51f4336,judicial-criminal-justice,1,"Sanders advocates eliminating private prisons, ending cash bail, opposing the death penalty, ending mandatory minimums, legalizing marijuana, and eliminating qualified immunity for police, a comprehensive decarceration platform focused on community investment over incarceration.",https://sanders.senate.gov/issues/,https://www.ontheissues.org/Senate/Bernie_Sanders.htm,
3cc5cece-cec0-4490-8faa-37a6b66231c7,448b1c9a-b6f3-42b8-8f39-d3bbb5bfa9ee,judicial-interpretation,1,"Sanders supports expanding the Supreme Court and has endorsed abolishing the filibuster to pass progressive legislation, consistently advocating for a living constitutionalist approach prioritizing civil rights and economic justice over strict original text interpretation.",https://en.wikipedia.org/wiki/Political_positions_of_Bernie_Sanders,https://www.ontheissues.org/Senate/Bernie_Sanders.htm,
3cc5cece-cec0-4490-8faa-37a6b66231c7,cab61e8a-64fe-4bbd-bc08-fe9914d0091b,medicare/aid,1,"Sanders has introduced Medicare for All legislation in every recent Congress to expand Medicare to cover every American regardless of age and fold Medicaid into a universal system, while co-chairing the Expand Social Security Caucus to boost benefits.",https://sanders.senate.gov/issues/,https://www.ontheissues.org/Senate/Bernie_Sanders.htm,
3cc5cece-cec0-4490-8faa-37a6b66231c7,ddd65d64-9dc7-4208-a30f-59f4b9c0653d,misinformation,2,"Sanders advocates breaking up Big Tech giants including Facebook and Google to address their outsized influence on information, supports net neutrality and algorithmic transparency requirements, and has expressed concern that mainstream media focuses on sensationalism over substantive policy.",https://www.ontheissues.org/Senate/Bernie_Sanders.htm,https://sanders.senate.gov/issues/,
3cc5cece-cec0-4490-8faa-37a6b66231c7,48cc9585-ec22-4f53-8d42-6839828dd36f,redistricting,2,"Sanders co-sponsored the For the People Act (S.1) which establishes independent redistricting commissions with equal bipartisan representation as the national standard and prohibits partisan gerrymandering.",https://www.ontheissues.org/Senate/Bernie_Sanders.htm,,
3cc5cece-cec0-4490-8faa-37a6b66231c7,6b9ba6d9-1001-43f5-b073-4d37130696fd,religious-freedom,2,"Sanders protects religious freedom while consistently opposing its use to override anti-discrimination protections in employment and housing, stating religious freedom means no religious registry and opposing religion-based immigration discrimination.",https://www.ontheissues.org/Senate/Bernie_Sanders.htm,,
3cc5cece-cec0-4490-8faa-37a6b66231c7,c5ab4eab-702f-49b8-9277-8ea53f3835c6,same-sex-marriage,1,"Sanders has supported LGBTQ equality since approving Gay Rights Day in Burlington as mayor in 1983, is rated 100% by the Human Rights Campaign, and supports nationwide same-sex marriage with full federal benefits and protections for all same-sex couples.",https://www.ontheissues.org/Senate/Bernie_Sanders.htm,,
3cc5cece-cec0-4490-8faa-37a6b66231c7,00b95a6a-75db-4521-b523-3326bba938de,school-vouchers,1,"Sanders explicitly stated no privatization and no vouchers, advocating fully funding public schools while opposing any diversion of taxpayer money to private institutions and supporting charter schools only when held to public school accountability standards.",https://www.ontheissues.org/Senate/Bernie_Sanders.htm,,
