state,jurisdiction,chamber,office,full_name,party,stances,already_searched,seat_link,jurisdiction_from,official_urls,politician_id
CA,,,"Judge, Los Angeles County Superior Court",Lawrence P. Riff,NP,0,,legacy office_id,representing_state,,9344b3c7-365d-4488-a184-1d52686bd6aa
CA,,,"Judge, Los Angeles County Superior Court",Lee S. Arian,NP,0,,legacy office_id,representing_state,,07264c9f-8ddd-4138-8b27-e272f28b1e4b
CA,,,"Judge, Los Angeles County Superior Court",Lee W. Tsao,NP,0,,legacy office_id,representing_state,,0c4c3fd1-2298-4915-b2de-e12a2e50989c
CA,,,"Judge, Los Angeles County Superior Court",Leonard Torrealba,NP,0,,legacy office_id,representing_state,,f6df21c0-fdb6-4a1c-be72-b84731a3ce07
CA,,,"Judge, Los Angeles County Superior Court",Leslie B. Gutierrez,NP,0,,legacy office_id,representing_state,,a30a554c-c9ec-4f7d-987a-3b98230839ef
CA,,,"Judge, Los Angeles County Superior Court",Lia R. Martin,NP,0,,legacy office_id,representing_state,,49aa4441-e0db-434c-a2c2-af4ce6e32bac
CA,,,"Judge, Los Angeles County Superior Court",Liliana H. Gonzalez,NP,0,,legacy office_id,representing_state,,0c0c0330-7c99-4ab3-a4ce-47ff6e23edc0
CA,,,"Judge, Los Angeles County Superior Court",Lillian Vega Jacobs,NP,0,,legacy office_id,representing_state,,10d95352-504b-49d1-90c3-cd315f898db6
CA,,,"Judge, Los Angeles County Superior Court",Linda L. Sun,NP,0,,legacy office_id,representing_state,,c5e11b84-b47b-40ba-a6b8-2b2716d89ddb
CA,,,"Judge, Los Angeles County Superior Court",Lisa B. Lench,NP,0,,legacy office_id,representing_state,,1ebad6e0-cd67-4b5d-93be-158130785a3f
CA,,,"Judge, Los Angeles County Superior Court",Lisa K. Sepe-Wiesenfeld,NP,0,,legacy office_id,representing_state,,e1b6071b-4dd4-4810-ba83-9bee295f2303
CA,,,"Judge, Los Angeles County Superior Court",Lisa Mangay Chung,NP,0,,legacy office_id,representing_state,,2fde9d66-d6e7-4ba9-95dc-65aeee3fdeb1
CA,,,"Judge, Los Angeles County Superior Court",Lisa R. Jaskol,NP,0,,legacy office_id,representing_state,,139afd33-0afc-4296-83bc-1e13d34201a1
CA,,,"Judge, Los Angeles County Superior Court",Lisa R. Washington,NP,0,,legacy office_id,representing_state,,d466c01d-cc26-49f4-b142-ae8378ece703
CA,,,"Judge, Los Angeles County Superior Court",Lisa Strassner,NP,0,,legacy office_id,representing_state,,9e8a3860-87a0-4e7a-9b27-fa7ca080e7df
CA,,,"Judge, Los Angeles County Superior Court",Lisa Tamashiro Coen,NP,0,,legacy office_id,representing_state,,f758bd67-43a6-4152-966a-0c0520c72d1a
CA,,,"Judge, Los Angeles County Superior Court",Lori R. Behar,NP,0,,legacy office_id,representing_state,,33fe04d9-e423-4d76-a69d-aa4d27352585
CA,,,"Judge, Los Angeles County Superior Court",Lowrie J. Mendoza,NP,0,,legacy office_id,representing_state,,c901ab7d-d143-431f-8072-53367f0b4716
CA,,,"Judge, Los Angeles County Superior Court",Lowynn Y. Young,NP,0,,legacy office_id,representing_state,,46cebaf9-639e-487f-b3ed-3a87ee04e213
CA,,,"Associate Justice, 2nd District Court of Appeal, Division 2",Luis A. Chavez,NP,0,,legacy office_id,representing_state,,a72738af-470d-4f18-b0b1-7a615df28a59
CA,,,"Judge, Los Angeles County Superior Court",Lynette Marie Gridiron Winston,NP,0,,legacy office_id,representing_state,,3f2683f4-4a6d-43d4-9c93-fa019a2e151d
CA,,,"Judge, Los Angeles County Superior Court",Lynn D. Olson,NP,0,,legacy office_id,representing_state,,a4a498b7-bfb5-4a00-9b56-e6c42a805dcb
CA,,,"Judge, Los Angeles County Superior Court",Lynn H Scaduto,NP,0,,legacy office_id,representing_state,,4f955cae-977f-4a98-ab9a-494a9f3f86a1
CA,,,"Judge, Los Angeles County Superior Court",Lynne M. Hobbs,NP,0,,legacy office_id,representing_state,,919c566f-8f80-4652-9e5b-4a387000b57d
CA,,,"Judge, Los Angeles County Superior Court",Manuel Almada,NP,0,,legacy office_id,representing_state,,fc5991e8-a932-40c0-9ffa-ba73c171ee03
CA,,,"Judge, Los Angeles County Superior Court",Marc D. Gross,NP,0,,legacy office_id,representing_state,,4da90f0f-d104-44df-9c59-0603868a9a71
CA,,,"Judge, Los Angeles County Superior Court",Marcelita V. Haynes,NP,0,,legacy office_id,representing_state,,e7f3833b-182e-412f-9a19-73d59e0028b4
CA,,,"Associate Justice, 2nd District Court of Appeal, Division 1",Margaret M. Chaney,NP,0,,legacy office_id,representing_state,,cd0c26e6-97af-42cf-8069-55f14cf3b923
CA,,,"Judge, Los Angeles County Superior Court",Marguerite D. Downing,NP,0,,legacy office_id,representing_state,,f9a83388-b160-4d5d-a79e-39ff5418a39f
CA,,,"Judge, Los Angeles County Superior Court",Maria Andrea Davalos,NP,0,,legacy office_id,representing_state,,3a8ca22f-2d67-4475-8c2a-a9e6c5ac42d1
CA,,,"Judge, Los Angeles County Superior Court",Maria Byrum,NP,0,,legacy office_id,representing_state,,95d35f90-1211-47af-9cf4-49c65c833e0c
CA,,,"Judge, Los Angeles County Superior Court",Maria Cavalluzzi,NP,0,,legacy office_id,representing_state,,e4aff9ff-7e52-4522-acc0-9989cbbad4a2
CA,,,"Judge, Los Angeles County Superior Court",Maria Lucy Armendariz,NP,0,,legacy office_id,representing_state,,6373965e-fc2c-44a1-9d7c-3ec42e66a6a0
CA,,,"Judge, Los Angeles County Superior Court",Maria Puente-Porras,NP,0,,legacy office_id,representing_state,,6af8e702-641d-4341-93b9-1216dbce9039
CA,,,"Judge, Los Angeles County Superior Court",Mario Barrera,NP,0,,legacy office_id,representing_state,,8b269e4b-855f-4eb8-9a35-29d80b59efb2
CA,,,"Judge, Los Angeles County Superior Court",Marisa Hernandez-Stern,NP,0,,legacy office_id,representing_state,,f59da7cd-3451-4b60-9b95-6596a0c3c927
CA,,,"Judge, Los Angeles County Superior Court",Mark A. Davis,NP,0,,legacy office_id,representing_state,,f4a5bb76-bf05-4f70-8c70-5d561be6a73a
CA,,,"Judge, Los Angeles County Superior Court",Mark A. Juhas,NP,0,,legacy office_id,representing_state,,1d8121e9-b8fe-4c2b-a784-b8d756c2630e
CA,,,"Judge, Los Angeles County Superior Court",Mark A. Young,NP,0,,legacy office_id,representing_state,,e11e80b6-47fe-4775-964a-bd96b726fcf7
CA,,,"Associate Justice, 2nd District Court of Appeal, Division 7",Mark B. Segal,NP,0,,legacy office_id,representing_state,,849d264e-8dc0-48ed-9999-becfb6e28d0a
CA,,,"Judge, Los Angeles County Superior Court",Mark C. Kim,NP,0,,legacy office_id,representing_state,,c5e3943a-c9c0-430c-a23b-10518c9ae142
CA,,,"Judge, Los Angeles County Superior Court",Mark E. Windham,NP,0,,legacy office_id,representing_state,,b301db2a-a21d-452e-bea7-0799cb59c096
CA,,,"Judge, Los Angeles County Superior Court",Mark H. Epstein,NP,0,,legacy office_id,representing_state,,a67da99b-0c98-440c-846c-3a7c8fc9c532
CA,,,"Judge, Los Angeles County Superior Court",Mark K. Hanasono,NP,0,,legacy office_id,representing_state,,63646cf7-5096-4df7-8409-81749a35feb0
CA,,,"Judge, Los Angeles County Superior Court",Mark S. Arnold,NP,0,,legacy office_id,representing_state,,2f0754aa-f5d1-4df1-8005-f3e7a79edf58
CA,,,"Judge, Los Angeles County Superior Court",Marsha N. Revel,NP,0,,legacy office_id,representing_state,,d5aad27f-0106-4bed-9fae-1a184c7042b7
CA,,,"Judge, Los Angeles County Superior Court",Martha A. Matthews,NP,0,,legacy office_id,representing_state,,1adc3c55-46d6-4c43-bf8a-9646e50e5265
CA,,,Associate Justice of the California Supreme Court,Martin J. Jenkins,NP,0,,legacy office_id,representing_state,,fa6ce836-c643-4152-812f-66203a93196b
CA,,,"Associate Justice, 2nd District Court of Appeal, Division 6",Martin J. Tangeman,NP,0,,legacy office_id,representing_state,,cbe8f7d9-7ace-4fcb-a7e7-84d90dd2281a
CA,,,"Judge, Los Angeles County Superior Court",Mary Ann Murphy,NP,0,,legacy office_id,representing_state,,47674b97-fbe8-4d6c-baf6-eba29a04b7b3
CA,,,"Judge, Los Angeles County Superior Court",Mary E. Kelly,NP,0,,legacy office_id,representing_state,,4b2d8b99-cee7-4475-8694-b09d6e5b5313
CA,,,"Judge, Los Angeles County Superior Court",Maureen Duffy-Lewis,NP,0,,legacy office_id,representing_state,,4f91b225-2f0e-472b-92b0-1e905c33c0f5
CA,,,"Judge, Los Angeles County Superior Court",Maurice A. Leiter,NP,0,,legacy office_id,representing_state,,627d0162-83e7-48e3-b2dc-3b8bfea014d1
CA,,,"Judge, Los Angeles County Superior Court",Melanie Ochoa,NP,0,,legacy office_id,representing_state,,558b11ec-2d8b-4334-b618-74f366d0d33d
CA,,,"Judge, Los Angeles County Superior Court",Melissa C. Lyons,NP,0,,legacy office_id,representing_state,,68d69bb6-8f8f-40d6-83cb-2d62c30c93ba
CA,,,"Judge, Los Angeles County Superior Court",Melissa N. Widdifield,NP,0,,legacy office_id,representing_state,,bffd0ce3-5492-4084-8d4c-a211c6989151
CA,,,"Judge, Los Angeles County Superior Court",Melissa R. Hammond,NP,0,,legacy office_id,representing_state,,c9aea949-d6ca-42b5-903b-13d4bfd7d437
CA,,,"Judge, Los Angeles County Superior Court",Melvin D. Sandvig,NP,0,,legacy office_id,representing_state,,f44a32c6-2e3b-41d6-b320-e3826e315117
CA,,,"Judge, Los Angeles County Superior Court",Michael B. Harwin,NP,0,,legacy office_id,representing_state,,63c88a72-7513-4343-b8fe-7e7bc8379392
CA,,,"Judge, Los Angeles County Superior Court",Michael C. Small,NP,0,,legacy office_id,representing_state,,4584a0fb-8f9e-4e08-9b19-962cc5ef009e
CA,,,"Judge, Los Angeles County Superior Court",Michael D. Carter,NP,0,,legacy office_id,representing_state,,327990f3-1339-4572-bfa7-6052aa042ddc
CA,,,"Judge, Los Angeles County Superior Court",Michael D. Weinstein,NP,0,,legacy office_id,representing_state,,292620c1-48a8-4e5d-bf6f-d2c1ac1acc45
CA,,,"Judge, Los Angeles County Superior Court",Michael E. Pastor,NP,0,,legacy office_id,representing_state,,b3fce625-41d9-40e8-a8b0-05ad7e33a379
CA,,,"Judge, Los Angeles County Superior Court",Michael E. Whitaker,NP,0,,legacy office_id,representing_state,,a9e399e3-4931-4156-beb7-8c47c7658790
CA,,,"Judge, Los Angeles County Superior Court",Michael Garcia,NP,0,,legacy office_id,representing_state,,a22afc76-28ba-40ea-a6c3-9de84fd61b3f
CA,,,"Judge, Los Angeles County Superior Court",Michael J. Convey,NP,0,,legacy office_id,representing_state,,8ae05db6-598f-4040-a169-a9eddbfb187c
CA,,,"Judge, Los Angeles County Superior Court",Michael J. O'Gara,NP,0,,legacy office_id,representing_state,,64fe3f3d-dd73-4d9e-9c7c-2c455eca1c3f
CA,,,"Judge, Los Angeles County Superior Court",Michael J. Shultz,NP,0,,legacy office_id,representing_state,,846fd6fd-6d07-4e0c-aecb-873d81c1f6c2
CA,,,"Judge, Los Angeles County Superior Court",Michael P. Vicencia,NP,0,,legacy office_id,representing_state,,8f90d492-5ca2-4f1e-9a3b-f10117b86bd1
CA,,,"Judge, Los Angeles County Superior Court",Michael R. Amerian,NP,0,,legacy office_id,representing_state,,22da3e5e-5bfe-496d-899e-0119c027e9b4
CA,,,"Judge, Los Angeles County Superior Court",Michael R. Powell,NP,0,,legacy office_id,representing_state,,6d960cec-49cf-42a5-9aff-12f3d72bfc5c
CA,,,"Judge, Los Angeles County Superior Court",Michael Terrell,NP,0,,legacy office_id,representing_state,,79e3d664-070f-4c76-9854-228b77688e1f
CA,,,"Judge, Los Angeles County Superior Court",Michael V. Jesic,NP,0,,legacy office_id,representing_state,,a1e9a341-39c0-4a7c-a6aa-0644cdcd76bc
CA,,,"Judge, Los Angeles County Superior Court",Michael Villalobos,NP,0,,legacy office_id,representing_state,,9f6f9ec8-4758-4c3d-a17b-009eb6ff2b2c
CA,,,"Judge, Los Angeles County Superior Court",Michael Wilson,NP,0,,legacy office_id,representing_state,,ba924ff4-6f07-4a20-8b35-b023e87eb87c
CA,,,"Judge, Los Angeles County Superior Court",Michele E. Flurer,NP,0,,legacy office_id,representing_state,,57dc1d9e-2fc7-410b-85e5-66de6f3ff5eb
CA,,,"Judge, Los Angeles County Superior Court",Michelle E. DeCasas,NP,0,,legacy office_id,representing_state,,e13bb171-4def-465a-a3b8-58f71bf99000
CA,,,"Judge, Los Angeles County Superior Court",Michelle Graves,NP,0,,legacy office_id,representing_state,,035fb82f-054d-4f87-b429-4802f084f0d3
CA,,,"Judge, Los Angeles County Superior Court",Michelle L. Kazadi,NP,0,,legacy office_id,representing_state,,79dfa3e7-8913-43d4-81fd-6e866a9c9ad2
CA,,,"Judge, Los Angeles County Superior Court",Michelle M. Ahnn,NP,0,,legacy office_id,representing_state,,b199d257-ef2d-4a7a-a207-5a8d2887825d
CA,,,"Judge, Los Angeles County Superior Court",Michelle S. Short,NP,0,,legacy office_id,representing_state,,4f5297b7-faa6-4f54-aa38-b6b01b14967d
CA,,,"Judge, Los Angeles County Superior Court",Miguel T. Espinoza,NP,0,,legacy office_id,representing_state,,1ae8e050-24f8-460c-a8ca-343949278b2e
CA,,,"Judge, Los Angeles County Superior Court",Mike Camacho,NP,0,,legacy office_id,representing_state,,8f822a32-c333-46ed-81cf-dc7ec32f5589
CA,,,"Judge, Los Angeles County Superior Court",Mildred Escobedo,NP,0,,legacy office_id,representing_state,,f98de822-1d2e-486e-b162-308d0266b8c4
CA,,,"Judge, Los Angeles County Superior Court",Nancy Ramirez,NP,0,,legacy office_id,representing_state,,df9ed8e3-bf6c-4693-a98a-6e30262ce75b
CA,,,"Judge, Los Angeles County Superior Court",Natalie Nardecchia,NP,0,,legacy office_id,representing_state,,48870a95-fa76-462a-ad5b-1d311b33723d
CA,,,"Judge, Los Angeles County Superior Court",Neetu S Badhan-Smith,NP,0,,legacy office_id,representing_state,,1fb60d57-adbd-43e6-9572-0a2a938414ab
CA,,,"Judge, Los Angeles County Superior Court",Nicholas F. Daum,NP,0,,legacy office_id,representing_state,,442acd9b-0128-4a8a-a033-3e82306d4566
CA,,,"Judge, Los Angeles County Superior Court",Nicole C. Bershon,NP,0,,legacy office_id,representing_state,,d854ca42-a5e3-48a1-ae43-3db871a3753f
CA,,,"Judge, Los Angeles County Superior Court",Nicole M. Heeseman,NP,0,,legacy office_id,representing_state,,027742c4-419e-4651-8160-66940bdfa20f
CA,,,"Judge, Los Angeles County Superior Court",Olivia Rosales,NP,0,,legacy office_id,representing_state,,2871f89a-a9c0-42f4-a08f-4726de7b5214
CA,,,"Judge, Los Angeles County Superior Court",Pamela J Dansby,NP,0,,legacy office_id,representing_state,,050229c7-3a09-4ee4-ab89-4353ef0f1747
CA,,,"Judge, Los Angeles County Superior Court",Pamela M. Villanueva,NP,0,,legacy office_id,representing_state,,da4f64b2-c70b-4513-a3e2-46888b36a487
CA,,,"Judge, Los Angeles County Superior Court",Pamela T Usher,NP,0,,legacy office_id,representing_state,,53c51835-d9d2-4b5d-a7aa-1a0a203c0791
CA,,,"Judge, Los Angeles County Superior Court",Paris G. Lewis,NP,0,,legacy office_id,representing_state,,788dedc0-f174-4080-bb79-cc2d26a7e61d
CA,,,"Judge, Los Angeles County Superior Court",Patricia A. Hunter,NP,0,,legacy office_id,representing_state,,7eafcd3e-a756-494a-8246-2d5e5172aa1d
CA,,,"Judge, Los Angeles County Superior Court",Patricia A. Young,NP,0,,legacy office_id,representing_state,,6e7d7fad-b1cf-4f23-9310-6e7b9357d39a
CA,,,"Judge, Los Angeles County Superior Court",Patricia Jo Titus,NP,0,,legacy office_id,representing_state,,2171385f-1aca-44b5-9807-305dd6b7f4a6
CA,,,"Judge, Los Angeles County Superior Court",Patrick Earl Hare,NP,0,,legacy office_id,representing_state,,e669ee07-0951-4d4e-ab80-6b8b538f4897
CA,,,"Judge, Los Angeles County Superior Court",Patrick T. Madden,NP,0,,legacy office_id,representing_state,,4d8b228a-3ceb-4637-af0a-e242b1c2674d
CA,,,"Judge, Los Angeles County Superior Court",Patti Jo McKay,NP,0,,legacy office_id,representing_state,,9cee29ee-cfda-495d-83e2-11eef45370a0
CA,,,"Judge, Los Angeles County Superior Court",Peter A. Hernandez,NP,0,,legacy office_id,representing_state,,d334431c-afbe-4c30-96cf-9efe640aa204
CA,,,"Judge, Los Angeles County Superior Court",Peter J. Mirich,NP,0,,legacy office_id,representing_state,,8b1c1436-8dd0-47a5-abe5-82d4747eb72f
CA,,,"Judge, Los Angeles County Superior Court",Philip Marshall,NP,0,,legacy office_id,representing_state,,4a5af7c8-0cbf-4ceb-b330-ea66a4cf320f
CA,,,"Judge, Los Angeles County Superior Court",Ralph C. Hofer,NP,0,,legacy office_id,representing_state,,b2b0ae35-ca95-4516-8e1c-7781e455aead
CA,,,"Judge, Los Angeles County Superior Court",Ramiro P. Cisneros,NP,0,,legacy office_id,representing_state,,bf84c3ff-cf09-4fa8-9f4a-4957aa5b5e44
CA,,,"Judge, Los Angeles County Superior Court",Randolph M. Hammock,NP,0,,legacy office_id,representing_state,,6515c4e3-294e-4ced-a657-f4e62ac023db
CA,,,"Judge, Los Angeles County Superior Court",Ray G. Jurado,NP,0,,legacy office_id,representing_state,,1ac2d74d-f28c-4cb7-9f72-c825f401f6f9
CA,,,"Judge, Los Angeles County Superior Court",Reginald L. Neal,NP,0,,legacy office_id,representing_state,,5a2b6d44-647d-4180-8e7e-8dfc6c81332a
CA,,,"Judge, Los Angeles County Superior Court",Rene C. Gilbertson,NP,0,,legacy office_id,representing_state,,2cf14592-4e93-4776-b1f6-8849ad1dfe5c
CA,,,"Judge, Los Angeles County Superior Court",Renee F. Korn,NP,0,,legacy office_id,representing_state,,ef9cb4fb-05ba-4fce-802d-8f965cea66be
CA,,,"Judge, Los Angeles County Superior Court",Ricardo R. Ocampo,NP,0,,legacy office_id,representing_state,,aa8fa475-1af2-4537-a90b-6c3f6a835f34
CA,,,"Judge, Los Angeles County Superior Court",Richard Bloom,NP,0,,legacy office_id,representing_state,,65557616-3f90-44e9-b1dd-5b37b6b12dc4
CA,,,"Judge, Los Angeles County Superior Court",Richard F. Walmark,NP,0,,legacy office_id,representing_state,,c6b5cdbe-6960-4428-a6ef-373e1c92977a
CA,,,"Judge, Los Angeles County Superior Court",Richard H. Kirschner,NP,0,,legacy office_id,representing_state,,3f33ddc3-d0ad-48f8-bd72-5ee3e8daf32b
CA,,,"Judge, Los Angeles County Superior Court",Richard L. Fruin Jr.,NP,0,,legacy office_id,representing_state,,7be3d575-7188-4fda-a9f8-2aab8b9e021f
CA,,,"Judge, Los Angeles County Superior Court",Richard M. Goul,NP,0,,legacy office_id,representing_state,,8ce5703f-9238-49d4-991b-17216faa54fe
CA,,,"Judge, Los Angeles County Superior Court",Richard S. Kemalyan,NP,0,,legacy office_id,representing_state,,b2de3928-8fca-4aa8-8192-faffca6e2723
CA,,,"Judge, Los Angeles County Superior Court",Rita L. Badhan,NP,0,,legacy office_id,representing_state,,758cb13b-ab22-4c6a-a4b8-bdedce6e515a
CA,,,"Judge, Los Angeles County Superior Court",Rob B. Villeza,NP,0,,legacy office_id,representing_state,,7d55ac16-23e7-44ea-ae58-6272f9933f76
CA,,,"Judge, Los Angeles County Superior Court",Robert Broadbelt III,NP,0,,legacy office_id,representing_state,,e5237ee4-6f69-42d4-843f-abbf275bd9eb
CA,,,"Judge, Los Angeles County Superior Court",Robert C. Vanderet,NP,0,,legacy office_id,representing_state,,10836cc6-6a8f-4a3c-87fe-fa216183eee6
CA,,,"Judge, Los Angeles County Superior Court",Robert E. Sanchez DuFour,NP,0,,legacy office_id,representing_state,,94dee9d2-5527-41c7-8bbe-69158093ab1b
CA,,,"Judge, Los Angeles County Superior Court",Robert G. Chu,NP,0,,legacy office_id,representing_state,,f7780d11-f00b-4140-be19-a5c0632c9d82
CA,,,"Judge, Los Angeles County Superior Court",Robert S. Harrison,NP,0,,legacy office_id,representing_state,,f7afd782-fa9e-484c-873a-c7b865dc66e9
CA,,,"Judge, Los Angeles County Superior Court",Robert S. Wada,NP,0,,legacy office_id,representing_state,,11742c7b-ecfb-4fd1-9361-46e5b6dc6bea
CA,,,"Judge, Los Angeles County Superior Court",Robert Serna,NP,0,,legacy office_id,representing_state,,5b92abd3-9ece-432b-8489-a4ddebbce227
CA,,,"Judge, Los Angeles County Superior Court",Roberto Longoria,NP,0,,legacy office_id,representing_state,,7ab2d631-f812-4255-ad7d-1941457c365e
CA,,,"Judge, Los Angeles County Superior Court",Robin Miller Sloan,NP,0,,legacy office_id,representing_state,,f658871e-3d8d-4ed3-a1bb-3a8025085b0a
CA,,,"Judge, Los Angeles County Superior Court",Roger T. Ito,NP,0,,legacy office_id,representing_state,,af808698-6cc0-4753-951c-c716dd0ee42a
CA,,,"Judge, Los Angeles County Superior Court",Ronald F. Frank,NP,0,,legacy office_id,representing_state,,524083c5-62e0-4766-bd48-960797d1232f
CA,,,"Judge, Los Angeles County Superior Court",Ronald O. Kaye,NP,0,,legacy office_id,representing_state,,beb47faf-cbab-445b-857e-9f2b965311af
CA,,,"Judge, Los Angeles County Superior Court",Ronald S. Coen,NP,0,,legacy office_id,representing_state,,a9025889-de22-4321-9d1e-1a7e41f0f329
CA,,,"Judge, Los Angeles County Superior Court",Rosa M. Fregoso,NP,0,,legacy office_id,representing_state,,99e7ce6e-814e-46f5-b375-834c7737cbdd
CA,,,"Judge, Los Angeles County Superior Court",Roy G. Delgado,NP,0,,legacy office_id,representing_state,,61b69001-71cf-480c-a8e0-bebb6ff71b22
CA,,,"Judge, Los Angeles County Superior Court",Ruben N. Garcia,NP,0,,legacy office_id,representing_state,,beef4993-6146-455f-abc7-6f9940d1470d
CA,,,"Judge, Los Angeles County Superior Court",Rubiya Nur,NP,0,,legacy office_id,representing_state,,56977ad5-cc4b-4510-8482-01da975a3333
CA,,,"Judge, Los Angeles County Superior Court",Rudolph A. Diaz,NP,0,,legacy office_id,representing_state,,b7f2376b-da84-4721-880c-f911d38c3780
CA,,,"Judge, Los Angeles County Superior Court",Rupa S. Goswami,NP,0,,legacy office_id,representing_state,,26940e78-46c2-45d5-9d34-a3a6a2753bad
CA,,,"Judge, Los Angeles County Superior Court",Rupert A. Byrdsong,NP,0,,legacy office_id,representing_state,,23b59682-3e87-4ea8-8ab4-3bb87f0bad70
CA,,,"Judge, Los Angeles County Superior Court",Ruth Ann Kwan,NP,0,,legacy office_id,representing_state,,c68968f5-9514-493b-bd9e-9d20c56d491c
CA,,,"Judge, Los Angeles County Superior Court",Ryan Williams,NP,0,,legacy office_id,representing_state,,7d85d99a-86f3-487c-b89f-809c47b1adb4
CA,,,"Judge, Los Angeles County Superior Court",Sabina A. Helton,NP,0,,legacy office_id,representing_state,,94b34b7c-2e34-4c6d-b974-d46bdb0d4d25
CA,,,"Judge, Los Angeles County Superior Court",Sally Espinoza,NP,0,,legacy office_id,representing_state,,70f54c05-d8aa-4e31-8d1c-80cd54509b71
CA,,,"Judge, Los Angeles County Superior Court",Salvatore T. Sirna,NP,0,,legacy office_id,representing_state,,3bf4a701-ce84-4a35-9b86-2d971f6cacfe
CA,,,"Judge, Los Angeles County Superior Court",Sam Ohta,NP,0,,legacy office_id,representing_state,,fa9f3972-c41c-46d8-9cf5-732d1c073b8b
CA,,,"Judge, Los Angeles County Superior Court",Samantha P. Jessner,NP,0,,legacy office_id,representing_state,,dbcd1119-5e0f-4a80-bece-bc94393a179d
CA,,,"Judge, Los Angeles County Superior Court",Sanjay T. Kumar,NP,0,,legacy office_id,representing_state,,9e296bb2-6f18-403c-8dfe-4e7eeb002e8c
CA,,,"Judge, Los Angeles County Superior Court",Sarah J Heidel,NP,0,,legacy office_id,representing_state,,3d36c88f-7d76-44df-be8b-5f0c0c0a5195
CA,,,"Judge, Los Angeles County Superior Court",Scott A. Yang,NP,0,,legacy office_id,representing_state,,92cb140d-0751-462e-98d0-a98c33878d92
CA,,,"Judge, Los Angeles County Superior Court",Scott J Nord,NP,0,,legacy office_id,representing_state,,dc01f4ea-b66a-422e-9077-7f1a18fdf556
CA,,,"Judge, Los Angeles County Superior Court",Scott R. Herin,NP,0,,legacy office_id,representing_state,,89b76973-6bb9-4316-9613-93f62392061b
CA,,,"Judge, Los Angeles County Superior Court",Scott T. Millington,NP,0,,legacy office_id,representing_state,,735331b6-9e0a-4a9c-849d-5445144a1e57
CA,,,"Judge, Los Angeles County Superior Court",Sean D. Coen,NP,0,,legacy office_id,representing_state,,a794d9aa-3251-4bd4-8659-1f0319841e6d
CA,,,"Judge, Los Angeles County Superior Court",Sergio C. Tapia II,NP,0,,legacy office_id,representing_state,,169f1992-0bdf-4350-b2e5-7b5c85f1c1a8
CA,,,"Judge, Los Angeles County Superior Court",Shannon K. Cooley,NP,0,,legacy office_id,representing_state,,b3838bf2-01e9-4684-8ab2-279febc8eb27
CA,,,"Judge, Los Angeles County Superior Court",Shannon Knight,NP,0,,legacy office_id,representing_state,,97680f9a-04c2-4e87-bb5b-aeddd49c490c
CA,,,"Judge, Los Angeles County Superior Court",Shelley L. Kaufman,NP,0,,legacy office_id,representing_state,,ad81c9fe-9e29-4a3b-aa71-a694bb7ccc86
CA,,,"Judge, Los Angeles County Superior Court",Shellie L. Samuels,NP,0,,legacy office_id,representing_state,,cdc920a4-c70c-4d69-a93b-7020fe42844c
CA,,,"Judge, Los Angeles County Superior Court",Shelly B. Torrealba,NP,0,,legacy office_id,representing_state,,68d893e7-9122-42f9-82e8-99a26addae7c
CA,,,"Judge, Los Angeles County Superior Court",Sherry Powell,NP,0,,legacy office_id,representing_state,,a0a48ea9-85ee-4c19-9868-5f6127f5245a
CA,,,"Judge, Los Angeles County Superior Court",Shirley K. Watkins,NP,0,,legacy office_id,representing_state,,78cc3e65-6f2e-47d8-9950-8ca1a2bca094
CA,,,"Judge, Los Angeles County Superior Court",Sonia Govea,NP,0,,legacy office_id,representing_state,,bea54dff-d371-403b-96b9-aab7b001294a
CA,,,"Judge, Los Angeles County Superior Court",Spurgeon E. Smith,NP,0,,legacy office_id,representing_state,,8d2948f5-932d-4c78-ab67-55890d68e5a3
CA,,,"Judge, Los Angeles County Superior Court",Stacy Wiese,NP,0,,legacy office_id,representing_state,,8f3cc778-14ba-4053-b8e2-33b67cdc80a4
CA,,,"Judge, Los Angeles County Superior Court",Stephanie Dixon,NP,0,,legacy office_id,representing_state,,e746ddb3-418c-4da8-8621-d41258fc3674
CA,,,"Judge, Los Angeles County Superior Court",Stephanie M. Bowick,NP,0,,legacy office_id,representing_state,,ec5e59cc-e43a-4fbf-98b1-d2fd75257608
CA,,,"Judge, Los Angeles County Superior Court",Stephanie Santoro,NP,0,,legacy office_id,representing_state,,a90c61c2-c623-4aed-bdd7-60cedc341d10
CA,,,"Judge, Los Angeles County Superior Court",Stephanie Story,NP,0,,legacy office_id,representing_state,,8e36a6df-9243-4755-a4e4-524399086e26
CA,,,"Judge, Los Angeles County Superior Court",Stephen I. Goorvitch,NP,0,,legacy office_id,representing_state,,e4ed4af0-e386-459d-8ecd-28e71e79f6b0
CA,,,"Judge, Los Angeles County Superior Court",Stephen P. Pfahler,NP,0,,legacy office_id,representing_state,,ae92ffad-7fe2-4dfb-90a3-2f6352220ece
CA,,,"Judge, Los Angeles County Superior Court",Stephen T. Morgan,NP,0,,legacy office_id,representing_state,,3447a25f-1893-401e-8e52-72ec1e955345
CA,,,"Judge, Los Angeles County Superior Court",Steve Cochran,NP,0,,legacy office_id,representing_state,,4b2de262-35d0-40bd-96fc-e5da2ca8599d
CA,,,"Judge, Los Angeles County Superior Court",Steven E. Ipson,NP,0,,legacy office_id,representing_state,,df56b816-4c5d-4b67-89c4-cc170cc914b9
