politician_id,full_name,party,stance_count,office_title,district_type,state,tier,evidence,notes
2dcaf90d-f476-4fcf-af03-3d0a7aa5d3bf,Amy M. Sangiolo,Democratic,6,Representative; 11th Middlesex District,STATE_LOWER,ma,1,plausible,
bd563960-3aa8-4d4d-94cb-62b6c2ae0656,Ana-Maria Ramos,Democratic,6,Representative,STATE_LOWER,TX,2,partial,
5b346b19-d6ee-47e2-acbf-5780ca423264,Angelia Pelham,Unknown,6,Council Member Place 3,LOCAL,tx,3,no_evidence,local official in low-evidence jurisdiction
14896652-e36b-4823-afb0-e92e3338929c,Annessa Hartman,Democratic,6,Representative,STATE_LOWER,or,2,partial,
3af0dfad-d1a1-4c91-a859-6f17c5e238b9,Anthony Broadman,Democratic,6,Senator,STATE_UPPER,or,2,partial,
0bffa985-c83b-41c3-8901-19b7dac86cd7,April Dobson,Democratic,6,Representative,STATE_LOWER,or,2,partial,
2cea762f-17c0-42a4-a83f-678a2941c8c9,Barri Worth Girvan,Unknown,6,,,,3,no_evidence,no office record
5e29b685-1f2e-4963-83a8-a7bde5b5250e,Ben Bowman,Democratic,6,Representative,STATE_LOWER,or,2,partial,
0c228d44-a876-4371-bdfd-13fdfd8ea9b6,Bruce Starr,Republican,6,Senator,STATE_UPPER,or,2,partial,
2ddafa6c-f5b8-40d6-a8d8-fce8f4849463,Carolina Herrin,Unknown,6,Utah County Commissioner,,,3,no_evidence,no office record
27a358cd-d4d8-47d6-b2f1-6d984cb46b39,Caroline Menjivar,Democratic,6,,,,3,no_evidence,no office record
2fd2738c-08b0-476b-a059-70b6d88c9f92,Chris Killpack,Unknown,6,City Council,LOCAL,ut,3,no_evidence,local official in low-evidence jurisdiction
dcdc002c-8fd6-415a-a30a-8fc70c83d9ff,Courtney Neron Misslin,Democratic,6,Senator,STATE_UPPER,or,2,partial,
c5640f05-239a-47fd-97f3-e284859c1cc9,Dacia Grayber,Democratic,6,Representative,STATE_LOWER,or,2,partial,
ca6d9c06-e613-46a1-b938-0d89d488b583,Daniel F. Cahill,Democratic,6,Representative; 10th Essex District,STATE_LOWER,ma,1,plausible,
73519742-09c3-4204-871b-076ff1397a14,Daniel Nguyễn,Democratic,6,Representative,STATE_LOWER,or,2,partial,
f8986c05-2e32-4184-bfb2-9d4c244ffd3a,Danillo Sena,Democratic,6,Representative; 37th Middlesex District,STATE_LOWER,ma,1,plausible,
d65e3760-95f3-4ad5-ba29-be01a76ae23b,David F. Bristol,Unknown,6,Mayor,LOCAL,tx,3,no_evidence,local official in low-evidence jurisdiction
00ddecfd-648a-4118-82e6-a60327068b32,David Gomberg,Democratic,6,Representative,STATE_LOWER,or,2,partial,
17035eb6-e7d3-4372-9b96-0741adb57468,Dennis C. Gallagher,Democratic,6,Representative; 8th Plymouth District,STATE_LOWER,ma,1,plausible,
28839e39-6db1-4253-94a4-94ae234c241e,Desrie Campbell,Unknown,6,Council Member,LOCAL,CA,2,partial,
f1d2cfe6-5e70-42f3-a010-bb58ec6a5d86,Emerson Levy,Democratic,6,Representative,STATE_LOWER,or,2,partial,
62decede-7149-40a1-a68a-16e2d3eb62a6,Farrah Chaichi,Democratic,6,Representative,STATE_LOWER,or,2,partial,
6b107b84-afbe-4141-8951-bafb65543dda,Fred Girod,Republican,6,Senator,STATE_UPPER,or,2,partial,
23ba75d2-6eed-4b71-9669-78ab3bb82e98,Geré Feltus,Unknown,6,Council Member District 3,LOCAL,tx,3,no_evidence,local official in low-evidence jurisdiction
2e668344-f025-489a-b870-1803269c11fc,Hai Pham,Democratic,6,Representative,STATE_LOWER,or,2,partial,
bbc19752-8675-48ef-87fb-480e3f8bf3f6,Jason Kropf,Democratic,6,Representative,STATE_LOWER,or,2,partial,
38ee2b93-2714-45a6-ae27-fa890410babc,Jeff Lambson,Unknown,6,City Council,LOCAL,ut,3,no_evidence,local official in low-evidence jurisdiction
3ea56609-d171-45b2-8736-9a8e5b56ede3,Jenn Gale,Unknown,6,City Council,LOCAL,ut,3,no_evidence,local official in low-evidence jurisdiction
e36f4bc1-4896-48cb-8ae7-39e1f742ace3,Jessica Gonzalez,Democratic,6,Representative,STATE_LOWER,TX,2,partial,
e1b7592e-6f9a-411a-96c3-19f1ccc23435,Joanne Shofner,Republican,6,Representative,STATE_LOWER,TX,2,partial,
5584e869-4a54-4a68-a3c8-c14db45a71c5,John B. Muns,Unknown,6,Mayor,LOCAL,tx,3,no_evidence,local official in low-evidence jurisdiction
f2b4e1d0-9603-42fd-b2b7-fefd7905ec3d,John Lively,Democratic,6,Representative,STATE_LOWER,or,2,partial,
f920022b-4aa0-47ae-a5ae-c2edf3e17044,John McQueeney,Republican,6,Representative,STATE_LOWER,TX,2,partial,
a25fea2b-2328-42d7-bb78-5b134a469af1,Jose Ugarte,Unknown,6,,,,3,no_evidence,no office record
b5d3a442-3229-412a-8da4-e8eb8b9fdb3a,Jules Walters,Democratic,6,Representative,STATE_LOWER,or,2,partial,
2d902ae4-2c04-4ecc-b9a4-55dccc848c70,Katrina Pierson,Republican,6,Representative,STATE_LOWER,TX,2,partial,
40ecc3a4-ca59-48c4-8b17-634cc385bc9a,Ken Helm,Democratic,6,Representative,STATE_LOWER,or,2,partial,
c7c8d91f-156b-42ea-93f1-7dac0c4080a4,Kevin G. Honan,Democratic,6,Representative; 17th Suffolk District,STATE_LOWER,ma,1,plausible,
e0b21a1d-8c55-4aa9-a58a-d6b69db9f716,Lamar Wise,Democratic,6,Representative,STATE_LOWER,or,2,partial,
76c3fa35-a286-4fa1-b6da-40300d91f33e,Laura Rummel,Unknown,6,Council Member Place 5,LOCAL,tx,3,no_evidence,local official in low-evidence jurisdiction
7360da53-a6df-42d9-89b4-fff76af23de6,Lesly Muñoz,Democratic,6,Representative,STATE_LOWER,or,2,partial,
763d9c0d-e1a4-4ddd-b919-b1a70d1f99ac,Lisa Fragala,Democratic,6,Representative,STATE_LOWER,or,2,partial,
6730d01a-e87e-4177-9a2b-876b9c494774,Liz Ortega,Democratic,6,Assembly Member,STATE_LOWER,CA,1,plausible,
bccbcc1f-50fe-4d76-8d1d-528ebbf800bf,Luz Escamilla,Unknown,6,State Senator District 10,STATE_UPPER,ut,2,partial,
bcc608a3-abf0-4a30-9c4b-0721dcf04be5,Mari Watanabe,Democratic,6,Representative,STATE_LOWER,or,2,partial,
919b82e8-bac3-428f-9896-423832e4538f,Marlo M. Oaks,Unknown,6,Utah State Treasurer,STATE_EXEC,UT,1,plausible,
b02347bb-5637-4e19-980e-b0dcb6634fec,Martha Sánchez,Unknown,6,,,,3,no_evidence,no office record
c7a0ecf6-b416-474b-9647-a25e404f4bc4,Michael Schaeffer,Unknown,6,Council Member Place 1,LOCAL,tx,3,no_evidence,local official in low-evidence jurisdiction
f2bc3bbf-0d29-4ad9-b675-9c53cf081969,Nathan Sosa,Democratic,6,Representative,STATE_LOWER,or,2,partial,
15cb5825-649a-4cc5-b14b-ccd4b4402c87,Nelson Grande,Unknown,6,,,,3,no_evidence,no office record
2d3e3416-fb12-455b-9010-4185010fb3aa,Oscar Longoria,Democratic,6,Representative,STATE_LOWER,TX,2,partial,
27578980-2e6c-4639-879a-70b510566d0f,Patrick Cloutier,Unknown,6,Council Member District 2,LOCAL,tx,3,no_evidence,local official in low-evidence jurisdiction
bd4dc076-4bdd-4e10-be2c-80d998b17c50,Patrick J. Ahrens,Democratic,6,Assembly Member,STATE_LOWER,CA,1,plausible,
e5c0549e-4454-4cea-b7dc-67eb17d28b49,Paul Evans,Democratic,6,Representative,STATE_LOWER,or,2,partial,
c4afde28-7a2e-4825-8a21-0bc8d8095602,Quinn Mecham,Unknown,6,City Council,LOCAL,ut,3,no_evidence,local official in low-evidence jurisdiction
161fa300-f273-4d3b-8bd6-fcd5da9c8aeb,Rich Sarian,Unknown,6,,,,3,no_evidence,no office record
099c7880-e909-4874-a257-cc8ca54ca7bd,Richard Hayes,Republican,6,Representative,STATE_LOWER,TX,2,partial,
76fb2373-43c5-4f18-9e0f-18da31e0f863,Richard Raymond,Democratic,6,Representative,STATE_LOWER,TX,2,partial,
6ee726c1-79af-4fef-abb8-fa7f4208ae14,Rick Franklin,Unknown,6,Council Member District 4,LOCAL,tx,3,no_evidence,local official in low-evidence jurisdiction
5e5e267a-808e-4a57-9f80-7c3e47fcb5f6,Ricki Ruiz,Democratic,6,Representative,STATE_LOWER,or,2,partial,
cb9d6924-77d1-49c9-ab3d-778b0201e623,Ryan Tubbs,Unknown,6,Mayor,LOCAL,tx,3,no_evidence,local official in low-evidence jurisdiction
c5d4b275-055f-4950-884e-96f63cf36bbd,Sandra Hollins,Unknown,6,State Representative District 21,STATE_LOWER,ut,2,partial,
2a116530-8d06-41b5-b965-50d943eae8c2,Sarah Finger McDonald,Democratic,6,Representative,STATE_LOWER,or,2,partial,
8f3acca8-456d-495a-b3f5-d2dd1669213d,Shana Anderson,Unknown,6,,,,3,no_evidence,no office record
3fbaa80c-be2d-411f-a3ab-95add9ae6c84,Susan McLain,Democratic,6,Representative,STATE_LOWER,or,2,partial,
28df85e8-73c8-4def-bdd1-6929ff083590,Tayler Khater,Unknown,6,,,,3,no_evidence,no office record
9ada0539-e66c-444f-b220-86a8138b5277,Thủy Trần,Democratic,6,Representative,STATE_LOWER,or,2,partial,
522efd15-f5e2-4e1a-8708-aad87410637d,Tina S. McKinnor,Democratic,6,Assembly Member,STATE_LOWER,CA,1,plausible,
5b81e68c-3ec3-4c81-9f1b-010db86da9c0,Tom Andersen,Democratic,6,Representative,STATE_LOWER,or,2,partial,
b156be63-59f0-4caa-98d9-44ae7afccf79,Tony Strickland,Republican,6,,,,3,no_evidence,no office record
054a67f5-74b5-469b-bba2-0722834bac12,Tony Tinderholt,Republican,6,Representative,STATE_LOWER,TX,2,partial,
7c2c52a2-4047-4090-bc88-e543aaaeba50,Valoree Swanson,Republican,6,Representative,STATE_LOWER,TX,2,partial,
5de5cc59-9cbc-4b09-b7a4-88a45d1b1b7f,Vidal Quintanilla,Unknown,6,Council Member Place 8,LOCAL,tx,3,no_evidence,local official in low-evidence jurisdiction
d3371858-924e-4f76-b756-f2d7bb3c9b8d,Willy Chotzen,Democratic,6,Representative,STATE_LOWER,or,2,partial,
37247ac1-5444-4fdd-b58e-123b5db4d0fe,Zach Hudson,Democratic,6,Representative,STATE_LOWER,or,2,partial,
8566674a-3a3b-4c88-bba0-c9f42e4ff810,Alexandra M. Macedo,Republican,7,Assembly Member,STATE_LOWER,CA,1,plausible,
6becad9c-0baf-472b-a36e-cbce237fde8e,Amelia Powers Gardner,Unknown,7,Commissioner,COUNTY,ut,3,no_evidence,local official in low-evidence jurisdiction
a5a3918c-3e24-44fa-9573-440436a05b04,Andrea Valderrama,Democratic,7,Representative,STATE_LOWER,or,2,partial,
136fc01b-f061-4e30-9aa7-d5735e0a4659,Ann Johnson,Democratic,7,Representative,STATE_LOWER,TX,2,partial,
67a35228-1353-4044-90b2-cd8fcf48de7b,Borris Miles,Democratic,7,Senator,STATE_UPPER,TX,2,partial,
64bf3436-995b-48c2-b727-3ad73d4f65d3,C.R. Celona,Unknown,7,,,,3,no_evidence,no office record
c5db367e-9403-4a88-a95f-bf864279e13b,Candace Avalos,Unknown,7,City Councilor (District 1),LOCAL,or,3,no_evidence,local official in low-evidence jurisdiction
d077198d-0013-420d-9603-81cf6f2e7316,Carlos A. Moreno,Unknown,7,,,,3,no_evidence,no office record
f82edba8-5f6b-4c00-af78-b782426f05a2,Carmen Chu,Unknown,7,City Administrator,LOCAL_EXEC,CA,2,partial,
22a1e980-4f15-435d-a0c4-1a08202d6bb5,Chris Gorsek,Democratic,7,Senator,STATE_UPPER,or,2,partial,
b5e9a6f8-e768-402e-aff5-77dc22e68115,Christina Morales,Democratic,7,Representative,STATE_LOWER,TX,2,partial,
43fd01ea-c039-4b26-87aa-49cddcb54835,Courtney Daily,Democratic,7,City Common Council - District 5,LOCAL,IN,3,no_evidence,local official in low-evidence jurisdiction
5249613b-40df-4458-830d-cdbb121961dc,David Cook,Republican,7,Representative,STATE_LOWER,TX,2,partial,
b841a475-41b4-4f19-9ad1-13769b1f4eef,Derek Dooley,Republican,7,Candidate for U.S. Senate — Georgia,NATIONAL_UPPER,GA,1,plausible,post-Phase 88; migration 127 fixed source URLs — gap-fill from 7 to >=10
30b6b674-509f-46f6-a9aa-aa3dbefc2f42,Diana DiZoglio,Democratic,7,Auditor of the Commonwealth,STATE_EXEC,MA,1,plausible,
3a310d29-093f-417b-a23f-885aa3658b12,Diego Bernal,Democratic,7,Representative,STATE_LOWER,TX,2,partial,
481d7dae-0a6f-4e54-917c-72a2c6be6731,Don McLaughlin,Republican,7,Representative,STATE_LOWER,TX,2,partial,
5b64f3b4-1ec1-4247-9ff3-9e7043be21d6,Gene Wu,Democratic,7,Representative,STATE_LOWER,TX,2,partial,
d9dbb8f1-c49a-4a95-8a53-8aaf34809ffe,Helen Kerwin,Republican,7,Representative,STATE_LOWER,TX,2,partial,
82968d14-f39b-401d-821c-89825a9811ac,Hillary Hickland,Republican,7,Representative,STATE_LOWER,TX,2,partial,
73457c02-d058-44cb-ac56-c5120284553b,Hopi H Stosberg,Democratic,7,City Common Council - District 3,LOCAL,IN,3,no_evidence,local official in low-evidence jurisdiction
b4aac990-f353-4ea7-bdb3-d5cf2cd232c8,Isaac Paxman,Unknown,7,Utah County Commissioner,,,3,no_evidence,no office record
91f6d45d-5e7e-48f6-aab1-9476d81946b5,Isabel Piedmont-Smith,Democratic,7,City Common Council - District 1,LOCAL,IN,3,no_evidence,local official in low-evidence jurisdiction
bef7b04c-a2ba-4daf-9359-ae1ae0e38e9e,James I. Manning Jr.,Democratic,7,Senator,STATE_UPPER,or,2,partial,
fa9d50e7-7e9b-4eed-b105-bf8277b51f95,Janeen Sollman,Democratic,7,Senator,STATE_UPPER,or,2,partial,
ac1ed3c9-db6c-4931-bc55-4d53c6c81b35,Jeff Cheney,Unknown,7,Mayor,LOCAL,tx,3,no_evidence,local official in low-evidence jurisdiction
c4ea9acb-af11-46ea-9e5c-4f9c3fed7207,Jeff Leach,Republican,7,Representative,STATE_LOWER,TX,2,partial,
f6e50487-d839-479d-8efd-9937a09f9ab4,Jeffrey Barry,Republican,7,Representative,STATE_LOWER,TX,2,partial,
f0a54f0a-c1e5-457a-97af-8c2c9e1adf1a,Joaquín Torres,Unknown,7,Assessor-Recorder,LOCAL_EXEC,CA,2,partial,
2be64a58-ae2c-4eee-b80d-6e673ef774bd,John Bucy III,Democratic,7,Representative,STATE_LOWER,TX,2,partial,
67a194b0-2584-48c6-a431-7abb70c96288,Jolanda Jones,Democratic,7,Representative,STATE_LOWER,TX,2,partial,
f3a27837-9be8-4734-a672-d6ba6de4b045,Jorge Hernandez Rosas,Unknown,7,,,,3,no_evidence,no office record
93613d15-1098-423b-9e18-81f125ac2408,Jorge Nuño,Unknown,7,,,,3,no_evidence,no office record
4b4702e0-3b88-4fd0-aa17-aa379be0dbac,Kathleen Taylor,Democratic,7,Senator,STATE_UPPER,or,2,partial,
3fb56c85-f8b7-4732-88e1-f79b56750428,Kent Lee,Unknown,7,Council Member,LOCAL,CA,2,partial,
2edbb7a5-a798-4088-8939-7b44b51e682c,Kevin Mannix,Republican,7,Representative,STATE_LOWER,or,2,partial,
b548a0f7-5086-4124-a510-49ef8f60f515,Kim Thatcher,Republican,7,Senator,STATE_UPPER,or,2,partial,
005d7df1-227e-4110-b254-ec835d5b5e95,Mark Gonzalez,Democratic,7,Assembly Member,STATE_LOWER,CA,1,plausible,
be46ed6d-363e-46f4-89d4-c95d9af67db1,Mark Meek,Democratic,7,Senator,STATE_UPPER,or,2,partial,
252a2adf-68a5-4b5a-9024-d5635e2fbd88,Mike McLane,Republican,7,Senator,STATE_UPPER,or,2,partial,
6c1e1764-f093-44e2-9ec0-90b61457fd45,Mitch Little,Republican,7,Representative,STATE_LOWER,TX,2,partial,
44869705-e048-4099-a964-347bde510d45,Nelson Cheng,Unknown,7,,,,3,no_evidence,no office record
03af5908-a069-4ab7-91db-2f388a885bf9,Pam Marsh,Democratic,7,Representative,STATE_LOWER,or,2,partial,
659de81d-ba74-4adf-98a2-dcb64de0f134,Phil Pluckebaum,Unknown,7,Council Member (District 4),LOCAL,CA,2,partial,
8c34f0b8-4201-49b4-95a2-d043e99a3eef,Rosie Rivera,Unknown,7,Sheriff,COUNTY,ut,3,no_evidence,local official in low-evidence jurisdiction
b6ea3b73-5664-462f-bc99-6c377418c34f,Ryan Guillen,Republican,7,Representative,STATE_LOWER,TX,2,partial,
32cd74d7-cd2a-4420-8e96-7f34c253dba6,Salman Bhojani,Democratic,7,Representative,STATE_LOWER,TX,2,partial,
c783e709-2cef-460e-af1e-8b4f8e8339b0,Senfronia Thompson,Democratic,7,Representative,STATE_LOWER,TX,2,partial,
2b9da845-9fab-406f-97c3-1afe895c254b,Shannon Isadore,Democratic,7,Representative,STATE_LOWER,or,2,partial,
c41d17c7-ca70-4c7c-85d4-8e85e4288742,Stan Kitzman,Republican,7,Representative,STATE_LOWER,TX,2,partial,
47cdb7af-9fff-487a-a6d1-23c66d21a414,Stan Lambert,Republican,7,Representative,STATE_LOWER,TX,2,partial,
0f7439ad-5832-42e9-a1c5-75f1720e14d3,Travis Nelson,Democratic,7,Representative,STATE_LOWER,or,2,partial,
a4aaaa16-4512-4098-bc33-aed05158a651,Tucker Smith,Unknown,7,,,,3,no_evidence,no office record
95300e6e-ea4e-47f9-8a24-5f6f762d5c73,Wlnsvey Campos,Democratic,7,Senator,STATE_UPPER,or,2,partial,
d6d492b6-cbaf-4398-9301-4fbd10da571f,Yajing Zhang,Unknown,7,Council Member,LOCAL,CA,2,partial,
3c083452-8494-4c47-b6e8-327dc24584c7,AJ Louderback,Republican,8,Representative,STATE_LOWER,TX,2,partial,
b266c38d-9763-48d4-bcba-7b44adf79ab9,Andy Hopper,Republican,8,Representative,STATE_LOWER,TX,2,partial,
d9486e4a-490a-4d87-a495-655cce9700e2,Armando Martinez,Democratic,8,Representative,STATE_LOWER,TX,2,partial,
c456d802-e836-4208-8d18-33402c807429,Armando Walle,Democratic,8,Representative,STATE_LOWER,TX,2,partial,
1a94bee0-7418-4b75-ba17-f3cf97d888aa,Barbara Gervin-Hawkins,Democratic,8,Representative,STATE_LOWER,TX,2,partial,
586b4b4d-26f1-449c-90ba-55d4aec48066,Ben Bumgarner,Republican,8,Representative,STATE_LOWER,TX,2,partial,
9c6b89e7-f71a-4bf7-9a32-d611afe28cb8,Caroline Harris Davila,Republican,8,Representative,STATE_LOWER,TX,2,partial,
93915f48-8159-44a9-9af4-fd50e7c84665,Crystal Muhlestein,Unknown,8,City Council,LOCAL,ut,3,no_evidence,local official in low-evidence jurisdiction
71aa11da-0fa1-49d2-bcbd-3bce7d0bad2b,Daniel M. Donahue,Democratic,8,Representative; 16th Worcester District,STATE_LOWER,ma,1,plausible,
891030da-39e2-496f-8a20-72aeb27093ba,David K. Muradian,Republican,8,Representative; 9th Worcester District,STATE_LOWER,ma,1,plausible,
85741f19-1c12-43ad-8504-d615522725d7,David R Rollo,Democratic,8,City Common Council - District 4,LOCAL,IN,3,no_evidence,local official in low-evidence jurisdiction
2c5de636-b661-4b8f-8863-f10aa25e54ce,David Spiller,Republican,8,Representative,STATE_LOWER,TX,2,partial,
631cc414-8793-42ec-b883-594ed7f0b249,Deb Patterson,Democratic,8,Senator,STATE_UPPER,or,2,partial,
5d7f84b4-e987-4be2-b3c5-64933e559bed,Dylan Kendall,Unknown,8,,,,3,no_evidence,no office record
77dc9a42-5f37-4608-89a1-10e60f86a3a1,Evan Done,Unknown,8,,,,3,no_evidence,no office record
bc67255e-e79d-4328-9775-a7ac7cd1efce,Gina Hinojosa,Democratic,8,Representative,STATE_LOWER,TX,2,partial,
92a8c2af-7365-4361-97a2-a16a189a046a,Jackie Goldberg,Nonpartisan,8,,,,3,no_evidence,no office record
3b3da471-8c67-4ea5-bb5f-fa1b2c0ce095,James Frank,Republican,8,Representative,STATE_LOWER,TX,2,partial,
755d18f8-8c99-4d41-93eb-4f154d9bb7a9,James M. Murphy,Democratic,8,Representative; 4th Norfolk District,STATE_LOWER,ma,1,plausible,
4f6da77d-f516-4873-b705-3adeb23c1ffb,Jared Patterson,Republican,8,Representative,STATE_LOWER,TX,2,partial,
b10ab09a-0945-4ee7-a78c-a25288a6f136,Jay Dean,Republican,8,Representative,STATE_LOWER,TX,2,partial,
21b454d4-e6a5-48fe-9bd1-0da84f2a1a39,Jeff Golden,Democratic,8,Senator,STATE_UPPER,or,2,partial,
85233a92-ce12-4567-910e-be1776cd4aac,Jeff Prang,Unknown,8,Assessor,COUNTY,CA,2,partial,
3342ae40-cc86-43e5-8581-3237b6aa8f08,Jenny Wong,Unknown,8,City Auditor,LOCAL_EXEC,CA,2,partial,
261b4428-3b92-4d3f-a013-00c4b10a7925,Jiro Johnson,Unknown,8,,,,3,no_evidence,no office record
1caa9043-2397-4f75-b430-acc0623d64d7,Jose Luis Solache Jr.,Democratic,8,Assembly Member,STATE_LOWER,CA,1,plausible,
1e76d1d0-ca06-47bd-a9a1-fd8a34a676b0,Juanita Lopez,Unknown,8,,,,3,no_evidence,no office record
795e3171-c49a-435e-b0af-0b4c3e31945e,Karen McCandless,Unknown,8,Mayor,LOCAL_EXEC,ut,3,no_evidence,local official in low-evidence jurisdiction
4aa0dadf-a3c0-41e9-a5de-66582a393622,Kate Rosenbarger,Democratic,8,City Common Council - District 2,LOCAL,IN,3,no_evidence,local official in low-evidence jurisdiction
f886f6da-d08f-4294-81bc-faf4a1eaad4d,Kathy Kimberlin,Unknown,8,Council Member,LOCAL,CA,2,partial,
2a97f354-c949-4ebb-b7f2-60d4fd691208,LaNae Millett,Unknown,8,City Council,LOCAL,ut,3,no_evidence,local official in low-evidence jurisdiction
0afa998d-94e9-4af4-ba00-256c38869398,Lisa Calderon,Democratic,8,Assembly Member,STATE_LOWER,CA,1,plausible,
6f8a1527-f8a4-4a2a-8270-9f0e1863826f,Lisa Kaplan,Unknown,8,Council Member (District 1),LOCAL,CA,2,partial,
a7e904b1-ec37-4c43-8594-99d778e7351a,Maggy Krell,Democratic,8,Assembly Member,STATE_LOWER,CA,1,plausible,
50d759c2-05cc-4769-a1d9-69b282745d0d,Mary Ann Perez,Democratic,8,Representative,STATE_LOWER,TX,2,partial,
7dc7e4a1-9e52-4287-a100-6e1d715b5085,Matt Flaherty,Democratic,8,City Common Council - At Large,LOCAL,IN,3,no_evidence,local official in low-evidence jurisdiction
00184c56-6581-4815-b30a-2e47aca9ee14,Mihaela Plesa,Democratic,8,Representative,STATE_LOWER,TX,2,partial,
83004c0d-69f2-4b8f-9089-1c5d1fd296cd,Mike Schofield,Republican,8,Representative,STATE_LOWER,TX,2,partial,
c22ed715-4d29-4e03-8885-543bf32b525e,Morgan Oyler,Unknown,8,,,,3,no_evidence,no office record
ca404c61-11af-43d9-9563-07dde3f7b8e7,Nancy Nathanson,Democratic,8,Representative,STATE_LOWER,or,2,partial,
41e2f865-d56b-4999-9232-57473dea13ee,Nicole Collier,Democratic,8,Representative,STATE_LOWER,TX,2,partial,
ff0ce995-51b0-42fd-ae1a-458062b0ce1f,Ramon Romero Jr.,Democratic,8,Representative,STATE_LOWER,TX,2,partial,
a436b52d-8801-4588-b676-bd101bb2bdeb,Ray Lopez,Democratic,8,Representative,STATE_LOWER,TX,2,partial,
f4286f1f-dda7-4fe4-9473-455772f40fae,Rhetta Bowers,Democratic,8,Representative,STATE_LOWER,TX,2,partial,
8bb3b17a-334b-48e2-987a-090024c793b8,Roger Dickinson,Unknown,8,Council Member (District 2),LOCAL,CA,2,partial,
85eb733f-615f-4709-99ca-d524e793588d,Rosalba Dominguez,Unknown,8,State Representative District 35,STATE_LOWER,ut,2,partial,
ac161830-6b8a-479d-8ef4-c0eb3d93df83,Shelby Slawson,Republican,8,Representative,STATE_LOWER,TX,2,partial,
bc7cdf2d-2ee7-404f-b6be-286bf4252dc5,Sheldon Stewart,Unknown,8,,,,3,no_evidence,no office record
9a8cf4be-0543-4cc1-99ea-be5f19cb3402,Shelley Luther,Republican,8,Representative,STATE_LOWER,TX,2,partial,
6ee6c033-2f27-499f-8a69-1272d76dcc4a,Skyler Beltran,Unknown,8,Commissioner (Chair),COUNTY,ut,3,no_evidence,local official in low-evidence jurisdiction
002f4446-75be-4860-935e-3cb65ce296fb,Stan Gerdes,Republican,8,Representative,STATE_LOWER,TX,2,partial,
0ed5eea3-27a1-4ed9-8f4b-409247322745,Sydney Zulich,Democratic,8,City Common Council - District 6,LOCAL,IN,3,no_evidence,local official in low-evidence jurisdiction
34da113e-e5dc-4637-9be1-9d42a6feea93,Tim Flaherty,Unknown,8,City Councillor,LOCAL,MA,3,no_evidence,local official in low-evidence jurisdiction
9ce81b97-6e02-4bdb-b9dc-e2592d4ce87c,Will Metcalf,Republican,8,Representative,STATE_LOWER,TX,2,partial,
13752a3e-8159-4569-ac16-3736c16c96be,Aimee Winder Newton,Unknown,9,,,,3,no_evidence,no office record
e9b9877d-c4dc-482e-b52a-cd015a4a6850,Amir Omar,Unknown,9,Mayor,LOCAL,tx,3,no_evidence,local official in low-evidence jurisdiction
7f6c4fa3-192b-4abf-885b-2006c43a3fc9,Andrew K. Kim,Unknown,9,,,,3,no_evidence,no office record
46e0161a-6512-471a-8f75-945f78f721a0,Angela Paxton,Republican,9,Senator,STATE_UPPER,TX,2,partial,
9ced80ef-935e-47a3-ab6c-92f31e31e5e8,Angelia Orr,Republican,9,Representative,STATE_LOWER,TX,2,partial,
d701afd5-c15c-48c4-8f16-54aa142a6769,Brad Buckley,Republican,9,Representative,STATE_LOWER,TX,2,partial,
61216f11-68c2-47a6-a609-dc207e178c1c,Brandon Gordon,Unknown,9,Commissioner,COUNTY,ut,3,no_evidence,local official in low-evidence jurisdiction
cde048d1-a399-46b1-8ceb-2954f2b968c0,Brent Hagenbuch,Republican,9,Senator,STATE_UPPER,TX,2,partial,
dd4cb2d3-41c7-498d-8a0c-94f988deb0eb,Cassandra Garcia Hernandez,Democratic,9,Representative,STATE_LOWER,TX,2,partial,
6d13d033-f970-4356-8cce-73d81f342dc8,Christian Manuel,Democratic,9,Representative,STATE_LOWER,TX,2,partial,
cb331eaa-fe08-4692-b92c-c3d303a426aa,Cole Hefner,Republican,9,Representative,STATE_LOWER,TX,2,partial,
1d731710-7e7e-4685-ade7-f34bce70c088,Colter Carlisle,Unknown,9,,,,3,no_evidence,no office record
e386fec1-559d-4446-bb7e-daee4d2a014c,Dan Dugan,Unknown,9,Council Ward 6,LOCAL,UT,3,no_evidence,local official in low-evidence jurisdiction
60fa9870-d984-46a7-a6ed-5f6fbebe72ce,Dan Ryan,Unknown,9,City Councilor (District 2),LOCAL,or,3,no_evidence,local official in low-evidence jurisdiction
83292881-92b3-4257-b291-4b02509a167c,David Cohen,Unknown,9,Council Member (District 4),LOCAL,CA,2,partial,
0be7d42f-9363-40ad-bbc5-733c862f4395,David G Henry,Democratic,9,Council - At Large,COUNTY,IN,3,no_evidence,local official in low-evidence jurisdiction
dd90ac18-7613-4a2f-bfc1-2eddfebb4daf,Dea Theodore,Unknown,9,,,,3,no_evidence,no office record
a80b2deb-e005-4115-b5c0-2a050fa6a1ec,Dennis Paul,Republican,9,Representative,STATE_LOWER,TX,2,partial,
b652c0bb-1dc5-4043-8a2e-9e12ea034dc8,Giovanni Capriglione,Republican,9,Representative,STATE_LOWER,TX,2,partial,
afdc1bdd-8975-4d9f-9071-ab5065450ea9,Greg Bonnen,Republican,9,Representative,STATE_LOWER,TX,2,partial,
03e35156-c179-4dd5-9c8c-8d418976914e,Hadley Luddy,Democratic,9,Representative; 4th Barnstable District,STATE_LOWER,ma,1,plausible,
