class,proposed_action,name,district,term_state,term_end,is_incumbent,party,agent_class,confidence,years,evidence_url,evidence_quote,roster_span,roster_complete,note,id
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Kimberly Howell,azusa unified,CLOSED,2024-12-16,f,Nonpartisan,NO_EVIDENCE,medium,,,,2006-2018 continuous (plus 2001 snapshot; RR/CC 2018-2026),True,No tie to Azusa at all found. Absent from all Azusa rosters.,195f331d-ebc2-4d05-9adc-f9508fe0b610
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Ariel Mestas,baldwin park unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2001-2026,False,"No person with this name in any Baldwin Park roster or election found (2001-2026). The shared WebSearch budget for the session ran out during this packet, so fewer than 2 web searches were possible for this name; the roster check was done in full. Roster sources: bpusd.k12.ca.us board bios on Waybac",9d2713c4-1d4f-4c40-ae35-b331e9771fa1
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Herman Dace,baldwin park unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2001-2026,False,"No person with this name in any Baldwin Park roster or election found (2001-2026). The shared WebSearch budget for the session ran out during this packet, so fewer than 2 web searches were possible for this name; the roster check was done in full. Roster sources: bpusd.k12.ca.us board bios on Waybac",74bfd93c-d707-4432-8e99-ad62a20a1235
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Leticia Garcia,baldwin park unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,low,,,,2001-2026,False,"No person with this name in any Baldwin Park roster or election found (2001-2026). Common name: absence from rosters is the main evidence. The shared WebSearch budget for the session ran out during this packet, so fewer than 2 web searches were possible for this name; the roster check was done in fu",090f3cb2-20e9-42a9-872e-80081f3b5bfe
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Mario Ventura Rodriguez,baldwin park unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2001-2026,False,"No person with this name in any Baldwin Park roster or election found (2001-2026). The shared WebSearch budget for the session ran out during this packet, so fewer than 2 web searches were possible for this name; the roster check was done in full. Roster sources: bpusd.k12.ca.us board bios on Waybac",93989522-c68e-4187-bf11-99afb673473f
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Diana Corona,bassett unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20070202235530/http://www.bassett.k12.ca.us:80/board/members.html,"Robert Fuentes, Board President Term, 12/05-11/09 Paul Solano, Board Vice-President Term 12/05-11/09 Karina Moreno, Board Clerk Term 12/05-11/09","Full seat roster Dec 2003-Nov 2015 (term-dated district board pages Feb 2007, Jan 2009, Dec 2009, Jun 2011, Jul 2014 + election results 2003, 2007, 2011, 2013); election candidate lists 2001-2026 (2005, 2009, 2015 Smart Voter; RR/CC 2018-2026); Dec 2001 board page",True,"Absent from every Bassett USD roster and candidate list found. Seat holders Dec 2003-Nov 2015 are documented with terms: Alvarado, Morales (03-07); Fuentes, Solano, Moreno (05-09); Boyd, Santos (07-11); Solano, V. Medina, Sandoval (09-13); J. Medina, Santos (11-15); Solano, Rivera, Romo (13-18). Dec",4fe290b2-aa2f-4ba1-b172-c0e75e8994ee
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,John Piazza,bassett unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20070202235530/http://www.bassett.k12.ca.us:80/board/members.html,"Robert Fuentes, Board President Term, 12/05-11/09 Paul Solano, Board Vice-President Term 12/05-11/09 Karina Moreno, Board Clerk Term 12/05-11/09","Full seat roster Dec 2003-Nov 2015 (term-dated district board pages Feb 2007, Jan 2009, Dec 2009, Jun 2011, Jul 2014 + election results 2003, 2007, 2011, 2013); election candidate lists 2001-2026 (2005, 2009, 2015 Smart Voter; RR/CC 2018-2026); Dec 2001 board page",True,"Absent from every Bassett USD roster and candidate list found. Seat holders Dec 2003-Nov 2015 are documented with terms: Alvarado, Morales (03-07); Fuentes, Solano, Moreno (05-09); Boyd, Santos (07-11); Solano, V. Medina, Sandoval (09-13); J. Medina, Santos (11-15); Solano, Rivera, Romo (13-18). Dec",3dc1d627-754d-4053-a11c-c30b6088073a
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Maria Huerta,bassett unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20070202235530/http://www.bassett.k12.ca.us:80/board/members.html,"Robert Fuentes, Board President Term, 12/05-11/09 Paul Solano, Board Vice-President Term 12/05-11/09 Karina Moreno, Board Clerk Term 12/05-11/09","Full seat roster Dec 2003-Nov 2015 (term-dated district board pages Feb 2007, Jan 2009, Dec 2009, Jun 2011, Jul 2014 + election results 2003, 2007, 2011, 2013); election candidate lists 2001-2026 (2005, 2009, 2015 Smart Voter; RR/CC 2018-2026); Dec 2001 board page",True,"Absent from every Bassett USD roster and candidate list found. Seat holders Dec 2003-Nov 2015 are documented with terms: Alvarado, Morales (03-07); Fuentes, Solano, Moreno (05-09); Boyd, Santos (07-11); Solano, V. Medina, Sandoval (09-13); J. Medina, Santos (11-15); Solano, Rivera, Romo (13-18). Dec",ee87befc-d2e3-4a24-acb8-76f95c3ab2ee
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Rafael Limon,bassett unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20070202235530/http://www.bassett.k12.ca.us:80/board/members.html,"Robert Fuentes, Board President Term, 12/05-11/09 Paul Solano, Board Vice-President Term 12/05-11/09 Karina Moreno, Board Clerk Term 12/05-11/09","Full seat roster Dec 2003-Nov 2015 (term-dated district board pages Feb 2007, Jan 2009, Dec 2009, Jun 2011, Jul 2014 + election results 2003, 2007, 2011, 2013); election candidate lists 2001-2026 (2005, 2009, 2015 Smart Voter; RR/CC 2018-2026); Dec 2001 board page",True,"Absent from every Bassett USD roster and candidate list found. Seat holders Dec 2003-Nov 2015 are documented with terms: Alvarado, Morales (03-07); Fuentes, Solano, Moreno (05-09); Boyd, Santos (07-11); Solano, V. Medina, Sandoval (09-13); J. Medina, Santos (11-15); Solano, Rivera, Romo (13-18). Dec",9fc809a1-6e91-46ea-9850-b815df5cfbb9
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Roy Munoz,bassett unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20070202235530/http://www.bassett.k12.ca.us:80/board/members.html,"Robert Fuentes, Board President Term, 12/05-11/09 Paul Solano, Board Vice-President Term 12/05-11/09 Karina Moreno, Board Clerk Term 12/05-11/09","Full seat roster Dec 2003-Nov 2015 (term-dated district board pages Feb 2007, Jan 2009, Dec 2009, Jun 2011, Jul 2014 + election results 2003, 2007, 2011, 2013); election candidate lists 2001-2026 (2005, 2009, 2015 Smart Voter; RR/CC 2018-2026); Dec 2001 board page",True,"Absent from every Bassett USD roster and candidate list found. Seat holders Dec 2003-Nov 2015 are documented with terms: Alvarado, Morales (03-07); Fuentes, Solano, Moreno (05-09); Boyd, Santos (07-11); Solano, V. Medina, Sandoval (09-13); J. Medina, Santos (11-15); Solano, Rivera, Romo (13-18). Dec",1c0c6ccc-cbe7-43da-b760-7c812943292f
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Cindy Rosenberger,bellflower unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20161220/http://www.busd.k12.ca.us/boardofed.html,Jerry Cleveland is a resident in the City of Lakewood and was first elected to the Board of Education in 1995,"2005-2018 sampled (district page snapshots 2005, 2007, 2010, 2016, 2018) + RR/CC 2018-2026 + 2021/2022 agendas",False,"Only people-search, obituary and nurse-practitioner listings; no BUSD tie. Roster found: 2005 Cleveland, Buonocore, Hersek, Helzer, Ste. Marie; 2007/2010 Cleveland, Buonocore, Ste. Marie/Hersek, Helzer, Laura Sanchez; 2016 ElHessen, Cuadros (elected 2011), Helzer (2002), Sanchez-Ramirez (2005), Clev",6edc2e44-f7f7-4212-8746-03112a933be3
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Joseph Santoyo,bellflower unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20161220/http://www.busd.k12.ca.us/boardofed.html,Jerry Cleveland is a resident in the City of Lakewood and was first elected to the Board of Education in 1995,"2005-2018 sampled (district page snapshots 2005, 2007, 2010, 2016, 2018) + RR/CC 2018-2026 + 2021/2022 agendas",False,"Only people-search/social profiles for this name; nothing ties it to BUSD. Roster found: 2005 Cleveland, Buonocore, Hersek, Helzer, Ste. Marie; 2007/2010 Cleveland, Buonocore, Ste. Marie/Hersek, Helzer, Laura Sanchez; 2016 ElHessen, Cuadros (elected 2011), Helzer (2002), Sanchez-Ramirez (2005), Clev",688fdc43-4d61-48c8-9216-c5cccf722a47
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Patricia Avalos,bellflower unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20161220/http://www.busd.k12.ca.us/boardofed.html,Jerry Cleveland is a resident in the City of Lakewood and was first elected to the Board of Education in 1995,"2005-2018 sampled (district page snapshots 2005, 2007, 2010, 2016, 2018) + RR/CC 2018-2026 + 2021/2022 agendas",False,"Common name. Hits were a people-search listing for a Patricia Avalos living in Bellflower (no board tie) and a principal at Casa Blanca Community School (not BUSD). Roster found: 2005 Cleveland, Buonocore, Hersek, Helzer, Ste. Marie; 2007/2010 Cleveland, Buonocore, Ste. Marie/Hersek, Helzer, Laura S",b0f48347-625e-4b16-8ac1-e05363219688
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Rebecca Petz,bellflower unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20161220/http://www.busd.k12.ca.us/boardofed.html,Jerry Cleveland is a resident in the City of Lakewood and was first elected to the Board of Education in 1995,"2005-2018 sampled (district page snapshots 2005, 2007, 2010, 2016, 2018) + RR/CC 2018-2026 + 2021/2022 agendas",False,"The only person found with this name is a researcher at a German university; no BUSD tie. Roster found: 2005 Cleveland, Buonocore, Hersek, Helzer, Ste. Marie; 2007/2010 Cleveland, Buonocore, Ste. Marie/Hersek, Helzer, Laura Sanchez; 2016 ElHessen, Cuadros (elected 2011), Helzer (2002), Sanchez-Ramir",fe5803dd-c13f-4a9a-9c9e-c433a1c390a9
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Sheila Lichtblau,bellflower unified,CLOSED,2022-11-30,f,Nonpartisan,WRONG_SEAT,medium,,https://www.marin.courts.ca.gov/general-information/judicial-biographies,Judge Sheila Shah Lichtblau was elected to the bench in 2016 with her term starting in January 2017.,"2005-2018 sampled (district page snapshots 2005, 2007, 2010, 2016, 2018) + RR/CC 2018-2026 + 2021/2022 agendas",False,"[agent said WRONG_SEAT, name-only/weak -> no-evidence] Every search hit for this name is the Marin County judge (UC Berkeley, UC Hastings); nothing places anyone of this name in Bellflower or on the BUSD board. Match is by name only, but the surname is rare. Roster found: 2005 Cleveland, Buonocore, Hersek, Helzer, Ste. Marie; 2007/2010 Cleveland, Buonoc",2000e3c6-9634-4591-97ce-ad9d21274e5e
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Svetlana Shagalov,beverly hills unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,high,,,,snapshots 2009-10 and 2014-15 only; RR/CC 2018-2026,False,Name has no web footprint. Absent from the 2010 and 2015 BHUSD rosters and RR/CC 2018-2026.,9ddd1703-dbaa-4ec6-8a6b-0ec1ef4ae106
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Ann Behrens,bonita unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,high,,http://web.archive.org/web/20081226203026/http://bonita.k12.ca.us/BoardofEducation/MeetTheBoard/tabid/55/Default.aspx,"Patti Latourelle, President (Term expires November 30, 2009)","2003-12 to 2026-09 (elections 2001-2009, board-page snapshots 2008/2019/2022/2023, live page 2026, district press releases, RR/CC 2018-2026)",True,"Every Bonita seat is accounted for from Dec 2003 to Sep 2026, and this name appears in none of them; recorded end 2024-11-30 falls inside that span. Service before Dec 2003 (only partly covered: 2001 election, White/Latourelle/Jones) cannot be fully ruled out. Bonita trustees found: White, Latourell",c9875c5f-aa1f-400e-8a7b-e085ee305795
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Greg Hasselbach,bonita unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,high,,http://web.archive.org/web/20081226203026/http://bonita.k12.ca.us/BoardofEducation/MeetTheBoard/tabid/55/Default.aspx,"Patti Latourelle, President (Term expires November 30, 2009)","2003-12 to 2026-09 (elections 2001-2009, board-page snapshots 2008/2019/2022/2023, live page 2026, district press releases, RR/CC 2018-2026)",True,"Every Bonita seat is accounted for from Dec 2003 to Sep 2026, and this name appears in none of them; recorded end 2024-11-30 falls inside that span. Service before Dec 2003 (only partly covered: 2001 election, White/Latourelle/Jones) cannot be fully ruled out. Bonita trustees found: White, Latourell",024bd1aa-94da-4189-880d-afbe711eada9
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Joanne Ruelas,bonita unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,high,,http://web.archive.org/web/20081226203026/http://bonita.k12.ca.us/BoardofEducation/MeetTheBoard/tabid/55/Default.aspx,"Patti Latourelle, President (Term expires November 30, 2009)","2003-12 to 2026-09 (elections 2001-2009, board-page snapshots 2008/2019/2022/2023, live page 2026, district press releases, RR/CC 2018-2026)",True,"Every Bonita seat is accounted for from Dec 2003 to Sep 2026, and this name appears in none of them; recorded end 2024-11-30 falls inside that span. Service before Dec 2003 (only partly covered: 2001 election, White/Latourelle/Jones) cannot be fully ruled out. Bonita trustees found: White, Latourell",9e200512-e820-47a0-97d5-730302469f88
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Mike Snelgrove,bonita unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,high,,http://web.archive.org/web/20081226203026/http://bonita.k12.ca.us/BoardofEducation/MeetTheBoard/tabid/55/Default.aspx,"Patti Latourelle, President (Term expires November 30, 2009)","2003-12 to 2026-09 (elections 2001-2009, board-page snapshots 2008/2019/2022/2023, live page 2026, district press releases, RR/CC 2018-2026)",True,"Every Bonita seat is accounted for from Dec 2003 to Sep 2026, and this name appears in none of them; recorded end 2022-11-30 falls inside that span. Service before Dec 2003 (only partly covered: 2001 election, White/Latourelle/Jones) cannot be fully ruled out. Bonita trustees found: White, Latourell",38729e85-809c-43f3-9ed8-e6601b22f6cd
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Adam Schur,burbank unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"2005, 2011-2015, 2020-2026 (gaps 2006-2010, 2016-2019)",False,"No hit. Absent from 2005, 2011-2015 and 2020-2026 rosters. Our end date 2024-11-30 falls in the RR/CC-covered era (no filing).",9cab21a6-f107-4789-bcd1-b5b1e6cd7a15
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Charlene Stiles,burbank unified,CLOSED,2025-10-15,f,Nonpartisan,NO_EVIDENCE,medium,,https://outlooknewspapers.com/burbankleader/news/burbank-unified-selects-kelsey-olson-as-new-trustee-replacing-tabet/article_224e8903-92e4-4c44-ac41-d7cc919b23d6.html,filling the seat previously held by Charlene Tabet,"2005, 2011-2015, 2020-2026 (gaps 2006-2010, 2016-2019)",False,"No source for a 'Charlene Stiles' on BUSD. Strong sign this row is a garbled record of real trustee Charlene 'Char' Tabet (elected 2013, re-elected, resigned Sept 3, 2025). Our end date 2025-10-15 matches when Kelsey Olson was appointed to Tabet's seat (Oct 9, 2025). Recommend reviewing against Tabe",352826a5-7a8a-4f18-980d-a3a655f17720
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Anita Torres,charter oak unified,CLOSED,2022-12-14,f,Nonpartisan,NO_EVIDENCE,low,,,,"2016, 2018-2026 (pre-2016 not established)",False,Common name; no hit tied to COUSD. Only 1 targeted query ran for this name before the session web-search budget was exhausted. Absent from 2016 and 2018-2026 rosters.,2551c624-92bb-4510-8770-e7e10d29c143
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Lisa Gonzalez,charter oak unified,CLOSED,2024-12-18,f,Nonpartisan,NO_EVIDENCE,low,,,,"2016, 2018-2026 (pre-2016 not established)",False,Common name; no source ties it to the COUSD board. Absent from 2016 and 2018-2026 rosters. Pre-2016 roster not established.,3406623a-e942-4677-b154-541c4c05fbc9
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Marcia Riddick,charter oak unified,CLOSED,2024-12-18,f,Nonpartisan,NO_EVIDENCE,medium,,,,"2016, 2018-2026 (pre-2016 not established)",False,No hit. Absent from 2016 and 2018-2026 rosters. Our end date 2024-12-18 falls in the RR/CC-covered era (no filing).,0b2c8789-97c0-40e7-927a-c40f01309d3c
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Tim Nader,charter oak unified,CLOSED,2022-12-14,f,Nonpartisan,NO_EVIDENCE,medium,,,,"2016, 2018-2026 (pre-2016 not established)",False,No hit. Absent from 2016 and 2018-2026 rosters.,29fe6345-0c50-478a-b674-c0868ec29def
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Ed Honeycutt,claremont unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1998 (district page); Dec 2007-2009 and Dec 2013-2014 all seats with service start dates (2009 and 2014 district pages, start dates reach back to 2001); 2018-2026 RR/CC",True,"Absent from every roster. roster_complete covers Dec 2007-2009 and Dec 2013-2014 (every seat, with start dates back to 2001).",55a6fb8c-df2e-4cd0-9d36-a2db0b3f2262
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Jennifer Becerra,claremont unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1998 (district page); Dec 2007-2009 and Dec 2013-2014 all seats with service start dates (2009 and 2014 district pages, start dates reach back to 2001); 2018-2026 RR/CC",True,Absent from every roster. roster_complete covers Dec 2007-2009 and Dec 2013-2014.,2c2ba201-424e-4a0c-942a-3cb1256f3f37
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Steve Wolan,claremont unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1998 (district page); Dec 2007-2009 and Dec 2013-2014 all seats with service start dates (2009 and 2014 district pages, start dates reach back to 2001); 2018-2026 RR/CC",True,Absent from every roster. roster_complete covers Dec 2007-2009 and Dec 2013-2014.,39132ee9-bfb6-47a3-b217-4853f7ba0c15
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Danna Perez,compton unified,CLOSED,2024-04-15,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20230120171717/https://www.compton.k12.ca.us/board/board-members,"Charles Davis - President Sandra Moss - Vice President Ayanna Davis, Ed.D. - Clerk Denzell Perry- Legislative Representative Alma Pleasant - Member","Full 7-seat roster Jan 2023-Sep 2026 (Jan 2023 board page, Mar 2024 election, Aug 2025 and Jul 2026 district releases); full roster 2001-02 (board page); candidate lists 2001-2026 (Smart Voter 2001-2015, LA County SVC 2007, RR/CC 2017-2026)",True,"Absent from every Compton USD roster and candidate list found (about 90 distinct candidates 2001-2026). 2023-2026 seat holders: C. Davis, Moss, A. Davis, Perry, Taylor-Pleasant, Zurita, Ali, then Hooper (2024) and McCoy (2026). 2003-2022 is covered only by election lists (plus a 2004 board page), so",28018031-c46f-4e1b-b10b-6edf33bb09cc
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Dorothy Taylor-Moore,compton unified,CLOSED,2026-07-20,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/20230120171717/https://www.compton.k12.ca.us/board/board-members,"Charles Davis - President Sandra Moss - Vice President Ayanna Davis, Ed.D. - Clerk Denzell Perry- Legislative Representative Alma Pleasant - Member","Full 7-seat roster Jan 2023-Sep 2026 (Jan 2023 board page, Mar 2024 election, Aug 2025 and Jul 2026 district releases); full roster 2001-02 (board page); candidate lists 2001-2026 (Smart Voter 2001-2015, LA County SVC 2007, RR/CC 2017-2026)",True,"Absent from every Compton USD roster and candidate list found (about 90 distinct candidates 2001-2026). 2023-2026 seat holders: C. Davis, Moss, A. Davis, Perry, Taylor-Pleasant, Zurita, Ali, then Hooper (2024) and McCoy (2026). 2003-2022 is covered only by election lists (plus a 2004 board page), so",fa10414c-4f35-4929-8909-7e7fe6d7ee90
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Jimmie Thompson,compton unified,CLOSED,2026-07-20,f,Nonpartisan,OTHER_ROLE,high,,https://www.compton.k12.ca.us/departments/personnel-commission/commissioner-members/jimmie-thompson,"Jimmie LaVerne Thompson, appointed to the Personnel Commission by the Teamsters","Full 7-seat roster Jan 2023-Sep 2026 (Jan 2023 board page, Mar 2024 election, Aug 2025 and Jul 2026 district releases); full roster 2001-02 (board page); candidate lists 2001-2026 (Smart Voter 2001-2015, LA County SVC 2007, RR/CC 2017-2026)",True,"[agent said OTHER_ROLE, name-only/weak -> no-evidence] Real person at this district, but in a non-board role: Personnel Commission member 1982-1994 and current Chairperson. Commissioners are appointees, not employees, so Ed Code 35107 does not apply. Absent from every CUSD board candidate list 2001-2026. The fabricated row probably mis-labeled her commi",235af364-eb4b-40db-8581-fdfb8ff155b6
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Amy Rottschafer,covina valley unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2001-2026,False,Rare surname; absent from all C-VUSD rosters found.,f0e9775a-f691-4fe8-84dc-d8f9c5e301c7
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Cheryl Cox,covina valley unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,https://en.wikipedia.org/wiki/Cheryl_Cox,"served as the Republican mayor of Chula Vista, California, from 2006 to 2014",2001-2026,False,"Coordinator lead: our DB links this row to Cal-Access 'COX FOR MAYOR, CHERYL'. That committee very likely belongs to Cheryl Cox, Mayor of Chula Vista 2006-2014 (also a Chula Vista Elementary SD trustee from 2000). Nothing shows she, or any Cheryl Cox, was on the C-VUSD board. The link to her looks l",06b5dac4-73b6-44a3-a279-77b1758a6163
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,John Garcia,covina valley unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,low,,,,2001-2026,False,Very common name; absent from all C-VUSD election rosters found. Would need a source naming a John Garcia as C-VUSD trustee.,5a521a16-f581-47a0-90eb-1a44434e705b
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Sam Payán,covina valley unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2001-2026,False,Absent from all C-VUSD election rosters found.,22763240-b5c9-4ad9-912a-a94cb23db695
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Dawn Espe,culver unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,high,,,,Dec 2005-Nov 2018 continuous (district term listings); RR/CC candidate lists 2018-2026,True,Only Dawn Espe found is in Minnesota (2026 candidate for Crow Wing County Commissioner; not a seat holder). Absent from complete CCUSD roster Dec 2005-Nov 2018 and RR/CC 2018-2026.,628180d5-26f9-4213-b2c7-6c22ceb120ef
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Jamila Thomas,culver unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,high,,,,Dec 2005-Nov 2018 continuous (district term listings); RR/CC candidate lists 2018-2026,True,Absent from complete CCUSD roster Dec 2005-Nov 2018 and RR/CC 2018-2026.,6fe04ab6-3df4-4472-ac27-4c35a9c2f72f
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Sadie Farber,culver unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,high,,,,Dec 2005-Nov 2018 continuous (district term listings); RR/CC candidate lists 2018-2026,True,Absent from complete CCUSD roster Dec 2005-Nov 2018 and RR/CC 2018-2026.,c46ce1ed-be39-4986-a070-4d12f37ee979
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Barbara Ige,downey unified,CLOSED,2024-12-15,f,Nonpartisan,NO_EVIDENCE,high,,https://web.archive.org/web/20120827/http://www.dusd.net/board.asp,Corrin Gutierrez LaPlante Morris Samperi Sodetani Swenson (click on the photos above for more information),"2012-2026 (district pages 2012, 2013, 2016, 2019 + RR/CC 2017-2026); also 2002 snapshot",True,"A Barbara K. Ige, PhD works for Woodcraft Rangers (a Los Angeles youth nonprofit) and taught at LA Valley College; nothing ties her to the DUSD board. Seven seats. 2002: Donald LaPlante, Cheryl Andresen, Betty Ferraro, Margo Hoffer, D. Mark Morris, Barbara Samperi, William Gutierrez. 2012-2016: Tod ",3845a8c4-ef17-4cf1-8384-6d2f57f02b29
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Nila Aikin,downey unified,CLOSED,2024-12-15,f,Nonpartisan,NO_EVIDENCE,high,,https://web.archive.org/web/20120827/http://www.dusd.net/board.asp,Corrin Gutierrez LaPlante Morris Samperi Sodetani Swenson (click on the photos above for more information),"2012-2026 (district pages 2012, 2013, 2016, 2019 + RR/CC 2017-2026); also 2002 snapshot",True,"No web presence at all for this exact name. Seven seats. 2002: Donald LaPlante, Cheryl Andresen, Betty Ferraro, Margo Hoffer, D. Mark Morris, Barbara Samperi, William Gutierrez. 2012-2016: Tod Corrin, Gutierrez, LaPlante, Morris, Samperi, Martha Sodetani, Nancy Swenson. 2019: Giggy Perez-Saab replac",16f0ef7c-ba0b-4bc4-83ee-a7f0a223282a
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Saul Hernandez,downey unified,CLOSED,2022-12-12,f,Nonpartisan,NO_EVIDENCE,high,,https://web.archive.org/web/20120827/http://www.dusd.net/board.asp,Corrin Gutierrez LaPlante Morris Samperi Sodetani Swenson (click on the photos above for more information),"2012-2026 (district pages 2012, 2013, 2016, 2019 + RR/CC 2017-2026); also 2002 snapshot",True,"Common name; no source ties it to DUSD. Seven seats. 2002: Donald LaPlante, Cheryl Andresen, Betty Ferraro, Margo Hoffer, D. Mark Morris, Barbara Samperi, William Gutierrez. 2012-2016: Tod Corrin, Gutierrez, LaPlante, Morris, Samperi, Martha Sodetani, Nancy Swenson. 2019: Giggy Perez-Saab replaced G",e3180a6b-2461-442b-a937-2d7b4401a2a3
