class,name,district,term_end,searches,search_result,lead_type,lead_url,lead_quote,new_roster_sources,prior_roster_span,id
NO_EVIDENCE,Dawn Sherrill,glendora unified,2022-12-11,"WebSearch: ""Dawn Sherrill"" Glendora Unified board || Bing (browser): ""Dawn Sherrill"" trustee Glendora","""Dawn Sherrill"" Glendora Unified board -> no hit (Cincinnati engineer) || ""Dawn Sherrill"" trustee Glendora -> people-search (FL) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",1999-2026,215f92ac-46d3-4b48-9567-62ecbc9ed45c
NO_EVIDENCE,Randy Battenfield,glendora unified,2022-12-11,"WebSearch: ""Randy Battenfield"" Glendora Unified school board || Bing (browser): ""Randy Battenfield"" Glendora","""Randy Battenfield"" Glendora Unified sch... -> no hit || ""Randy Battenfield"" Glendora -> people-search (TX/OK) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",1999-2026,12223b4f-15c1-4852-9e2a-d1d04ff7c165
NO_EVIDENCE,Stephanie Harding,glendora unified,2024-12-08,"WebSearch: ""Stephanie Harding"" ""Glendora Unified"" board member || Bing (browser): ""Stephanie Harding"" trustee Glendora","""Stephanie Harding"" ""Glendora Unified"" b... -> no hit || ""Stephanie Harding"" trustee Glendor... -> people-search only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",1999-2026,4e21995f-5d6b-44ca-aac6-bef3a65dcfc9
NO_EVIDENCE,Dorothy Chi,hacienda la puente unified,2024-12-16,"WebSearch: ""Dorothy Chi"" ""Hacienda La Puente"" board of education || Bing (browser): ""Dorothy Chi"" trustee ""Hacienda Heights""","""Dorothy Chi"" ""Hacienda La Puente"" board... -> no hit || ""Dorothy Chi"" trustee ""Hacienda Hei... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1997, 2002, 2011-2026 (gap 2003-2010)",c5942060-6b40-46f0-8518-9d6aa0e55307
NO_EVIDENCE,Eduardo Arreola,hacienda la puente unified,2022-12-12,"WebSearch: ""Eduardo Arreola"" Hacienda La Puente Unified board || Bing (browser): ""Eduardo Arreola"" trustee ""La Puente""","""Eduardo Arreola"" Hacienda La Puente Uni... -> no hit || ""Eduardo Arreola"" trustee ""La Puent... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1997, 2002, 2011-2026 (gap 2003-2010)",b59c2b42-0cc7-4120-91bd-ea078bb4f248
NO_EVIDENCE,Gloria Mercado-Vega,hacienda la puente unified,2022-12-12,"WebSearch: ""Gloria Mercado-Vega"" OR ""Gloria Mercado Vega"" Hacienda La Puente || Bing (browser): ""Mercado-Vega"" ""La Puente""","""Gloria Mercado-Vega"" OR ""Gloria Mercado... -> no hit || ""Mercado-Vega"" ""La Puente"" -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1997, 2002, 2011-2026 (gap 2003-2010)",3497ebda-ffab-4987-bf69-d59bcbd3eb82
NO_EVIDENCE,Jorge Blanco,hacienda la puente unified,NO_TERM,"WebSearch: ""Jorge Blanco"" ""Hacienda La Puente Unified"" board member || Bing (browser): ""Jorge Blanco"" trustee ""La Puente"" school","""Jorge Blanco"" ""Hacienda La Puente Unifi... -> no hit || ""Jorge Blanco"" trustee ""La Puente"" ... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1997, 2002, 2011-2026 (gap 2003-2010)",6acf611b-8790-4e1f-bb08-05164ae18981
NO_EVIDENCE,Kathleen Reynen,hacienda la puente unified,2022-12-12,"WebSearch: ""Kathleen Reynen"" Hacienda La Puente school board || Bing (browser): ""Kathleen Reynen""","""Kathleen Reynen"" Hacienda La Puente sch... -> no hit || ""Kathleen Reynen"" -> social/people-search (FL/OK) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1997, 2002, 2011-2026 (gap 2003-2010)",4e7828d8-5046-483a-9d71-58cc2d5c0f4c
NO_EVIDENCE,Samuel Lee,hacienda la puente unified,2024-12-16,"WebSearch: ""Samuel Lee"" ""Hacienda La Puente Unified"" board member trustee || Bing (browser): ""Samuel Lee"" trustee ""Hacienda Heights"" school board","""Samuel Lee"" ""Hacienda La Puente Unified... -> no hit || ""Samuel Lee"" trustee ""Hacienda Heig... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1997, 2002, 2011-2026 (gap 2003-2010)",97aabe4f-794c-4617-8518-cfefe2cd91b7
NO_EVIDENCE,Damien Straughn,inglewood unified,2022-11-30,"WebSearch: ""Damien Straughn"" Inglewood Unified board || Bing (browser): ""Damien Straughn""","""Damien Straughn"" Inglewood Unified boar... -> no hit || ""Damien Straughn"" -> social profile only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2006 (district members.htm snapshot, all 5 seats); 2013-2026 partial (Ballotpedia 2017/2024/2026 + member list; RR/CC 2020)",002969f3-e8cf-4c1e-8ee9-bc855b0f39ac
NO_EVIDENCE,Guillermo Vega Jr.,inglewood unified,2024-11-30,"WebSearch: ""Guillermo Vega"" ""Inglewood Unified"" board member || Bing (browser): ""Guillermo Vega Jr."" Lynwood OR Inglewood","""Guillermo Vega"" ""Inglewood Unified"" boa... -> LEAD: Transparent California 2024: ""Guillermo Vega Jr."" = Lynwood USD employee (other role, name-only) || ""Guillermo Vega Jr."" Lynwood OR Ing... -> no hit","OTHER ROLE (name-only, not fetched)",https://transparentcalifornia.com/salaries/2024/school-districts/los-angeles/lynwood-unified/guillermo-vega-jr/,"search-result title only: ""Guillermo Vega Jr. | Transparent California"" (Lynwood Unified 2024 salaries); page not fetched","LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2006 (district members.htm snapshot, all 5 seats); 2013-2026 partial (Ballotpedia 2017/2024/2026 + member list; RR/CC 2020)",0e648516-55fc-4773-ba51-65da7d3c9fda
NO_EVIDENCE,Maria Escobedo,inglewood unified,2024-11-30,"WebSearch: ""Maria Escobedo"" ""Inglewood Unified"" board of education || Bing (browser): ""Maria Escobedo"" trustee Inglewood","""Maria Escobedo"" ""Inglewood Unified"" boa... -> no hit || ""Maria Escobedo"" trustee Inglewood -> people-search (Inglewood resident) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2006 (district members.htm snapshot, all 5 seats); 2013-2026 partial (Ballotpedia 2017/2024/2026 + member list; RR/CC 2020)",1d9d72c9-4a06-41eb-8196-a09f879dce80
NO_EVIDENCE,Yvonne Gallegos,inglewood unified,2022-11-30,"WebSearch: ""Yvonne Gallegos"" Inglewood Unified school board || Bing (browser): ""Yvonne Gallegos"" trustee Inglewood","""Yvonne Gallegos"" Inglewood Unified scho... -> no hit || ""Yvonne Gallegos"" trustee Inglewood -> FL realtor; no tie",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","2006 (district members.htm snapshot, all 5 seats); 2013-2026 partial (Ballotpedia 2017/2024/2026 + member list; RR/CC 2020)",7ea7b7b1-fa32-4652-82a4-4d6f67ad1127
NO_EVIDENCE,Brian Riddick,la canada unified,2024-11-30,"WebSearch: ""Brian Riddick"" La Canada Unified board || Bing (browser): ""Brian Riddick"" ""La Canada""","""Brian Riddick"" La Canada Unified board -> no hit (Chicago charter / Save Mart LinkedIn) || ""Brian Riddick"" ""La Canada"" -> Bing: no results",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2000-2026,9f240574-48a1-44f7-9728-712ade528e84
NO_EVIDENCE,Darleen Ramos,la canada unified,2022-11-30,"WebSearch: ""Darleen Ramos"" La Canada Unified board || Bing (browser): ""Darleen Ramos"" ""La Canada""","""Darleen Ramos"" La Canada Unified board -> no hit || ""Darleen Ramos"" ""La Canada"" -> people-search only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2000-2026,0720ce76-332a-4817-b887-2e7599934f64
NO_EVIDENCE,Diana Carey,la canada unified,2022-11-30,"WebSearch: ""Diana Carey"" ""La Canada Unified"" board || Bing (browser): ""Diana Carey"" ""La Canada Flintridge""","""Diana Carey"" ""La Canada Unified"" board -> only Diana Lee Carey, HBUHSD (OC) trustee - name-only other office || ""Diana Carey"" ""La Canada Flintridge... -> Bing: no results","OTHER BOARD, Orange County (name-only)",https://ocvote.gov/fileadmin/user_upload/elections/GEN2022/cs/3242-5.pdf,"search-result title: ""DIANA LEE CAREY Governing Board Member, Huntington Beach Union High""","LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2000-2026,ea6acf1c-3ada-4062-b324-0278459c99be
NO_EVIDENCE,Jon Haraguchi,la canada unified,2024-11-30,"WebSearch: ""Jon Haraguchi"" La Canada Unified school board || Bing (browser): ""Jon Haraguchi""","""Jon Haraguchi"" La Canada Unified school... -> no hit || ""Jon Haraguchi"" -> only EWU volleyball coach ""Jon Haruguchi""",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2000-2026,5112b67b-566e-4099-9c8a-2f1fbc623055
NO_EVIDENCE,Kristin Shane,la canada unified,2022-11-30,"WebSearch: ""Kristin Shane"" La Canada Unified board of education || Bing (browser): ""Kristin Shane"" ""La Canada""","""Kristin Shane"" La Canada Unified board ... -> no hit || ""Kristin Shane"" ""La Canada"" -> Bing: no results",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2000-2026,64f2bab6-2325-41da-8202-b8dd756aa9d3
NO_EVIDENCE,Barry Zorthian,las virgenes unified,2022-11-30,"WebSearch: ""Barry Zorthian"" Las Virgenes Unified board || Bing (browser): ""Barry Zorthian"" Calabasas OR ""Agoura Hills""","""Barry Zorthian"" Las Virgenes Unified bo... -> no hit || ""Barry Zorthian"" Calabasas OR ""Agou... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1996, 2001, 2009-2026 (gap 2002-2008)",8f5fded3-98c2-4703-8c83-4ccbf8a6cc7d
NO_EVIDENCE,Christine Wood,las virgenes unified,2022-11-30,"WebSearch: ""Christine Wood"" ""Las Virgenes Unified"" board member || Bing (browser): ""Christine Wood"" trustee Calabasas","""Christine Wood"" ""Las Virgenes Unified"" ... -> no hit || ""Christine Wood"" trustee Calabasas -> UK community trustee; BBK attorney; no tie",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1996, 2001, 2009-2026 (gap 2002-2008)",62674342-08a9-48ba-bd31-6fb3fe3f8fde
NO_EVIDENCE,Shira Katz,las virgenes unified,2022-11-30,"WebSearch: ""Shira Katz"" Las Virgenes Unified school board || Bing (browser): ""Shira Katz"" trustee Calabasas","""Shira Katz"" Las Virgenes Unified school... -> no hit || ""Shira Katz"" trustee Calabasas -> people-search (LA) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1996, 2001, 2009-2026 (gap 2002-2008)",49ff1385-476d-4bb3-9912-80202b106cbc
NO_EVIDENCE,Lyn Behrens,long beach unified,2024-11-30,"WebSearch: ""Lyn Behrens"" Long Beach Unified board of education || Bing (browser): ""Lyn Behrens"" ""Long Beach""","""Lyn Behrens"" Long Beach Unified board o... -> no hit || ""Lyn Behrens"" ""Long Beach"" -> people-search (Lynn Behrens) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1997 (partial), 2004 (all 5 seats), 2016-2017 (all 5 district seats), 2018-2026 RR/CC candidates",09772a05-d16b-45c4-98c6-8a340dc80734
NO_EVIDENCE,Holly Bhagavan,manhattan beach unified,2022-11-30,"WebSearch: ""Holly Bhagavan"" Manhattan Beach Unified board || Bing (browser): ""Holly Bhagavan""","""Holly Bhagavan"" Manhattan Beach Unified... -> no hit || ""Holly Bhagavan"" -> Bing: no results (zero on web)",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,67b3bb06-3c13-49dc-93d0-1aa7f5b04672
NO_EVIDENCE,Jason Turner,manhattan beach unified,2024-11-30,"WebSearch: ""Jason Turner"" ""Manhattan Beach Unified"" board member || Bing (browser): ""Jason Turner"" trustee ""Manhattan Beach"" school","""Jason Turner"" ""Manhattan Beach Unified""... -> no hit || ""Jason Turner"" trustee ""Manhattan B... -> no hit",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,29558ef3-818a-4e33-968c-5abe35f93e1f
NO_EVIDENCE,Joanna Robinson,manhattan beach unified,2022-11-30,"WebSearch: ""Joanna Robinson"" ""Manhattan Beach Unified"" board of education || Bing (browser): ""Joanna Robinson"" trustee ""Manhattan Beach""","""Joanna Robinson"" ""Manhattan Beach Unifi... -> no hit || ""Joanna Robinson"" trustee ""Manhatta... -> people-search (Westchester) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,102e826e-87df-4731-8ee7-ae7c7f0f07dd
NO_EVIDENCE,Alex Lujan,monrovia unified,2022-12-13,"WebSearch: ""Alex Lujan"" ""Monrovia Unified"" board || Bing (browser): ""Alex Lujan"" trustee Monrovia","""Alex Lujan"" ""Monrovia Unified"" board -> no hit (teacher Higinio Lujan only) || ""Alex Lujan"" trustee Monrovia -> people-search only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2017-10 to 2026-09 continuous (quarterly agenda roll calls + live page); 2003-12 to 2013-12 via elections; gap 2014-2017 for one seat (Zucco -> Rich),9e396ede-1420-4b3e-aab2-d1799e284e18
NO_EVIDENCE,Jessica Castro,monrovia unified,2022-12-13,"WebSearch: ""Jessica Castro"" ""Monrovia Unified"" board member || Bing (browser): ""Jessica Castro"" trustee Monrovia school","""Jessica Castro"" ""Monrovia Unified"" boar... -> no hit || ""Jessica Castro"" trustee Monrovia s... -> behavior technician (NPI, Monrovia address) - no board tie",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2017-10 to 2026-09 continuous (quarterly agenda roll calls + live page); 2003-12 to 2013-12 via elections; gap 2014-2017 for one seat (Zucco -> Rich),2e1658de-04ce-4d50-bb86-6a74f62d2aa6
NO_EVIDENCE,Mary Ann Blount,monrovia unified,2024-12-17,"WebSearch: ""Mary Ann Blount"" Monrovia Unified board of education || Bing (browser): ""Mary Ann Blount"" Monrovia","""Mary Ann Blount"" Monrovia Unified board... -> no hit || ""Mary Ann Blount"" Monrovia -> people-search only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2017-10 to 2026-09 continuous (quarterly agenda roll calls + live page); 2003-12 to 2013-12 via elections; gap 2014-2017 for one seat (Zucco -> Rich),341f687f-4a41-414c-8da8-7675922e9283
NO_EVIDENCE,Stephanie Juarez,monrovia unified,2024-12-17,"WebSearch: ""Stephanie Juarez"" ""Monrovia Unified"" board || Bing (browser): ""Stephanie Juarez"" trustee Monrovia","""Stephanie Juarez"" ""Monrovia Unified"" bo... -> no hit || ""Stephanie Juarez"" trustee Monrovia -> people-search only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2017-10 to 2026-09 continuous (quarterly agenda roll calls + live page); 2003-12 to 2013-12 via elections; gap 2014-2017 for one seat (Zucco -> Rich),f931ec44-44cb-443a-9995-f3e0867be886
NO_EVIDENCE,Anthony Medina,montebello unified,2024-12-12,"WebSearch: ""Anthony Medina"" ""Montebello Unified"" board member || Bing (browser): ""Anthony Medina"" trustee Montebello school board","""Anthony Medina"" ""Montebello Unified"" bo... -> VOTE411 race 69228351 listed again (candidate lead only); WebFetch of /m/ page -> HTTP 500; not in RR/CC 2018-2026 lists || ""Anthony Medina"" trustee Montebello... -> Woodburn (OR) school board candidate (goodparty); obituary; no MUSD tie",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1997, 2002, 2004 (district board page snapshots, all 5 seats); 2013-2026 via election winners (Ballotpedia 2013/2015, WDN 2018/2020 articles, RR/CC 2018-2026)",75c60e41-1ef0-426b-9899-67b8796ea4b8
NO_EVIDENCE,Christina Lara,montebello unified,2022-12-13,"WebSearch: ""Christina Lara"" ""Montebello Unified"" board || Bing (browser): ""Christina Lara"" trustee Montebello","""Christina Lara"" ""Montebello Unified"" bo... -> no hit || ""Christina Lara"" trustee Montebello -> people-search (Montebello resident) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1997, 2002, 2004 (district board page snapshots, all 5 seats); 2013-2026 via election winners (Ballotpedia 2013/2015, WDN 2018/2020 articles, RR/CC 2018-2026)",f8dddc8f-f5aa-4e6e-be08-7f686436b3db
NO_EVIDENCE,Lorraine Abundis,montebello unified,2022-12-13,"WebSearch: ""Lorraine Abundis"" Montebello || Bing (browser): ""Lorraine Abundis""","""Lorraine Abundis"" Montebello -> no hit || ""Lorraine Abundis"" -> Facebook (Elk Grove relatives) only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1997, 2002, 2004 (district board page snapshots, all 5 seats); 2013-2026 via election winners (Ballotpedia 2013/2015, WDN 2018/2020 articles, RR/CC 2018-2026)",051b8e30-2ddf-4e74-95ac-f02ca3abbeea
NO_EVIDENCE,Paul Shelton,montebello unified,2024-12-12,"WebSearch: ""Paul Shelton"" ""Montebello Unified"" board of education || Bing (browser): ""Paul Shelton"" trustee Montebello","""Paul Shelton"" ""Montebello Unified"" boar... -> no hit || ""Paul Shelton"" trustee Montebello -> IL court case; people-search only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1997, 2002, 2004 (district board page snapshots, all 5 seats); 2013-2026 via election winners (Ballotpedia 2013/2015, WDN 2018/2020 articles, RR/CC 2018-2026)",6ded6ac5-dcf5-4e96-aba6-8fc32c827a36
NO_EVIDENCE,Vanessa Ramirez,montebello unified,NO_TERM,"WebSearch: ""Vanessa Ramirez"" ""Montebello Unified"" board member trustee || Bing (browser): ""Vanessa Ramirez"" trustee Montebello school board","""Vanessa Ramirez"" ""Montebello Unified"" b... -> no hit || ""Vanessa Ramirez"" trustee Montebell... -> LinkedIn creative director (Montebello) - no board tie",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1997, 2002, 2004 (district board page snapshots, all 5 seats); 2013-2026 via election winners (Ballotpedia 2013/2015, WDN 2018/2020 articles, RR/CC 2018-2026)",c5d72741-5ca0-4aad-ae06-486b1186d070
NO_EVIDENCE,Vicky Martinez,montebello unified,2022-12-13,"WebSearch: ""Vicky Martinez"" ""Montebello Unified"" board || Bing (browser): ""Vicky Martinez"" trustee Montebello","""Vicky Martinez"" ""Montebello Unified"" bo... -> no hit || ""Vicky Martinez"" trustee Montebello -> Vikki Galarza Martinez, Montebello Elks Lodge trustee (LinkedIn) - not a school trustee",OTHER OFFICE (name-only),https://results.lavote.gov/ElectionResults/GetElectionData?electionID=967,"EL MONTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council: VICTORIA ""VICKY"" MARTINEZ (Winner: true), 2015-11-03","LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)","1997, 2002, 2004 (district board page snapshots, all 5 seats); 2013-2026 via election winners (Ballotpedia 2013/2015, WDN 2018/2020 articles, RR/CC 2018-2026)",60fb595d-32dd-46b2-a090-b8c5b48d208b
NO_EVIDENCE,Adriana Camorlinga,pomona unified,2022-12-13,"WebSearch: ""Adriana Camorlinga"" Pomona Unified board || Bing (browser): ""Adriana Camorlinga""","""Adriana Camorlinga"" Pomona Unified boar... -> no hit || ""Adriana Camorlinga"" -> social profiles only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,d9e394d9-3e01-4643-ae70-90fbccc5aeb7
NO_EVIDENCE,Ashley Johnson,pomona unified,2022-12-13,"WebSearch: ""Ashley Johnson"" ""Pomona Unified"" board member trustee || Bing (browser): ""Ashley Johnson"" trustee Pomona school board","""Ashley Johnson"" ""Pomona Unified"" board ... -> no hit || ""Ashley Johnson"" trustee Pomona sch... -> people-search; TN school social worker; no tie",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,a72b6e3b-1f34-4469-b9d1-622b64496927
NO_EVIDENCE,Chuck Kauffman,pomona unified,NO_TERM,"WebSearch: ""Chuck Kauffman"" OR ""Charles Kauffman"" Pomona Unified board of education || Bing (browser): ""Chuck Kauffman"" Pomona","""Chuck Kauffman"" OR ""Charles Kauffman"" P... -> LinkedIn ""Charles Kauffman - Board of education member"" (district not stated) - name-only || ""Chuck Kauffman"" Pomona -> social/people-search only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,54dbc290-591b-4a01-95c4-6c2c80c68195
NO_EVIDENCE,David Buerge,pomona unified,NO_TERM,"WebSearch: ""David Buerge"" Pomona school board || Bing (browser): ""David Buerge"" Pomona","""David Buerge"" Pomona school board -> no hit || ""David Buerge"" Pomona -> people-search only",,,,"LACOE directory board lists: 2012-13 printed directory (Wayback 2012-10-04); 2013 printed directory (Wayback 2013-01-16); online directory 2016; online directory live 2026-09-23 (name absent from all); RR/CC results 2013-2026 re-pulled, 73 elections (name not a candidate for this board)",2001-2026,3f09884f-950d-462b-821f-6161c5d52784
