link_id,politician_id,row_name,external_id,stored_committee_name,official_committee_name,filer_area_code,cal_access_status,category,sub_category,controlling_candidate,displayed_amount_before,outcome
83e550bc-af5b-488b-b694-faaef3d0c70b,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,Janice Hahn,1303992,"HAHN 2009, COMMITTEE TO RE-ELECT JANICE","HAHN 2009, COMMITTEE TO RE-ELECT JANICE",213,TERMINATED,40002:CONTROLLED,0:N/A,JANICE HAHN,4900.0,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
0c5ff44b-cfe7-4453-9173-38834c523da5,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,Janice Hahn,1394146,HAHN 2016 OFFICEHOLDER; SUPERVISOR JANICE,HAHN 2016 OFFICEHOLDER; SUPERVISOR JANICE,213,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
3939a6ac-f857-449a-a2a2-8078d4ac2aba,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,Janice Hahn,1376011,"HAHN FOR SUPERVISOR 2016, JANICE","HAHN FOR SUPERVISOR 2016, JANICE",213,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
fa55ef24-efc1-4c57-972d-d1c6d9fad054,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,Janice Hahn,1414469,HAHN FOR SUPERVISOR 2020; JANICE,HAHN FOR SUPERVISOR 2020; JANICE,213,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
f03b4d07-c911-4269-b1c8-a79e1effe247,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,Janice Hahn,1457362,Janice Hahn for Supervisor 2024,HAHN FOR SUPERVISOR 2024; JANICE,213,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
f6a69ced-47da-4bbd-b941-9999d725852f,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,Janice Hahn,1321242,"HAHN LIEUTENANT GOVERNOR 2010 EXPLORATORY COMMITTEE, THE JANICE","HAHN LIEUTENANT GOVERNOR 2010 EXPLORATORY COMMITTEE, THE JANICE",213,TERMINATED,40002:CONTROLLED,0:N/A,JANICE HAHN,1071735.77,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
cb26f9a8-71a2-492b-9a47-09ae500d5342,6640a2dd-0f1d-4f3e-a794-23e3cc716ae6,Janice Hahn,1260193,"HAHN, COMMITTEE TO RE-ELECT JANICE","HAHN, COMMITTEE TO RE-ELECT JANICE",213,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
7cce31b0-626a-404a-9d92-442d74c74ecc,85233a92-ce12-4567-910e-be1776cd4aac,Jeff Prang,1359913,"PRANG COUNTY ASSESSOR 2014 OFFICEHOLDER ACCOUNT, JEFF","PRANG COUNTY ASSESSOR 2014 OFFICEHOLDER ACCOUNT, JEFF",323,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
c7758875-29cb-4940-88e4-d9d22c5e675d,85233a92-ce12-4567-910e-be1776cd4aac,Jeff Prang,1435798,PRANG FOR ASSESSOR 2022; JEFF,PRANG FOR ASSESSOR 2022; JEFF,323,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
7098fe98-de56-43c8-b4bc-337d97900e32,85233a92-ce12-4567-910e-be1776cd4aac,Jeff Prang,1366093,"PRANG FOR L.A. COUNTY ASSESSOR 2014 (INDEPENDENT EXPENDITURE), FRIENDS OF JEFF","PRANG FOR L.A. COUNTY ASSESSOR 2014 (INDEPENDENT EXPENDITURE), FRIENDS OF JEFF",213,TERMINATED,0:N/A,40102:PRIMARILY FORMED CANDIDATE,,0.0,"DISPUTED by CA_0212: Cal-Access category PRIMARILY FORMED CANDIDATE (an independent committee, not theirs)"
2663b052-c093-4df1-9e9c-de1cde848f35,3ed36508-9ae9-41af-aaba-e5e39bb87aa7,Jennifer Perez,1451318,PEREZ FOR CITY COUNCIL 2022; COMMITTEE TO RE-ELECT JENNIFER,PEREZ FOR CITY COUNCIL 2022; COMMITTEE TO RE-ELECT JENNIFER,213,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
5314c1cf-711f-4162-954f-591f6ea372a0,3ed36508-9ae9-41af-aaba-e5e39bb87aa7,Jennifer Perez,1454775,PEREZ FOR NORWALK CITY COUNCIL 2022; COMMITTEE FOR A STRONG NORWALK: SUPPORTING JENNIFER,PEREZ FOR NORWALK CITY COUNCIL 2022; COMMITTEE FOR A STRONG NORWALK: SUPPORTING JENNIFER,916,TERMINATED,0:N/A,40102:PRIMARILY FORMED CANDIDATE,,0.0,"DISPUTED by CA_0212: Cal-Access category PRIMARILY FORMED CANDIDATE (an independent committee, not theirs)"
71b3a46b-f778-46d1-afdf-079eae817eb4,f173ce9a-6941-4570-bd3f-97bc1157beaf,Jesse Gabriel,1476845,GABRIEL FOR ASSEMBLY 2026; JESSE,GABRIEL FOR ASSEMBLY 2026; JESSE,213,ACTIVE,40002:CONTROLLED,0:N/A,JESSE GABRIEL,1163988.57,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
78fbd584-a5f3-49d4-a7cc-aa52c1f9f832,c7f76380-249c-436b-824c-ba44ff496c40,Jessica Ancona,1458400,ANCONA FOR MAYOR 2024,ANCONA FOR MAYOR 2024,626,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
05dc77b5-971a-45ab-be2a-acf32ef46fbf,d2e60dbe-31b5-44e0-9c95-b95b65bdb697,Joe Franklin,1429329,FRANKLIN FOR MANHATTAN BEACH CITY COUNCIL 2020; JOE,FRANKLIN FOR MANHATTAN BEACH CITY COUNCIL 2020; JOE,213,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
259fa81a-522e-4a69-9d05-536791becef6,780ddbc3-396e-44c2-8f4b-4a05a6a53ada,Joni Ricks-Oddie,1443373,RICKS-ODDIE FOR COUNCIL 2022,RICKS-ODDIE FOR COUNCIL 2022,562,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
7879d278-d8db-43ec-9d55-0fbb60c01931,780ddbc3-396e-44c2-8f4b-4a05a6a53ada,Joni Ricks-Oddie,1458182,RICKS-ODDIE FOR COUNCIL 2022 OFFICEHOLDER ACCOUNT,RICKS-ODDIE FOR COUNCIL 2022 OFFICEHOLDER ACCOUNT,562,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
d78a1dba-1509-42fe-be71-a56d7c7d647a,b7787103-e3f0-4f55-9c22-8ec049c0880b,Jorge Herrera Avila,1463438,HERRERA AVILA FOR CITY COUNCIL 2024; JORGE,HERRERA AVILA FOR CITY COUNCIL 2024; JORGE,626,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
ddf7fb52-e206-4467-bd4c-b71ffffacbb9,b7787103-e3f0-4f55-9c22-8ec049c0880b,Jorge Herrera Avila,1479411,HERRERA AVILA FOR CITY COUNCIL 2028; JORGE,HERRERA AVILA FOR CITY COUNCIL 2028; JORGE,626,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
a146a885-7204-4dc6-bd9e-842aa539ecc3,1caa9043-2397-4f75-b430-acc0623d64d7,Jose Luis Solache Jr.,1443410,SOLACHE FOR ASSEMBLY 2024; FRIENDS OF,SOLACHE FOR ASSEMBLY 2024; FRIENDS OF,213,TERMINATED,40002:CONTROLLED,0:N/A,JOSE SOLACHE; Jose Luis Solache,1089780.22,kept confirmed: reviewed by hand -- Jose Luis Solache Jr's own committee (the matcher read 'Jr' as part of the surname)
ea5fc56b-b2e9-48b7-b460-cb55d48a5ea0,1caa9043-2397-4f75-b430-acc0623d64d7,Jose Luis Solache Jr.,1477768,SOLACHE FOR ASSEMBLY 2026; FRIENDS OF,SOLACHE FOR ASSEMBLY 2026; FRIENDS OF,213,ACTIVE,40002:CONTROLLED,0:N/A,JOSE SOLACHE,1004040.04,kept confirmed: reviewed by hand -- Jose Luis Solache Jr's own committee (the matcher read 'Jr' as part of the surname)
76103aa2-1ce3-4b49-89ca-29b8c62b4829,1caa9043-2397-4f75-b430-acc0623d64d7,Jose Luis Solache Jr.,1359076,"SOLACHE FOR CITY COUNCIL 2013, FRIENDS OF","SOLACHE FOR CITY COUNCIL 2013, FRIENDS OF",213,TERMINATED,40002:CONTROLLED,0:N/A,JOSE SOLACHE; JOSE LUIS SOLACHE,135743.39,kept confirmed: reviewed by hand -- Jose Luis Solache Jr's own committee (the matcher read 'Jr' as part of the surname)
3d508f2c-f2c7-4a6e-9781-5ab01928dc3e,1caa9043-2397-4f75-b430-acc0623d64d7,Jose Luis Solache Jr.,1451483,SOLACHE FOR CITY COUNCIL 2022; FRIENDS OF,SOLACHE FOR CITY COUNCIL 2022; FRIENDS OF,213,TERMINATED,40002:CONTROLLED,0:N/A,Jose Luis Solache,76120.54,kept confirmed: reviewed by hand -- Jose Luis Solache Jr's own committee (the matcher read 'Jr' as part of the surname)
7f1dd72a-a80d-48e8-82ea-788b5cdac363,1caa9043-2397-4f75-b430-acc0623d64d7,Jose Luis Solache Jr.,1256708,"SOLACHE FOR SCHOOL BOARD 2011, FRIENDS OF","SOLACHE FOR SCHOOL BOARD 2011, FRIENDS OF",310,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
5c4caa09-181e-47d4-bba0-d3df143161b3,1caa9043-2397-4f75-b430-acc0623d64d7,Jose Luis Solache Jr.,1415363,SOLACHE FOR SENATE 2019 SPECIAL; FRIENDS OF,SOLACHE FOR SENATE 2019 SPECIAL; FRIENDS OF,213,TERMINATED,40002:CONTROLLED,0:N/A,JOSE SOLACHE; Jose L. Solache,265387.22,kept confirmed: reviewed by hand -- Jose Luis Solache Jr's own committee (the matcher read 'Jr' as part of the surname)
844ec23f-1a2b-44f1-8429-12d46a9d915e,1caa9043-2397-4f75-b430-acc0623d64d7,Jose Luis Solache Jr.,1398575,SOLACHE FOR SENATE 2020; FRIENDS OF,SOLACHE FOR SENATE 2020; FRIENDS OF,213,TERMINATED,40002:CONTROLLED,0:N/A,JOSE SOLACHE; Jose L. Solache,133150.0,kept confirmed: reviewed by hand -- Jose Luis Solache Jr's own committee (the matcher read 'Jr' as part of the surname)
6127f32b-66d8-4697-87b5-16c0b7c0a961,39d99fc2-b8ab-4846-8ff3-bcb65e16bee4,Josh Lowenthal,1477066,LOWENTHAL FOR ASSEMBLY 2026; JOSH,LOWENTHAL FOR ASSEMBLY 2026; JOSH,916,ACTIVE,40002:CONTROLLED,0:N/A,JOSH LOWENTHAL,711068.64,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
e527a6f2-73a1-4e84-acbe-20459d835635,b959d608-5674-467e-a1c8-3572c76a729b,Juan Carrillo,1386227,CARRILLO DISTRICT 4 CITY COUNCIL 2016; COMMITTEE TO ELECT JUAN,CARRILLO DISTRICT 4 CITY COUNCIL 2016; COMMITTEE TO ELECT JUAN,661,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
e282085e-1694-4f91-8409-c86f22b7137d,b959d608-5674-467e-a1c8-3572c76a729b,Juan Carrillo,1456748,CARRILLO FOR ASSEMBLY 2024; JUAN,CARRILLO FOR ASSEMBLY 2024; JUAN,619,TERMINATED,40002:CONTROLLED,0:N/A,JUAN CARRILLO,1198224.16,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
935ecd02-cccc-4b67-9283-4639a49b64c4,de2ca46a-652a-4620-bfc7-8ff1006b26d3,Juan Muñoz-Guevara,1451822,MUNOZ-GUEVARA FOR LYNWOOD CITY COUNCIL 2022; JUAN,MUNOZ-GUEVARA FOR LYNWOOD CITY COUNCIL 2022; JUAN,424,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
c415cb45-6932-4075-8980-005c840f7c82,d75dfa60-351b-4f0d-880a-45acf013c82a,Judy Chu,1233946,"CHU FOR ASSEMBLY, JUDY","CHU FOR ASSEMBLY, JUDY",310,TERMINATED,40002:CONTROLLED,0:N/A,JUDY CHU,308151.13,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
3f581c6d-72e0-4d88-a53c-95d065c572c6,59b781ad-22f8-46c9-b536-e19971e47fc1,Justin Jones,1461920,JONES FOR PASADENA CITY COUNCIL 2024; JUSTIN,JONES FOR PASADENA CITY COUNCIL 2024; JUSTIN,626,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
badf67e0-6384-49af-b102-2163a0f9b71c,b9149eb5-4dc6-400e-b685-92ad0fa05b18,Karen Davis,1313569,"DAVIS, COMMITTEE TO RE-ELECT KAREN","DAVIS, COMMITTEE TO RE-ELECT KAREN",626,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
1a771c19-1094-41e3-8a3b-da1be6eb45b7,21c9e711-fb18-4afb-884f-08acd2b598ba,Karen Ruth Bass,1441328,Confirmed via Cal-Access FILERNAME_CD.TSV (2026-03-25): BASS FOR MAYOR 2022; KAREN (ACTIVE),BASS FOR MAYOR 2022; KAREN,213,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
4bdf42d7-7b54-4747-b3a6-7f35ed7b73a2,122f1897-2dae-4f21-bee0-1c02c95e9e3a,Kathryn Barger,1376396,BARGER FOR SUPERVISOR 2016; KATHRYN,BARGER FOR SUPERVISOR 2016; KATHRYN,213,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
98c696ec-49aa-46e4-ae45-a4838bd97c57,122f1897-2dae-4f21-bee0-1c02c95e9e3a,Kathryn Barger,1414462,BARGER FOR SUPERVISOR 2020; KATHRYN,BARGER FOR SUPERVISOR 2020; KATHRYN,213,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
f2181c17-b063-4e24-90f7-91d99de24ef4,122f1897-2dae-4f21-bee0-1c02c95e9e3a,Kathryn Barger,1466175,"BARGER FOR SUPERVISOR 2024 SPONSORED BY CARPENTERS UNIONS; BUILDING A BETTER FUTURE, SUPPORTING KATHRYN","BARGER FOR SUPERVISOR 2024 SPONSORED BY CARPENTERS UNIONS; BUILDING A BETTER FUTURE, SUPPORTING KATHRYN",916,TERMINATED,0:N/A,40102:PRIMARILY FORMED CANDIDATE,,0.0,"DISPUTED by CA_0212: Cal-Access category PRIMARILY FORMED CANDIDATE (an independent committee, not theirs)"
5cf16f26-902f-4dc6-bd01-bd61912c44be,122f1897-2dae-4f21-bee0-1c02c95e9e3a,Kathryn Barger,1462438,BARGER FOR SUPERVISOR 2024 SPONSORED BY LABOR ORGANIZATIONS; WORKING FAMILIES AND FIRST RESPONDERS FOR KATHRYN,BARGER FOR SUPERVISOR 2024 SPONSORED BY LABOR ORGANIZATIONS; WORKING FAMILIES AND FIRST RESPONDERS FOR KATHRYN,213,TERMINATED,0:N/A,40102:PRIMARILY FORMED CANDIDATE,,0.0,"DISPUTED by CA_0212: Cal-Access category PRIMARILY FORMED CANDIDATE (an independent committee, not theirs)"
5a97d625-8c9e-4e89-8e92-b947da1fd33e,122f1897-2dae-4f21-bee0-1c02c95e9e3a,Kathryn Barger,1456528,Kathryn Barger for Supervisor 2024,BARGER FOR SUPERVISOR 2024; KATHRYN,213,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
7a699fe0-0de7-4944-976c-0e7200421a76,122f1897-2dae-4f21-bee0-1c02c95e9e3a,Kathryn Barger,1393192,BARGER OFFICEHOLDER ACCOUNT 2016; SUPERVISOR KATHRYN,BARGER OFFICEHOLDER ACCOUNT 2016; SUPERVISOR KATHRYN,213,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
34f8b492-acb6-43e5-bfbe-c9d14edd090f,601fbd52-628a-4d50-8cb4-99890f056aa2,Kristina Duggan,1444541,DUGGAN FOR CITY COUNCIL 2022; KRISTINA,DUGGAN FOR CITY COUNCIL 2022; KRISTINA,213,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
7f123f44-8a02-41c1-9b2e-1f48d8040a34,5604c5ae-d10d-4ca3-920d-dd3592278777,Lana Negrete,1446088,NEGRETE FOR CITY COUNCIL 2022; LANA,NEGRETE FOR CITY COUNCIL 2022; LANA,323,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
e87e5789-615f-4387-bc17-375206b2cf8b,007074c6-6fbe-429f-9e06-8d7251198d8a,Lauren Hughes-Leslie,1463078,HUGHES-LESLIE FOR LANCASTER CITY COUNCIL 2024; LAUREN,HUGHES-LESLIE FOR LANCASTER CITY COUNCIL 2024; LAUREN,808,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
3b0186c9-67dc-45da-8ade-4b30dcac8cfb,4f69ba91-d6f4-400e-aa46-10f1706d2f3c,Lester Friedman,1487185,FRIEDMAN FOR BEVERLY HILLS CITY COUNCIL 2026; RE-ELECT LESTER,FRIEDMAN FOR BEVERLY HILLS CITY COUNCIL 2026; RE-ELECT LESTER,310,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
65a4fa2e-be52-4905-b674-961b0f5ae6a6,4f69ba91-d6f4-400e-aa46-10f1706d2f3c,Lester Friedman,1442212,FRIEDMAN FOR BH CITY COUNCIL (2022); LESTER,FRIEDMAN FOR BH CITY COUNCIL (2022); LESTER,310,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
73111c18-6bbe-46c0-9f50-8881f7a11543,4f69ba91-d6f4-400e-aa46-10f1706d2f3c,Lester Friedman,1388782,FRIEDMAN FOR CITY COUNCIL (2017); LESTER,FRIEDMAN FOR CITY COUNCIL (2017); LESTER,310,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
a468f9bd-83f4-4dfc-9ccc-64871918eca8,81dfcf88-c739-4461-9d16-931f8d51a8c5,Lindsey P. Horvath,1457026,HORVATH FOR SUPERVISOR 2022 - OFFICEHOLDER ACCOUNT; LINDSEY,HORVATH FOR SUPERVISOR 2022 - OFFICEHOLDER ACCOUNT; LINDSEY,323,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
df41a751-c33b-47a6-95ce-7721bc6e81ed,81dfcf88-c739-4461-9d16-931f8d51a8c5,Lindsey P. Horvath,1437724,Lindsey Horvath for Supervisor 2022,HORVATH FOR SUPERVISOR 2022; LINDSEY,323,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
e9fad814-a176-42f1-9478-ffdf9df90314,81dfcf88-c739-4461-9d16-931f8d51a8c5,Lindsey P. Horvath,1478761,HORVATH FOR SUPERVISOR 2026; LINDSEY,HORVATH FOR SUPERVISOR 2026; LINDSEY,323,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
f5172eab-ecb7-4e51-9680-d7cda5269bcf,81dfcf88-c739-4461-9d16-931f8d51a8c5,Lindsey P. Horvath,1413469,HORVATH FOR WEHO CITY COUNCIL 2019; RE-ELECT LINDSEY,HORVATH FOR WEHO CITY COUNCIL 2019; RE-ELECT LINDSEY,323,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
ac498abd-2490-4708-89ac-bc96a456151f,81dfcf88-c739-4461-9d16-931f8d51a8c5,Lindsey P. Horvath,1328376,"HORVATH FOR WEST HOLLYWOOD CITY COUNCIL 2011, LINDSEY","HORVATH FOR WEST HOLLYWOOD CITY COUNCIL 2011, LINDSEY",323,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
e8317f76-955f-45e6-a257-d819c659b058,81dfcf88-c739-4461-9d16-931f8d51a8c5,Lindsey P. Horvath,1372737,HORVATH FOR WEST HOLLYWOOD CITY COUNCIL 2015; LINDSEY,HORVATH FOR WEST HOLLYWOOD CITY COUNCIL 2015; LINDSEY,323,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
51e19733-f724-45e7-b1ea-ef69094decb2,ea85dfe3-1092-468e-a799-cb8054c135db,Malia M. Cohen,1456350,COHEN FOR CONTROLLER 2026; MALIA,COHEN FOR CONTROLLER 2026; MALIA,916,ACTIVE,40002:CONTROLLED,0:N/A,MALIA M. COHEN; Malia Cohen,2167428.58,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
48a90f49-c9ae-4600-b174-43f38f21c6d1,cd3d1dde-aa80-4a9f-aa2b-8a5f94876208,Margaret Clark,1443532,CLARK TO ROSEMEAD CITY COUNCIL JUNE 2022; COMMITTEE TO RE-ELECT MARGARET,CLARK TO ROSEMEAD CITY COUNCIL JUNE 2022; COMMITTEE TO RE-ELECT MARGARET,626,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
ad209f36-b994-4914-8fa5-ad8d7507f71f,cd3d1dde-aa80-4a9f-aa2b-8a5f94876208,Margaret Clark,1239976,"CLARK, COMMITTEE TO RE-ELECT MARGARET","CLARK, COMMITTEE TO RE-ELECT MARGARET",626,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
de692519-51db-42fe-a5fd-17ad7d8c9b23,bd64253b-0bd1-4b9f-85b1-76180c760d07,Margarita L. Rios,1392737,RIOS FOR NORWALK CITY COUNCIL 2017; MARGARITA,RIOS FOR NORWALK CITY COUNCIL 2017; MARGARITA,562,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
8d7251b9-0ff0-47a0-b7f5-a1eb5c16b9fd,9dd2a633-c532-4154-b2b0-9b725fcb292f,Mark A. Waronek,1360330,"WARONEK FOR LOMITA CITY COUNCIL 2013, MARK","WARONEK FOR LOMITA CITY COUNCIL 2013, MARK",310,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
052c5f18-ef4b-4695-ac49-2f805d451bab,7ec1b8a2-d0e6-45cc-9af1-17c578f22540,Mendell Thompson,1373883,THOMPSON FOR GLENDORA CITY COUNCIL 2015; MENDELL L.,THOMPSON FOR GLENDORA CITY COUNCIL 2015; MENDELL L.,626,ACTIVE,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
d40629eb-00b9-406d-b4d5-08752a9bea20,6133e73c-4c33-4cfc-9fd3-de1382729f42,Mike A. Gipson,1448127,GIPSON FOR ASSEMBLY 2022; CALIFORNIANS FOR SOLUTIONS SUPPORTING MIKE,GIPSON FOR ASSEMBLY 2022; CALIFORNIANS FOR SOLUTIONS SUPPORTING MIKE,916,TERMINATED,0:N/A,40102:PRIMARILY FORMED CANDIDATE,Mike Gipson,194000.0,"DISPUTED by CA_0212: Cal-Access category PRIMARILY FORMED CANDIDATE (an independent committee, not theirs)"
8f026ae3-66b3-4eb6-ab71-ef55eca84f99,6133e73c-4c33-4cfc-9fd3-de1382729f42,Mike A. Gipson,1456844,GIPSON FOR ASSEMBLY 2024,GIPSON FOR ASSEMBLY 2024,213,TERMINATED,40002:CONTROLLED,0:N/A,MIKE GIPSON,1218884.22,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
e6878739-aa1d-4460-8cde-a2c2b782d474,6133e73c-4c33-4cfc-9fd3-de1382729f42,Mike A. Gipson,1471779,GIPSON FOR BOARD OF EQUALIZATION 2026,GIPSON FOR BOARD OF EQUALIZATION 2026,213,ACTIVE,40002:CONTROLLED,0:N/A,MIKE GIPSON,965827.34,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
769ee81d-832b-41e4-93c1-8319b631840a,cacdb3e3-f716-4914-9e32-a95cc632af42,Mike Fong,1396821,FONG FOR ASSEMBLY 2018; MIKE,FONG FOR ASSEMBLY 2018; MIKE,323,TERMINATED,40002:CONTROLLED,0:N/A,MICHAEL FONG; Mike Fong,215781.17,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
a272c665-5d0c-4f49-ba53-86f7aea3a660,83474f06-c501-416d-a870-65d75f0cec9d,Nathan Hochman,1437955,HOCHMAN FOR ATTORNEY GENERAL 2022; NATHAN,HOCHMAN FOR ATTORNEY GENERAL 2022; NATHAN,916,ACTIVE,40002:CONTROLLED,0:N/A,NATHAN HOCHMAN,4128740.62,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
3f0eb5cf-d76a-4776-9396-ef3a53167cd9,83474f06-c501-416d-a870-65d75f0cec9d,Nathan Hochman,1459571,HOCHMAN FOR LA DISTRICT ATTORNEY 2024; NATHAN,HOCHMAN FOR LA DISTRICT ATTORNEY 2024; NATHAN,949,TERMINATED,40002:CONTROLLED,0:N/A,Nathan Hochman,4003304.58,"kept confirmed: controlled by this person, name matches, SOS e-filed reports"
706688e2-9a81-412b-a883-dbd4586e7f1b,96f91743-def6-436c-9537-a4b836c1b3eb,Nikki Perez,1448423,PEREZ FOR CITY COUNCIL 2022; NIKKI,PEREZ FOR CITY COUNCIL 2022; NIKKI,323,TERMINATED,40002:CONTROLLED,0:N/A,,0.0,"kept confirmed: controlled, no controlling candidate on file and no SOS reports (local committee; loads nothing)"
